No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
92,Cliff Avril,26,LDE,16,16,260,6-3,Purdue,4/8/1986,4,7,Detroit Lions / 3rd / 92nd pick /2008,DET,2012,2025-08-15 13:58:11
76,Jeff Backus,35,LT,15,15,305,6-5,Michigan,9/21/1977,11,7,Detroit Lions / 1st / 18th pick /2001,DET,2012,2025-08-15 13:58:11
32,Kevin Barnes,26,DB,2,0,180,6-0,Maryland,9/15/1986,3,0,Washington Redskins / 3rd / 80th pick /2009,DET,2012,2025-08-15 13:58:11
41,Ron Bartell,30,DB,1,1,210,6-1,Howard,2/22/1982,7,0,St. Louis Rams / 2nd / 50th pick /2005,DET,2012,2025-08-15 13:58:11
35,Joique Bell,26,RB,16,0,220,5-11,Wayne State (MI),8/4/1986,2,6,,DET,2012,2025-08-15 13:58:11
28,Bill Bentley,23,DB,4,3,176,5-10,Louisiana,5/16/1989,Rook,1,Detroit Lions / 3rd / 85th pick /2012,DET,2012,2025-08-15 13:58:11
84,Ryan Broyles,24,WR,10,3,192,5-10,Oklahoma,4/9/1988,Rook,2,Detroit Lions / 2nd / 54th pick /2012,DET,2012,2025-08-15 13:58:11
13,Nate Burleson,31,WR,6,5,198,6-0,Nevada,8/19/1981,9,2,Minnesota Vikings / 3rd / 71st pick /2003,DET,2012,2025-08-15 13:58:11
32,Don Carey,25,SS,9,6,202,5-11,Norfolk St.,2/14/1987,2,3,Cleveland Browns / 6th / 177th pick /2009,DET,2012,2025-08-15 13:58:11
45,Shaun Chapas,24,RB,3,1,236,6-2,Georgia,5/2/1988,1,0,Dallas Cowboys / 7th / 220th pick /2011,DET,2012,2025-08-15 13:58:11
77,Gosder Cherilus,28,RT,16,16,315,6-7,Boston Col.,6/28/1984,4,7,Detroit Lions / 1st / 17th pick /2008,DET,2012,2025-08-15 13:58:11
24,Erik Coleman,30,SS,12,7,207,5-10,Washington St.,5/6/1982,8,3,New York Jets / 5th / 143rd pick /2004,DET,2012,2025-08-15 13:58:11
26,Louis Delmas,25,FS,8,8,197,5-11,Western Michigan,4/12/1987,3,3,Detroit Lions / 2nd / 33rd pick /2009,DET,2012,2025-08-15 13:58:11
52,Justin Durant,27,LLB,16,14,230,6-4,Hampton,9/21/1985,5,7,Jacksonville Jaguars / 2nd / 48th pick /2007,DET,2012,2025-08-15 13:58:11
18,Kris Durham,24,WR,4,3,215,6-5,Georgia,3/17/1988,1,1,Seattle Seahawks / 4th / 107th pick /2011,DET,2012,2025-08-15 13:58:11
98,Nick Fairley,24,LDT,13,7,291,6-5,"Copiah-Lincoln CC,Auburn",1/23/1988,1,4,Detroit Lions / 1st / 13th pick /2011,DET,2012,2025-08-15 13:58:11
31,Drayton Florence,32,DB,8,3,200,6-0,"Chattanooga,Tuskegee",12/19/1980,9,2,San Diego Chargers / 2nd / 46th pick /2003,DET,2012,2025-08-15 13:58:11
96,Andre Fluellen,27,DT,3,1,285,6-2,Florida St.,3/7/1985,4,1,Detroit Lions / 3rd / 87th pick /2008,DET,2012,2025-08-15 13:58:11
70,Jason Fox,24,T,1,0,299,6-6,Miami (FL),5/2/1988,2,0,Detroit Lions / 4th / 128th pick /2010,DET,2012,2025-08-15 13:58:11
65,Dylan Gandy,30,G,16,0,295,6-3,Texas Tech,3/8/1982,7,1,Indianapolis Colts / 4th / 129th pick /2005,DET,2012,2025-08-15 13:58:11
2,Ben Graham,39,P,3,0,236,6-5,Deakin (Australia),11/2/1973,7,0,,DET,2012,2025-08-15 13:58:11
36,Jonte Green,23,RCB,15,5,184,6-0,New Mexico St.,7/19/1989,Rook,3,Detroit Lions / 6th / 196th pick /2012,DET,2012,2025-08-15 13:58:11
