No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
76,Oday Aboushi,29,RG,16,8,308,6-5,Virginia,6/5/1991,6,4,New York Jets / 5th / 141st pick /2013,"$1,050,000",DET,2020,2025-08-15 13:59:17
39,Jamal Agnew,25,WR,14,2,190,5-10,San Diego,4/3/1995,3,2,Detroit Lions / 5th / 165th pick /2017,"$825,000",DET,2020,2025-08-15 13:59:17
80,Danny Amendola,35,WR,14,5,185,5-11,Texas Tech,11/2/1985,11,5,,"$1,500,000",DET,2020,2025-08-15 13:59:17
10,David Blough,25,QB,1,0,207,6-1,Purdue,7/31/1995,1,0,,"$430,588",DET,2020,2025-08-15 13:59:17
31,Tramaine Brock,32,DB,1,0,188,6-0,"Mississippi Gulf Coast CC,Minnesota,Belhaven",8/20/1988,10,0,,,DET,2020,2025-08-15 13:59:17
62,Evan Brown,24,C,2,0,320,6-3,SMU,9/16/1996,1,0,,,DET,2020,2025-08-15 13:59:17
94,Austin Bryant,24,DE,6,1,250,6-5,Clemson,11/12/1996,1,1,Detroit Lions / 4th / 117th pick /2019,"$557,353",DET,2020,2025-08-15 13:59:17
86,Hunter Bryant,22,TE,5,0,239,6-2,Washington,8/20/1998,Rook,0,,"$461,763",DET,2020,2025-08-15 13:59:17
53,Jason Cabinda,24,LB,16,2,235,6-1,Penn St.,3/17/1996,2,2,,"$750,000",DET,2020,2025-08-15 13:59:17
87,Quintez Cephus,22,WR,13,2,208,6-1,Wisconsin,4/1/1998,Rook,3,Detroit Lions / 5th / 166th pick /2020,"$610,000",DET,2020,2025-08-15 13:59:17
27,Justin Coleman,27,DB,11,5,190,5-11,Tennessee,3/27/1993,5,2,,"$6,950,000",DET,2020,2025-08-15 13:59:17
58,Jamie Collins,31,RLB/MLB,14,14,255,6-3,Southern Miss,10/20/1989,7,5,New England Patriots / 2nd / 52nd pick /2013,"$4,000,000",DET,2020,2025-08-15 13:59:17
65,Tyrell Crosby,25,RT,12,11,310,6-4,Oregon,9/5/1995,2,6,Detroit Lions / 5th / 153rd pick /2018,"$750,000",DET,2020,2025-08-15 13:59:17
66,Joe Dahl,27,G,9,4,310,6-4,Washington St.,4/9/1993,4,2,Detroit Lions / 5th / 151st pick /2016,"$1,475,000",DET,2020,2025-08-15 13:59:17
4,Chase Daniel,34,QB,4,0,218,6-0,Missouri,10/7/1986,10,1,,"$1,250,000",DET,2020,2025-08-15 13:59:17
40,Jarrad Davis,26,LB,14,4,238,6-1,Florida,11/16/1994,3,2,Detroit Lions / 1st / 21st pick /2017,"$1,960,798",DET,2020,2025-08-15 13:59:17
68,Taylor Decker,27,LT,16,16,324,6-7,Ohio St.,8/23/1993,4,8,Detroit Lions / 1st / 16th pick /2016,"$6,850,000",DET,2020,2025-08-15 13:59:17
90,Trey Flowers,27,LDE,7,5,265,6-2,Arkansas,8/16/1993,5,2,New England Patriots / 4th / 101st pick /2015,"$11,125,000",DET,2020,2025-08-15 13:59:17
38,Mike Ford,25,DB,9,1,199,6-0,SE Missouri St.,8/4/1995,2,1,,"$644,120",DET,2020,2025-08-15 13:59:17
3,Jack Fox,24,P,16,0,218,6-2,Rice,9/1/1996,1,3,,"$610,000",DET,2020,2025-08-15 13:59:17
19,Kenny Golladay,27,WR,5,5,213,6-4,Northern Illinois,11/3/1993,3,3,Detroit Lions / 3rd / 96th pick /2017,"$2,133,000",DET,2020,2025-08-15 13:59:17
98,Everson Griffen,33,DE,7,2,273,6-3,USC,12/22/1987,10,1,Minnesota Vikings / 4th / 100th pick /2010,"$1,764,706",DET,2020,2025-08-15 13:59:17
17,Marvin Hall,27,WR,11,5,190,5-10,Washington,4/10/1993,3,2,,"$825,000",DET,2020,2025-08-15 13:59:17
93,Da'Shawn Hand,25,DE,10,1,302,6-3,Alabama,11/14/1995,2,1,Detroit Lions / 4th / 114th pick /2018,"$750,000",DET,2020,2025-08-15 13:59:17
26,Duron Harmon,29,FS,16,16,205,6-0,Rutgers,1/24/1991,7,5,New England Patriots / 3rd / 91st pick /2013,"$3,500,000",DET,2020,2025-08-15 13:59:17
25,Will Harris,25,SS,16,5,207,6-1,Boston Col.,12/19/1995,1,2,Detroit Lions / 3rd / 81st pick /2019,"$675,000",DET,2020,2025-08-15 13:59:17
75,Frank Herron,26,DT,4,0,305,6-4,LSU,7/9/1994,1,0,,"$585,000",DET,2020,2025-08-15 13:59:17
88,T.J. Hockenson,23,TE,16,16,248,6-5,Iowa,7/3/1997,1,6,Detroit Lions / 1st / 8th pick /2019,"$675,000",DET,2020,2025-08-15 13:59:17
64,Albert Huggins,23,DT,1,0,305,6-3,Clemson,6/27/1997,1,0,,,DET,2020,2025-08-15 13:59:17
73,Jonah Jackson,23,LG,16,16,319,6-3,"Rutgers,Ohio St.",2/5/1997,Rook,7,Detroit Lions / 3rd / 75th pick /2020,"$610,000",DET,2020,2025-08-15 13:59:17
83,Jesse James,26,TE,16,7,251,6-7,Penn St.,6/4/1994,5,1,Pittsburgh Steelers / 5th / 160th pick /2015,"$3,800,000",DET,2020,2025-08-15 13:59:17
33,Kerryon Johnson,23,RB,16,2,211,5-11,Auburn,6/30/1997,2,3,Detroit Lions / 2nd / 43rd pick /2018,"$1,071,245",DET,2020,2025-08-15 13:59:17
31,Ty Johnson,23,RB,2,0,210,5-10,Maryland,9/17/1997,1,0,Detroit Lions / 6th / 186th pick /2019,"$675,000",DET,2020,2025-08-15 13:59:17
41,Chris Jones,25,DB,1,0,200,6-0,Nebraska,8/13/1995,2,0,,"$705,882",DET,2020,2025-08-15 13:59:17
52,Christian Jones,29,LLB,16,13,245,6-3,Florida St.,2/18/1991,6,5,,"$910,000",DET,2020,2025-08-15 13:59:17
11,Marvin Jones,30,WR,16,16,199,6-2,California,3/12/1990,8,8,Cincinnati Bengals / 5th / 166th pick /2012,"$6,500,000",DET,2020,2025-08-15 13:59:17
42,Jayron Kearse,26,SS,11,7,215,6-4,Clemson,2/11/1994,4,2,Minnesota Vikings / 7th / 244th pick /2016,"$823,530",DET,2020,2025-08-15 13:59:17
35,Miles Killebrew,27,DB,15,0,222,6-2,Southern Utah,5/10/1993,4,1,Detroit Lions / 4th / 111th pick /2016,"$1,862,500",DET,2020,2025-08-15 13:59:17
55,Elijah Lee,24,LB,4,0,230,6-3,Kansas St.,2/8/1996,3,0,Minnesota Vikings / 7th / 232nd pick /2017,"$825,000",DET,2020,2025-08-15 13:59:17
69,Kareem Martin,28,DE,1,0,272,6-6,North Carolina,2/19/1992,6,0,Arizona Cardinals / 3rd / 84th pick /2014,,DET,2020,2025-08-15 13:59:17
60,Marcus Martin,27,C,2,0,330,6-3,USC,11/29/1993,6,0,San Francisco 49ers / 3rd / 70th pick /2014,,DET,2020,2025-08-15 13:59:17
34,Tony McRae,27,DB,8,0,185,5-10,North Carolina A&T,5/3/1993,3,0,,"$910,000",DET,2020,2025-08-15 13:59:17
49,C.J. Moore,25,DB,12,0,195,5-11,Mississippi,12/15/1995,1,1,,"$675,000",DET,2020,2025-08-15 13:59:17
48,Don Muhlbach,39,LS,16,0,258,6-4,Texas A&M,8/17/1981,16,1,,"$1,050,000",DET,2020,2025-08-15 13:59:17
43,Alexander Myres,24,DB,1,0,192,5-11,Houston,4/20/1996,1,0,,,DET,2020,2025-08-15 13:59:17
89,Isaac Nauta,23,TE,7,0,246,6-3,Georgia,5/21/1997,1,0,Detroit Lions / 7th / 224th pick /2019,"$441,176",DET,2020,2025-08-15 13:59:17
67,Matt Nelson,25,DT,16,1,315,6-7,Iowa,12/19/1995,1,2,,"$610,000",DET,2020,2025-08-15 13:59:17
30,Jeff Okudah,21,RCB,9,6,205,6-1,Ohio St.,2/2/1999,Rook,2,Detroit Lions / 1st / 3rd pick /2020,"$610,000",DET,2020,2025-08-15 13:59:17
99,Julian Okwara,23,LB,6,0,250,6-4,Notre Dame,12/27/1997,Rook,0,Detroit Lions / 3rd / 67th pick /2020,"$474,116",DET,2020,2025-08-15 13:59:17
95,Romeo Okwara,25,RDE,16,9,255,6-4,Notre Dame,6/17/1995,4,4,,"$2,750,000",DET,2020,2025-08-15 13:59:17
24,Amani Oruwariye,24,RCB,16,15,205,6-2,Penn St.,2/9/1996,1,4,Detroit Lions / 5th / 146th pick /2019,"$675,000",DET,2020,2025-08-15 13:59:17
91,John Penisini,23,RDT,16,12,335,6-2,Utah,5/31/1997,Rook,5,Detroit Lions / 6th / 197th pick /2020,"$610,000",DET,2020,2025-08-15 13:59:17
