Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
DET,1977,60,Gary Anderson,22,G,13,1,253,6-3,Stanford,9/22/1955,Rook,1,Detroit Lions / 10th / 263rd pick /1977
DET,1977,20,Lem Barney,32,RCB,12,11,188,6-0,Jackson St.,9/8/1945,10,7,Detroit Lions / 2nd / 34th pick /1967
DET,1977,89,Luther Blue,23,WR,14,4,185,5-11,Iowa St.,10/21/1954,Rook,1,Detroit Lions / 4th / 96th pick /1977
DET,1977,62,Lynn Boden,24,RG,13,10,270,6-3,South Dakota St.,6/5/1953,2,3,Detroit Lions / 1st / 13th pick /1975
DET,1977,73,Russ Bolinger,23,LG,14,14,255,6-5,"UC Riverside,Long Beach St.",9/10/1954,1,5,Detroit Lions / 3rd / 68th pick /1976
DET,1977,43,Andy Bolton,23,RB,14,0,205,6-1,Fisk,5/23/1954,1,0,Seattle Seahawks / 4th / 123rd pick /1976
DET,1977,24,Dexter Bussey,25,RB,8,4,195,6-1,"Oklahoma,Texas-Arlington",3/11/1952,3,4,Detroit Lions / 3rd / 65th pick /1974
DET,1977,16,Gary Danielson,26,QB,13,2,195,6-2,Purdue,9/10/1951,1,2,
DET,1977,58,Tony Daykin,22,LB,14,0,215,6-1,Georgia Tech,5/13/1955,Rook,4,Detroit Lions / 11th / 293rd pick /1977
DET,1977,78,Doug English,24,RDT,14,14,255,6-5,Texas,8/25/1953,2,8,Detroit Lions / 2nd / 38th pick /1975
DET,1977,76,Rocky Freitas,32,T,3,2,270,6-6,Oregon St.,9/7/1945,9,1,Pittsburgh Steelers / 3rd / 73rd pick /1967
DET,1977,74,Larry Hand,37,DT,14,0,250,6-4,Appalachian St.,7/10/1940,12,4,"Detroit Lions / 10th / 132nd pick /1964, New York Jets / 21st / 163rd pick /1964"
DET,1977,71,Craig Hertwig,25,RT,14,14,270,6-8,Georgia,1/15/1952,2,5,Detroit Lions / 4th / 94th pick /1975
