Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
DAL,1994,34,Tommie Agee,30,RB,15,0,225,6-0,Auburn,2/22/1964,6,0,Seattle Seahawks / 5th / 119th pick /1987
DAL,1994,8,Troy Aikman,28,QB,14,14,219,6-4,"Oklahoma,UCLA",11/21/1966,5,12,Dallas Cowboys / 1st / 1st pick /1989
DAL,1994,73,Larry Allen,23,RT,16,10,335,6-3,"Butte JC (CA),Sonoma St.",11/27/1971,Rook,5,Dallas Cowboys / 2nd / 46th pick /1994
DAL,1994,40,Bill Bates,33,DB,15,0,204,6-1,Tennessee,6/6/1961,11,1,
DAL,1994,18,Chris Boniol,23,K,16,0,169,5-11,Louisiana Tech,12/9/1971,Rook,3,
DAL,1994,24,Larry Brown,25,RCB,15,15,186,5-11,TCU,11/30/1969,3,6,Dallas Cowboys / 12th / 320th pick /1991
DAL,1994,50,Darrick Brownlow,26,LB,16,0,237,5-10,Illinois,12/28/1968,3,1,Dallas Cowboys / 5th / 132nd pick /1991
DAL,1994,96,Shante Carver,23,DE,10,0,250,6-5,Arizona St.,2/12/1971,Rook,1,Dallas Cowboys / 1st / 23rd pick /1994
DAL,1994,44,Lincoln Coleman,25,FB,11,0,249,6-1,"Notre Dame,Baylor",8/12/1969,1,2,
DAL,1994,68,Frank Cornish,27,G,0,0,287,6-4,UCLA,9/24/1967,4,0,San Diego Chargers / 6th / 143rd pick /1990
DAL,1994,58,Dixon Edwards,26,LLB,16,15,230,6-1,Michigan St.,3/25/1968,3,7,Dallas Cowboys / 2nd / 37th pick /1991
DAL,1994,46,Joe Fishback,27,DB,12,0,205,6-0,Carson-Newman,11/29/1967,3,1,
DAL,1994,82,Cory Fleming,23,WR,2,0,216,6-1,Tennessee,3/19/1971,Rook,0,San Francisco 49ers / 3rd / 87th pick /1994
DAL,1994,89,Scott Galbraith,27,TE,16,2,258,6-2,USC,1/7/1967,4,0,Cleveland Browns / 7th / 178th pick /1990
DAL,1994,29,Kenneth Gant,27,DB,16,0,195,5-11,Albany State (GA),4/18/1967,4,1,Dallas Cowboys / 9th / 221st pick /1990
DAL,1994,17,Jason Garrett,28,QB,2,1,200,6-2,"Princeton,Columbia",3/28/1966,1,1,
DAL,1994,94,Charles Haley,30,RDE,16,16,252,6-5,James Madison,1/6/1964,8,16,San Francisco 49ers / 4th / 96th pick /1986
DAL,1994,80,Alvin Harper,26,WR,16,14,210,6-3,Tennessee,7/6/1968,3,10,Dallas Cowboys / 1st / 12th pick /1991
DAL,1994,69,George Hegamin,21,T,2,0,331,6-7,North Carolina St.,2/14/1973,Rook,0,Dallas Cowboys / 3rd / 102nd pick /1994
DAL,1994,70,Dale Hellestrae,32,LS,16,0,282,6-5,SMU,7/11/1962,9,1,Buffalo Bills / 4th / 112th pick /1985
DAL,1994,95,Chad Hennings,29,DT,16,0,287,6-6,Air Force,10/20/1965,2,2,Dallas Cowboys / 11th / 290th pick /1988
DAL,1994,47,Clayton Holmes,25,DB,16,1,181,5-10,Carson-Newman,8/23/1969,2,1,Dallas Cowboys / 3rd / 58th pick /1992
DAL,1994,88,Michael Irvin,28,WR,16,16,207,6-2,Miami (FL),3/5/1966,6,15,Dallas Cowboys / 1st / 11th pick /1988
