No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
55,John Abraham,35,ROLB,16,13,263,6-4,South Carolina,5/6/1978,13,9,New York Jets / 1st / 13th pick /2000,CRD,2013,2025-08-15 13:35:47
94,Sam Acho,25,LB,3,2,259,6-3,Texas,9/6/1988,2,1,Arizona Cardinals / 4th / 103rd pick /2011,CRD,2013,2025-08-15 13:35:47
97,Lorenzo Alexander,30,LB,3,3,245,6-1,California,5/31/1983,6,1,,CRD,2013,2025-08-15 13:35:47
35,Javier Arenas,26,DB,16,0,195,5-9,Alabama,10/28/1987,3,1,Kansas City Chiefs / 2nd / 50th pick /2010,CRD,2013,2025-08-15 13:35:47
86,Jake Ballard,26,TE,8,3,256,6-6,Ohio St.,12/2/1987,3,1,,CRD,2013,2025-08-15 13:35:47
37,Yeremiah Bell,35,SS,16,16,205,6-0,Eastern Kentucky,3/3/1978,9,6,Miami Dolphins / 6th / 213th pick /2003,CRD,2013,2025-08-15 13:35:47
59,Marcus Benard,28,LB,12,1,256,6-2,Jackson St.,7/26/1985,4,2,,CRD,2013,2025-08-15 13:35:47
31,Justin Bethel,23,DB,16,0,200,6-0,Presbyterian,6/17/1990,1,3,Arizona Cardinals / 6th / 177th pick /2012,CRD,2013,2025-08-15 13:35:47
52,Jasper Brinkley,28,LB,15,3,275,6-2,South Carolina,7/12/1985,4,2,Minnesota Vikings / 5th / 150th pick /2009,CRD,2013,2025-08-15 13:35:47
13,Jaron Brown,23,WR,16,0,204,6-3,Clemson,1/8/1990,Rook,1,,CRD,2013,2025-08-15 13:35:47
75,Levi Brown,29,T,4,4,323,6-6,Penn St.,3/16/1984,6,2,Arizona Cardinals / 1st / 5th pick /2007,CRD,2013,2025-08-15 13:35:47
93,Calais Campbell,27,LDE,16,16,315,6-8,Miami (FL),9/1/1986,5,9,Arizona Cardinals / 2nd / 50th pick /2008,CRD,2013,2025-08-15 13:35:47
20,Antoine Cason,27,DB,16,0,190,6-0,Arizona,7/9/1986,5,2,San Diego Chargers / 1st / 27th pick /2008,CRD,2013,2025-08-15 13:35:47
71,Daryn Colledge,31,LG,16,16,308,6-4,Boise St.,2/11/1982,7,7,Green Bay Packers / 2nd / 47th pick /2006,CRD,2013,2025-08-15 13:35:47
56,Karlos Dansby,32,RILB,16,16,250,6-4,Auburn,11/3/1981,9,16,Arizona Cardinals / 2nd / 33rd pick /2004,CRD,2013,2025-08-15 13:35:47
54,Kenny Demens,23,LB,2,0,242,6-1,Michigan,2/4/1990,Rook,0,,CRD,2013,2025-08-15 13:35:47
90,Darnell Dockett,32,RDE,16,16,290,6-4,Florida St.,5/27/1981,9,8,Arizona Cardinals / 3rd / 64th pick /2004,CRD,2013,2025-08-15 13:35:47
81,Jim Dray,27,TE,16,15,253,6-5,Stanford,12/31/1986,3,2,Arizona Cardinals / 7th / 233rd pick /2010,CRD,2013,2025-08-15 13:35:47
38,Andre Ellington,24,RB,15,1,200,5-9,Clemson,2/3/1989,Rook,7,Arizona Cardinals / 6th / 187th pick /2013,CRD,2013,2025-08-15 13:35:47
74,Paul Fanaika,27,RG,16,16,333,6-6,Arizona St.,4/9/1986,2,7,Philadelphia Eagles / 7th / 213th pick /2009,CRD,2013,2025-08-15 13:35:47
4,Jay Feely,37,K,16,0,208,5-10,Michigan,5/23/1976,12,2,,CRD,2013,2025-08-15 13:35:47
11,Larry Fitzgerald,30,WR,16,16,218,6-3,Pittsburgh,8/31/1983,9,7,Arizona Cardinals / 1st / 3rd pick /2004,CRD,2013,2025-08-15 13:35:47
15,Michael Floyd,24,WR,16,16,220,6-3,Notre Dame,11/27/1989,1,8,Arizona Cardinals / 1st / 13th pick /2012,CRD,2013,2025-08-15 13:35:47
69,Mike Gibson,28,G,16,0,302,6-3,California,11/18/1985,4,1,Philadelphia Eagles / 6th / 184th pick /2008,CRD,2013,2025-08-15 13:35:47
10,Brittan Golden,25,WR,5,0,186,5-11,West Texas A&M,7/20/1988,Rook,1,,CRD,2013,2025-08-15 13:35:47
84,Rob Housler,25,TE,13,10,238,6-5,Florida Atlantic,3/17/1988,2,4,Arizona Cardinals / 3rd / 69th pick /2011,CRD,2013,2025-08-15 13:35:47
,Robert Hughes,24,RB,1,,235,5-11,Notre Dame,6/21/1989,1,0,,CRD,2013,2025-08-15 13:35:47
86,D.C. Jefferson,24,TE,4,0,255,6-6,Rutgers,5/7/1989,Rook,0,Arizona Cardinals / 7th / 219th pick /2013,CRD,2013,2025-08-15 13:35:47
22,Tony Jefferson,21,DB,16,2,212,5-11,Oklahoma,1/27/1992,Rook,2,,CRD,2013,2025-08-15 13:35:47
26,Rashad Johnson,27,FS,13,7,195,6-0,Alabama,1/2/1986,4,3,Arizona Cardinals / 3rd / 95th pick /2009,CRD,2013,2025-08-15 13:35:47
82,Mike Leach,37,LS,16,0,235,6-2,"Boston Univ.,William & Mary",10/18/1976,13,1,,CRD,2013,2025-08-15 13:35:47
70,Bobby Massie,24,T,8,0,316,6-6,Mississippi,8/1/1989,1,1,Arizona Cardinals / 4th / 112th pick /2012,CRD,2013,2025-08-15 13:35:47
32,Tyrann Mathieu,21,FS,13,11,190,5-9,LSU,5/13/1992,Rook,4,Arizona Cardinals / 3rd / 69th pick /2013,CRD,2013,2025-08-15 13:35:47
23,Bryan McCann,26,DB,6,0,182,5-10,SMU,9/29/1987,3,0,,CRD,2013,2025-08-15 13:35:47
28,Rashard Mendenhall,26,RB,15,15,210,5-11,Illinois,6/19/1987,5,3,Pittsburgh Steelers / 1st / 23rd pick /2008,CRD,2013,2025-08-15 13:35:47
51,Kevin Minter,23,LB,13,0,246,6-0,LSU,12/3/1990,Rook,1,Arizona Cardinals / 2nd / 45th pick /2013,CRD,2013,2025-08-15 13:35:47
50,Dontay Moch,25,LB,4,0,238,6-2,Nevada,7/19/1988,1,0,Cincinnati Bengals / 3rd / 66th pick /2011,CRD,2013,2025-08-15 13:35:47
57,Alex Okafor,22,DE,1,0,261,6-4,Texas,2/8/1991,Rook,0,Arizona Cardinals / 4th / 103rd pick /2013,CRD,2013,2025-08-15 13:35:47
3,Carson Palmer,34,QB,16,16,235,6-5,USC,12/27/1979,9,11,Cincinnati Bengals / 1st / 1st pick /2003,CRD,2013,2025-08-15 13:35:47
21,Patrick Peterson,23,LCB,16,16,203,6-1,LSU,7/11/1990,2,16,Arizona Cardinals / 1st / 5th pick /2011,CRD,2013,2025-08-15 13:35:47
76,Nate Potter,25,T,13,0,303,6-6,Boise St.,5/16/1988,1,1,Arizona Cardinals / 7th / 221st pick /2012,CRD,2013,2025-08-15 13:35:47
25,Jerraud Powers,26,RCB,16,16,190,5-9,Auburn,7/19/1987,4,6,Indianapolis Colts / 3rd / 92nd pick /2009,CRD,2013,2025-08-15 13:35:47
12,Andre Roberts,25,WR,16,2,195,5-11,The Citadel,1/9/1988,3,4,Arizona Cardinals / 3rd / 88th pick /2010,CRD,2013,2025-08-15 13:35:47
98,Frostee Rucker,30,DE,16,1,261,6-3,USC,9/14/1983,6,2,Cincinnati Bengals / 3rd / 91st pick /2006,CRD,2013,2025-08-15 13:35:47
63,Lyle Sendlein,29,C,16,16,299,6-3,Texas,3/16/1984,6,7,,CRD,2013,2025-08-15 13:35:47
91,Matt Shaughnessy,27,LOLB,16,12,260,6-5,Wisconsin,9/23/1986,4,7,Oakland Raiders / 3rd / 71st pick /2009,CRD,2013,2025-08-15 13:35:47
29,Alfonso Smith,26,RB,16,0,208,6-1,Kentucky,1/23/1987,3,1,,CRD,2013,2025-08-15 13:35:47
59,Vic So'oto,26,LB,1,0,263,6-3,BYU,1/1/1987,2,0,,CRD,2013,2025-08-15 13:35:47
79,Bradley Sowell,24,LT,16,12,277,6-6,Mississippi,6/6/1989,1,6,,CRD,2013,2025-08-15 13:35:47
83,Kory Sperry,28,TE,8,2,242,6-4,Colorado St.,4/10/1985,4,0,,CRD,2013,2025-08-15 13:35:47
66,Alameda Ta'amu,23,DT,14,3,348,6-3,Washington,8/23/1990,Rook,2,Pittsburgh Steelers / 4th / 109th pick /2012,CRD,2013,2025-08-15 13:35:47
96,Ronald Talley,27,DE,6,0,282,6-3,"Notre Dame,Delaware",2/21/1986,2,1,,CRD,2013,2025-08-15 13:35:47
27,Curtis Taylor,28,DB,1,0,208,6-2,LSU,7/13/1985,4,0,San Francisco 49ers / 7th / 219th pick /2009,CRD,2013,2025-08-15 13:35:47
18,Kerry Taylor,24,WR,3,0,197,6-0,Arizona St.,2/20/1989,Rook,0,,CRD,2013,2025-08-15 13:35:47
30,Stepfan Taylor,22,RB,16,0,214,5-9,Stanford,6/9/1991,Rook,1,Arizona Cardinals / 5th / 140th pick /2013,CRD,2013,2025-08-15 13:35:47
58,Daryl Washington,27,LILB,12,12,226,6-2,TCU,10/9/1986,3,7,Arizona Cardinals / 2nd / 47th pick /2010,CRD,2013,2025-08-15 13:35:47
92,Dan Williams,26,NT,14,10,330,6-2,Tennessee,6/1/1987,3,5,Arizona Cardinals / 1st / 26th pick /2010,CRD,2013,2025-08-15 13:35:47
16,Teddy Williams,25,DB,3,0,210,6-1,Texas-San Antonio,7/3/1988,1,0,,CRD,2013,2025-08-15 13:35:47
73,Eric Winston,30,RT,16,16,310,6-7,Miami (FL),11/17/1983,7,7,Houston Texans / 3rd / 66th pick /2006,CRD,2013,2025-08-15 13:35:47
9,Dave Zastudil,35,P,16,0,220,6-3,Ohio,10/26/1978,11,3,Baltimore Ravens / 4th / 112th pick /2002,CRD,2013,2025-08-15 13:35:47
