No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
56,Cliff Avril,29,RDE,16,16,260,6-3,Purdue,4/8/1986,7,9,Detroit Lions / 3rd / 92nd pick /2008,SEA,2015,2025-08-15 14:32:59
78,Alvin Bailey,24,G,14,3,312,6-3,Arkansas,8/26/1991,2,3,,SEA,2015,2025-08-15 14:32:59
37,Dion Bailey,23,DB,2,1,201,6-0,USC,3/2/1992,Rook,0,,SEA,2015,2025-08-15 14:32:59
89,Doug Baldwin,27,WR,16,16,192,5-10,Stanford,9/21/1988,4,11,,SEA,2015,2025-08-15 14:32:59
72,Michael Bennett,30,LDE,16,16,275,6-4,Texas A&M,11/13/1985,6,12,,SEA,2015,2025-08-15 14:32:59
68,Justin Britt,24,LG,16,16,315,6-6,Missouri,5/29/1991,1,9,Seattle Seahawks / 2nd / 64th pick /2014,SEA,2015,2025-08-15 14:32:59
36,Bryce Brown,24,RB,3,0,223,6-0,Kansas St.,5/14/1991,3,1,Philadelphia Eagles / 7th / 229th pick /2012,SEA,2015,2025-08-15 14:32:59
28,Marcus Burley,25,DB,13,1,190,5-10,Delaware,7/16/1990,1,2,,SEA,2015,2025-08-15 14:32:59
32,Crezdon Butler,28,DB,1,0,183,6-0,Clemson,5/26/1987,5,0,Pittsburgh Steelers / 5th / 164th pick /2010,SEA,2015,2025-08-15 14:32:59
31,Kam Chancellor,27,SS,11,11,225,6-3,Virginia Tech,4/3/1988,5,8,Seattle Seahawks / 5th / 133rd pick /2010,SEA,2015,2025-08-15 14:32:59
55,Frank Clark,22,DE,15,0,272,6-3,Michigan,6/14/1993,Rook,2,Seattle Seahawks / 2nd / 63rd pick /2015,SEA,2015,2025-08-15 14:32:59
86,Chase Coffman,29,TE,1,0,250,6-5,Missouri,11/10/1986,5,0,Cincinnati Bengals / 3rd / 98th pick /2009,SEA,2015,2025-08-15 14:32:59
40,Derrick Coleman,25,RB,14,3,233,6-0,UCLA,10/18/1990,2,0,,SEA,2015,2025-08-15 14:32:59
52,Brock Coyle,25,LB,8,0,245,6-1,Montana,10/12/1990,1,1,,SEA,2015,2025-08-15 14:32:59
11,B.J. Daniels,27,QB,6,0,217,5-11,South Florida,10/24/1988,1,0,San Francisco 49ers / 7th / 237th pick /2013,SEA,2015,2025-08-15 14:32:59
30,Akeem Davis,26,DB,1,0,200,6-1,Memphis,12/25/1989,1,0,,SEA,2015,2025-08-15 14:32:59
95,Demarcus Dobbs,28,DE,11,0,275,6-6,Georgia,11/30/1987,4,1,,SEA,2015,2025-08-15 14:32:59
99,A.J. Francis,25,DT,2,0,337,6-5,Maryland,5/7/1990,Rook,0,,SEA,2015,2025-08-15 14:32:59
79,Garry Gilliam,25,RT,16,16,305,6-5,Penn St.,11/26/1990,1,9,,SEA,2015,2025-08-15 14:32:59
63,Mark Glowinski,23,G,10,1,310,6-4,"Lackawanna,West Virginia",5/3/1992,Rook,1,Seattle Seahawks / 4th / 134th pick /2015,SEA,2015,2025-08-15 14:32:59
88,Jimmy Graham,29,TE,11,11,265,6-7,Miami (FL),11/24/1986,5,6,New Orleans Saints / 3rd / 95th pick /2010,SEA,2015,2025-08-15 14:32:59
49,Clint Gresham,29,LB,16,0,238,6-3,TCU,8/24/1986,5,1,,SEA,2015,2025-08-15 14:32:59
32,DuJuan Harris,27,RB,2,0,197,5-7,Troy,9/3/1988,4,0,,SEA,2015,2025-08-15 14:32:59
4,Stephen Hauschka,30,K,16,0,210,6-4,"Middlebury,North Carolina St.",6/29/1985,7,5,,SEA,2015,2025-08-15 14:32:59
84,Cooper Helfet,26,TE,14,2,240,6-4,Duke,6/2/1989,1,1,,SEA,2015,2025-08-15 14:32:59
97,Jordan Hill,24,DT,10,1,303,6-1,Penn St.,2/8/1991,2,2,Seattle Seahawks / 3rd / 87th pick /2013,SEA,2015,2025-08-15 14:32:59
51,Bruce Irvin,28,LLB,15,12,250,6-3,"Butler (KS),West Virginia",11/1/1987,3,6,Seattle Seahawks / 1st / 15th pick /2012,SEA,2015,2025-08-15 14:32:59
22,Fred Jackson,34,RB,16,0,215,6-1,Coe College,2/20/1981,8,3,,SEA,2015,2025-08-15 14:32:59
7,Tarvaris Jackson,32,QB,4,0,225,6-2,"Arkansas,Alabama St.",4/21/1983,9,0,Minnesota Vikings / 2nd / 64th pick /2006,SEA,2015,2025-08-15 14:32:59
61,Lemuel Jeanpierre,28,G,10,0,301,6-1,South Carolina,5/19/1987,4,1,,SEA,2015,2025-08-15 14:32:59
15,Jermaine Kearse,25,WR,16,16,210,6-1,Washington,2/6/1990,3,7,,SEA,2015,2025-08-15 14:32:59
93,David King,26,DE,4,0,281,6-4,Oklahoma,12/27/1989,1,0,Philadelphia Eagles / 7th / 239th pick /2013,SEA,2015,2025-08-15 14:32:59
20,Jeremy Lane,25,DB,6,2,184,6-0,Northwestern St. (LA),7/14/1990,3,2,Seattle Seahawks / 6th / 172nd pick /2012,SEA,2015,2025-08-15 14:32:59
65,Patrick Lewis,24,C,10,9,311,6-1,Texas A&M,1/30/1991,1,5,,SEA,2015,2025-08-15 14:32:59
16,Tyler Lockett,23,WR,16,8,182,5-10,Kansas St.,9/28/1992,Rook,9,Seattle Seahawks / 3rd / 69th pick /2015,SEA,2015,2025-08-15 14:32:59
83,Ricardo Lockette,29,WR,8,0,211,6-2,Fort Valley St.,5/21/1986,4,1,,SEA,2015,2025-08-15 14:32:59
24,Marshawn Lynch,29,RB,7,6,215,5-11,California,4/22/1986,8,4,Buffalo Bills / 1st / 12th pick /2007,SEA,2015,2025-08-15 14:32:59
91,Cassius Marsh,23,DE,16,0,254,6-4,UCLA,7/7/1992,1,2,Seattle Seahawks / 4th / 108th pick /2014,SEA,2015,2025-08-15 14:32:59
13,Chris Matthews,26,WR,9,0,218,6-5,Kentucky,10/6/1989,1,1,,SEA,2015,2025-08-15 14:32:59
85,Anthony McCoy,28,TE,1,0,244,6-5,USC,12/12/1987,5,0,Seattle Seahawks / 6th / 185th pick /2010,SEA,2015,2025-08-15 14:32:59
33,Kelcie McCray,27,DB,16,3,205,6-2,Arkansas St.,9/21/1988,2,2,,SEA,2015,2025-08-15 14:32:59
92,Brandon Mebane,30,RDT,15,15,311,6-1,California,1/15/1985,8,7,Seattle Seahawks / 3rd / 85th pick /2007,SEA,2015,2025-08-15 14:32:59
32,Christine Michael,25,RB,3,2,220,5-10,Texas A&M,11/9/1990,2,2,Seattle Seahawks / 2nd / 62nd pick /2013,SEA,2015,2025-08-15 14:32:59
53,Nick Moody,25,LB,3,0,245,6-1,Florida St.,1/29/1990,2,0,San Francisco 49ers / 6th / 180th pick /2013,SEA,2015,2025-08-15 14:32:59
57,Mike Morgan,27,LB,14,2,224,6-4,USC,1/16/1988,4,2,,SEA,2015,2025-08-15 14:32:59
