No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
35,Maurice Alexander,27,DB,9,0,220,6-2,Utah St.,2/16/1991,4,1,St. Louis Rams / 4th / 110th pick /2014,SEA,2018,2025-08-15 14:33:25
89,Doug Baldwin,30,WR,13,13,192,5-10,Stanford,9/21/1988,7,6,,SEA,2018,2025-08-15 14:33:25
68,Justin Britt,27,C,16,15,315,6-6,Missouri,5/29/1991,4,8,Seattle Seahawks / 2nd / 64th pick /2014,SEA,2018,2025-08-15 14:33:25
76,Duane Brown,33,LT,16,16,329,6-4,Virginia Tech,8/30/1985,10,13,Houston Texans / 1st / 26th pick /2008,SEA,2018,2025-08-15 14:33:25
18,Jaron Brown,28,WR,16,2,204,6-3,Clemson,1/8/1990,5,2,,SEA,2018,2025-08-15 14:33:25
58,Austin Calitro,24,RLB,16,5,240,6-0,Villanova,1/10/1994,1,4,,SEA,2018,2025-08-15 14:33:25
32,Chris Carson,24,RB,14,14,222,5-11,"Butler (KS),Oklahoma St.",9/16/1994,1,9,Seattle Seahawks / 7th / 249th pick /2017,SEA,2018,2025-08-15 14:33:25
55,Frank Clark,25,RDE,16,16,272,6-3,Michigan,6/14/1993,3,10,Seattle Seahawks / 2nd / 63rd pick /2015,SEA,2018,2025-08-15 14:33:25
28,Justin Coleman,25,DB,16,5,190,5-11,Tennessee,3/27/1993,3,3,,SEA,2018,2025-08-15 14:33:25
87,Darrell Daniels,24,TE,9,2,256,6-3,Washington,11/22/1994,1,0,,SEA,2018,2025-08-15 14:33:25
27,Mike Davis,25,RB,15,2,220,5-9,South Carolina,2/19/1993,3,5,San Francisco 49ers / 4th / 126th pick /2015,SEA,2018,2025-08-15 14:33:25
84,Ed Dickson,31,TE,10,1,250,6-4,Oregon,7/25/1987,8,1,Baltimore Ravens / 3rd / 70th pick /2010,SEA,2018,2025-08-15 14:33:25
4,Michael Dickson,22,P,16,0,208,6-2,Texas,1/4/1996,Rook,3,Seattle Seahawks / 5th / 149th pick /2018,SEA,2018,2025-08-15 14:33:25
88,Will Dissly,22,TE,4,4,265,6-4,Washington,7/8/1996,Rook,1,Seattle Seahawks / 4th / 120th pick /2018,SEA,2018,2025-08-15 14:33:25
52,Emmanuel Ellerbee,22,LB,4,0,235,6-1,Rice,11/20/1996,Rook,0,,SEA,2018,2025-08-15 14:33:25
74,George Fant,26,T,16,7,316,6-5,Western Kentucky,7/19/1992,2,5,,SEA,2018,2025-08-15 14:33:25
37,Tre Flowers,23,RCB,15,15,203,6-3,Oklahoma St.,6/2/1995,Rook,6,Seattle Seahawks / 5th / 146th pick /2018,SEA,2018,2025-08-15 14:33:25
78,D.J. Fluker,27,RG,10,9,342,6-5,Alabama,3/13/1991,5,5,San Diego Chargers / 1st / 11th pick /2013,SEA,2018,2025-08-15 14:33:25
97,Poona Ford,23,DT,11,1,310,5-11,Texas,11/19/1995,Rook,2,,SEA,2018,2025-08-15 14:33:25
52,Jermaine Grace,25,LB,1,0,223,6-0,Miami (FL),11/8/1993,1,0,,SEA,2018,2025-08-15 14:33:25
94,Rasheem Green,21,DE,10,0,279,6-4,USC,5/15/1997,Rook,1,Seattle Seahawks / 3rd / 79th pick /2018,SEA,2018,2025-08-15 14:33:25
49,Shaquem Griffin,23,LB,16,1,227,6-0,Central Florida,7/20/1995,Rook,2,Seattle Seahawks / 5th / 141st pick /2018,SEA,2018,2025-08-15 14:33:25
26,Shaquill Griffin,23,LCB,16,16,198,6-0,Central Florida,7/20/1995,1,6,Seattle Seahawks / 3rd / 90th pick /2017,SEA,2018,2025-08-15 14:33:25
42,Lano Hill,23,DB,13,2,216,6-1,Michigan,11/26/1995,1,2,Seattle Seahawks / 3rd / 95th pick /2017,SEA,2018,2025-08-15 14:33:25
53,Joey Hunt,24,C,11,2,299,6-2,TCU,2/22/1994,2,2,Seattle Seahawks / 6th / 215th pick /2016,SEA,2018,2025-08-15 14:33:25
65,Germain Ifedi,24,RT,15,15,325,6-5,Texas A&M,6/2/1994,2,8,Seattle Seahawks / 1st / 31st pick /2016,SEA,2018,2025-08-15 14:33:25
93,Branden Jackson,26,DE,9,1,295,6-4,Texas Tech,11/11/1992,2,1,,SEA,2018,2025-08-15 14:33:25
11,Sebastian Janikowski,40,K,16,0,260,6-1,Florida St.,3/2/1978,18,3,Oakland Raiders / 1st / 17th pick /2000,SEA,2018,2025-08-15 14:33:25
99,Quinton Jefferson,25,LDE,16,12,290,6-4,Maryland,3/31/1993,2,6,Seattle Seahawks / 5th / 147th pick /2016,SEA,2018,2025-08-15 14:33:25
91,Tom Johnson,34,DT,1,1,285,6-3,"Mississippi Gulf Coast CC,Southern Miss",8/30/1984,7,0,,SEA,2018,2025-08-15 14:33:25
92,Nazair Jones,24,DT,9,0,292,6-5,North Carolina,12/13/1994,1,1,Seattle Seahawks / 3rd / 102nd pick /2017,SEA,2018,2025-08-15 14:33:25
95,Dion Jordan,28,DE,12,3,284,6-6,Oregon,3/5/1990,5,3,Miami Dolphins / 1st / 3rd pick /2013,SEA,2018,2025-08-15 14:33:25
56,Mychal Kendricks,28,LB,4,3,240,5-11,California,9/28/1990,6,2,Philadelphia Eagles / 2nd / 46th pick /2012,SEA,2018,2025-08-15 14:33:25
36,Akeem King,26,DB,16,1,215,6-1,San Jose St.,8/29/1992,3,1,Atlanta Falcons / 7th / 249th pick /2015,SEA,2018,2025-08-15 14:33:25
16,Tyler Lockett,26,WR,16,14,182,5-10,Kansas St.,9/28/1992,3,10,Seattle Seahawks / 3rd / 69th pick /2015,SEA,2018,2025-08-15 14:33:25
24,Shalom Luani,24,DB,12,0,202,6-0,Washington St.,8/5/1994,1,1,Oakland Raiders / 7th / 221st pick /2017,SEA,2018,2025-08-15 14:33:25
38,Tre Madden,25,RB,14,3,235,6-0,USC,8/16/1993,1,0,,SEA,2018,2025-08-15 14:33:25
15,Brandon Marshall,34,WR,7,2,232,6-5,Central Florida,3/23/1984,12,1,Denver Broncos / 4th / 119th pick /2006,SEA,2018,2025-08-15 14:33:25
59,Jacob Martin,23,DE,16,0,242,6-2,Temple,12/11/1995,Rook,2,Seattle Seahawks / 6th / 186th pick /2018,SEA,2018,2025-08-15 14:33:25
30,Bradley McDougald,28,SS,16,16,215,6-1,Kansas,11/15/1990,5,7,,SEA,2018,2025-08-15 14:33:25
21,J.D. McKissic,25,RB,5,0,195,5-10,Arkansas St.,8/15/1993,2,0,,SEA,2018,2025-08-15 14:33:25
51,Barkevious Mingo,28,LLB,16,14,235,6-5,LSU,10/4/1990,5,7,Cleveland Browns / 1st / 6th pick /2013,SEA,2018,2025-08-15 14:33:25
83,David Moore,23,WR,16,7,220,6-0,East Central (OK),1/15/1995,1,4,Seattle Seahawks / 7th / 226th pick /2017,SEA,2018,2025-08-15 14:33:25
75,Elijah Nkansah,24,T,1,0,315,6-5,Toledo,12/28/1994,Rook,0,,SEA,2018,2025-08-15 14:33:25
69,Tyler Ott,26,LS,16,0,252,6-3,Harvard,2/28/1992,3,1,,SEA,2018,2025-08-15 14:33:25
20,Rashaad Penny,22,RB,14,0,220,5-11,San Diego St.,2/2/1996,Rook,4,Seattle Seahawks / 1st / 27th pick /2018,SEA,2018,2025-08-15 14:33:25
77,Ethan Pocic,23,C,10,4,320,6-6,LSU,8/5/1995,1,3,Seattle Seahawks / 2nd / 58th pick /2017,SEA,2018,2025-08-15 14:33:25
22,C.J. Prosise,24,RB,5,0,225,6-1,Notre Dame,5/20/1994,2,0,Seattle Seahawks / 3rd / 90th pick /2016,SEA,2018,2025-08-15 14:33:25
90,Jarran Reed,26,LDT,16,16,315,6-3,"East Mississippi CC,Alabama",12/16/1992,2,9,Seattle Seahawks / 2nd / 49th pick /2016,SEA,2018,2025-08-15 14:33:25
19,Keenan Reynolds,25,RB,2,0,191,5-10,Navy,12/13/1993,Rook,0,Baltimore Ravens / 6th / 182nd pick /2016,SEA,2018,2025-08-15 14:33:25
66,Jordan Simmons,24,G,6,3,339,6-4,USC,7/15/1994,Rook,2,,SEA,2018,2025-08-15 14:33:25
98,Shamar Stephen,27,RDT,15,14,310,6-5,Connecticut,2/25/1991,4,7,Minnesota Vikings / 7th / 220th pick /2014,SEA,2018,2025-08-15 14:33:25
64,J.R. Sweezy,29,LG,15,15,310,6-5,North Carolina St.,4/8/1989,6,8,Seattle Seahawks / 7th / 225th pick /2012,SEA,2018,2025-08-15 14:33:25
46,Tyrone Swoopes,24,TE,1,1,254,6-4,Texas,11/14/1994,1,0,,SEA,2018,2025-08-15 14:33:25
29,Earl Thomas,29,DB,4,4,202,5-10,Texas,5/7/1989,8,2,Seattle Seahawks / 1st / 14th pick /2010,SEA,2018,2025-08-15 14:33:25
33,Tedric Thompson,23,FS,14,10,204,6-0,Colorado,1/20/1995,1,4,Seattle Seahawks / 4th / 111th pick /2017,SEA,2018,2025-08-15 14:33:25
23,Neiko Thorpe,28,DB,12,0,210,6-2,Auburn,2/1/1990,6,1,,SEA,2018,2025-08-15 14:33:25
17,Malik Turner,22,WR,6,0,202,6-2,Illinois,1/30/1996,Rook,0,,SEA,2018,2025-08-15 14:33:25
81,Nick Vannett,25,TE,15,9,257,6-5,Ohio St.,3/6/1993,2,3,Seattle Seahawks / 3rd / 94th pick /2016,SEA,2018,2025-08-15 14:33:25
54,Bobby Wagner,28,MLB,15,15,241,6-0,Utah St.,6/27/1990,6,17,Seattle Seahawks / 2nd / 47th pick /2012,SEA,2018,2025-08-15 14:33:25
3,Russell Wilson,30,QB,16,16,206,5-11,"Wisconsin,North Carolina St.",11/29/1988,6,14,Seattle Seahawks / 3rd / 75th pick /2012,SEA,2018,2025-08-15 14:33:25
50,K.J. Wright,29,RLB,5,5,246,6-4,Mississippi St.,7/23/1989,7,2,Seattle Seahawks / 4th / 99th pick /2011,SEA,2018,2025-08-15 14:33:25
