No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
37,Javorius Allen,27,RB,14,0,218,6-0,USC,8/27/1991,3,2,Baltimore Ravens / 4th / 125th pick /2015,RAV,2018,2025-08-15 15:05:23
89,Mark Andrews,23,TE,16,3,250,6-5,Oklahoma,9/6/1995,Rook,5,Baltimore Ravens / 3rd / 86th pick /2018,RAV,2018,2025-08-15 15:05:23
28,Anthony Averett,24,DB,11,0,178,5-11,Alabama,11/30/1994,Rook,1,Baltimore Ravens / 4th / 118th pick /2018,RAV,2018,2025-08-15 15:05:23
49,Chris Board,23,LB,16,0,229,6-2,North Dakota St.,7/23/1995,Rook,1,,RAV,2018,2025-08-15 15:05:23
54,Tyus Bowser,23,LB,15,0,250,6-3,Houston,5/23/1995,1,1,Baltimore Ravens / 2nd / 47th pick /2017,RAV,2018,2025-08-15 15:05:23
86,Nick Boyle,25,TE,16,13,270,6-4,Delaware,2/17/1993,3,2,Baltimore Ravens / 5th / 171st pick /2015,RAV,2018,2025-08-15 15:05:23
77,Bradley Bozeman,24,C,14,1,325,6-5,Alabama,11/24/1994,Rook,2,Baltimore Ravens / 6th / 215th pick /2018,RAV,2018,2025-08-15 15:05:23
13,John Brown,28,WR,16,15,178,5-11,Pittsburg St.,4/3/1990,4,6,Arizona Cardinals / 3rd / 91st pick /2014,RAV,2018,2025-08-15 15:05:23
78,Orlando Brown Jr.,22,RT,16,10,350,6-8,Oklahoma,5/2/1996,Rook,6,Baltimore Ravens / 3rd / 83rd pick /2018,RAV,2018,2025-08-15 15:05:23
26,Maurice Canady,24,DB,7,0,193,6-1,Virginia,5/26/1994,2,0,Baltimore Ravens / 6th / 209th pick /2016,RAV,2018,2025-08-15 15:05:23
24,Brandon Carr,32,LCB,16,16,210,6-0,Grand Valley St.,5/19/1986,10,7,Kansas City Chiefs / 5th / 140th pick /2008,RAV,2018,2025-08-15 15:05:23
36,Chuck Clark,23,DB,16,2,210,6-0,Virginia Tech,4/19/1995,1,2,Baltimore Ravens / 6th / 186th pick /2017,RAV,2018,2025-08-15 15:05:23
34,Alex Collins,24,RB,10,10,210,5-10,Arkansas,8/26/1994,2,3,Seattle Seahawks / 5th / 171st pick /2016,RAV,2018,2025-08-15 15:05:23
46,Morgan Cox,32,LS,16,0,233,6-4,Tennessee,4/26/1986,8,1,,RAV,2018,2025-08-15 15:05:23
15,Michael Crabtree,31,WR,16,16,215,6-1,Texas Tech,9/14/1987,9,5,San Francisco 49ers / 1st / 10th pick /2009,RAV,2018,2025-08-15 15:05:23
31,Robertson Daniel,27,DB,1,0,205,6-1,BYU,10/1/1991,2,0,,RAV,2018,2025-08-15 15:05:23
30,Kenneth Dixon,24,RB,6,0,228,5-10,Louisiana Tech,1/21/1994,2,2,Baltimore Ravens / 4th / 134th pick /2016,RAV,2018,2025-08-15 15:05:23
35,Gus Edwards,23,RB,11,6,238,6-1,"Miami (FL),Rutgers",4/13/1995,Rook,4,,RAV,2018,2025-08-15 15:05:23
71,Jermaine Eluemunor,24,G,9,1,338,6-4,"Lackawanna,Texas A&M",12/13/1994,1,1,Baltimore Ravens / 5th / 159th pick /2017,RAV,2018,2025-08-15 15:05:23
5,Joe Flacco,33,QB,9,9,245,6-6,"Pittsburgh,Delaware",1/16/1985,10,7,Baltimore Ravens / 1st / 18th pick /2008,RAV,2018,2025-08-15 15:05:23
84,Janarion Grant,25,WR,2,0,173,5-10,Rutgers,11/20/1993,Rook,0,,RAV,2018,2025-08-15 15:05:23
61,Hroniss Grasu,27,C,3,1,301,6-3,Oregon,8/12/1991,3,1,Chicago Bears / 3rd / 71st pick /2015,RAV,2018,2025-08-15 15:05:23
3,Robert Griffin III,28,QB,3,0,213,6-2,Baylor,2/12/1990,6,0,Washington Redskins / 1st / 2nd pick /2012,RAV,2018,2025-08-15 15:05:23
69,Willie Henry,24,DT,3,0,291,6-3,Michigan,3/20/1994,1,0,Baltimore Ravens / 4th / 132nd pick /2016,RAV,2018,2025-08-15 15:05:23
29,Marlon Humphrey,22,RCB,14,8,210,6-0,Alabama,7/8/1996,1,4,Baltimore Ravens / 1st / 16th pick /2017,RAV,2018,2025-08-15 15:05:23
81,Hayden Hurst,25,TE,12,0,245,6-4,South Carolina,8/24/1993,Rook,1,Baltimore Ravens / 1st / 25th pick /2018,RAV,2018,2025-08-15 15:05:23
74,James Hurst,27,RT,10,10,310,6-5,North Carolina,12/17/1991,4,5,,RAV,2018,2025-08-15 15:05:23
8,Lamar Jackson,21,QB,16,7,205,6-2,Louisville,1/7/1997,Rook,8,Baltimore Ravens / 1st / 32nd pick /2018,RAV,2018,2025-08-15 15:05:23
23,Tony Jefferson,26,SS,14,14,212,5-11,Oklahoma,1/27/1992,5,6,,RAV,2018,2025-08-15 15:05:23
27,Cyrus Jones,25,DB,11,0,195,5-10,Alabama,11/29/1993,2,2,New England Patriots / 2nd / 60th pick /2016,RAV,2018,2025-08-15 15:05:23
99,Matt Judon,26,ROLB,16,8,275,6-3,Grand Valley St.,8/15/1992,2,6,Baltimore Ravens / 5th / 146th pick /2016,RAV,2018,2025-08-15 15:05:23
4,Sam Koch,36,P,16,0,222,6-1,Nebraska,8/13/1982,12,3,Baltimore Ravens / 6th / 203rd pick /2006,RAV,2018,2025-08-15 15:05:23
41,Anthony Levine,31,DB,16,0,207,5-11,Tennessee St.,3/27/1987,6,1,,RAV,2018,2025-08-15 15:05:23
72,Alex Lewis,26,LG,10,10,305,6-6,"Colorado,Nebraska",4/21/1992,2,5,Baltimore Ravens / 4th / 130th pick /2016,RAV,2018,2025-08-15 15:05:23
50,Albert McClellan,32,LB,6,1,235,6-2,Marshall,6/4/1986,7,1,,RAV,2018,2025-08-15 15:05:23
88,Ty Montgomery,25,WR,6,0,220,6-0,Stanford,1/22/1993,3,1,Green Bay Packers / 3rd / 94th pick /2015,RAV,2018,2025-08-15 15:05:23
10,Chris Moore,25,WR,16,0,200,6-1,Cincinnati,6/16/1993,2,2,Baltimore Ravens / 4th / 107th pick /2016,RAV,2018,2025-08-15 15:05:23
57,C.J. Mosley,26,LILB,15,15,231,6-2,Alabama,6/19/1992,4,15,Baltimore Ravens / 1st / 17th pick /2014,RAV,2018,2025-08-15 15:05:23
48,Patrick Onwuasor,26,RILB,16,12,227,6-0,"Arizona,Portland St.",8/22/1992,2,8,,RAV,2018,2025-08-15 15:05:23
97,Michael Pierce,26,DT,14,2,355,6-0,Samford,11/6/1992,2,3,,RAV,2018,2025-08-15 15:05:23
42,Patrick Ricard,24,DT/FB,10,2,300,6-3,Maine,5/27/1994,1,2,,RAV,2018,2025-08-15 15:05:23
95,Zach Sieler,23,DE,2,0,300,6-6,Ferris St.,9/7/1995,Rook,0,Baltimore Ravens / 7th / 238th pick /2018,RAV,2018,2025-08-15 15:05:23
68,Matt Skura,25,C,16,16,305,6-3,Duke,2/17/1993,1,8,,RAV,2018,2025-08-15 15:05:23
22,Jimmy Smith,30,RCB,12,10,210,6-2,Colorado,7/26/1988,7,5,Baltimore Ravens / 1st / 27th pick /2011,RAV,2018,2025-08-15 15:05:23
