No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
89,Mark Andrews,24,TE,15,4,250,6-5,Oklahoma,9/6/1995,1,11,Baltimore Ravens / 3rd / 86th pick /2018,"$624,500",RAV,2019,2025-08-15 15:05:31
34,Anthony Averett,25,DB,9,3,178,5-11,Alabama,11/30/1994,1,1,Baltimore Ravens / 4th / 118th pick /2018,"$570,000",RAV,2019,2025-08-15 15:05:31
28,Justin Bethel,29,DB,7,0,200,6-0,Presbyterian,6/17/1990,7,1,Arizona Cardinals / 6th / 177th pick /2012,"$1,500,000",RAV,2019,2025-08-15 15:05:31
49,Chris Board,24,LB,15,0,229,6-2,North Dakota St.,7/23/1995,1,1,,"$570,000",RAV,2019,2025-08-15 15:05:31
54,Tyus Bowser,24,LB,16,0,250,6-3,Houston,5/23/1995,2,3,Baltimore Ravens / 2nd / 47th pick /2017,"$971,874",RAV,2019,2025-08-15 15:05:31
80,Miles Boykin,23,WR,16,11,231,6-3,Notre Dame,10/12/1996,Rook,3,Baltimore Ravens / 3rd / 93rd pick /2019,"$495,000",RAV,2019,2025-08-15 15:05:31
86,Nick Boyle,26,TE,16,15,270,6-4,Delaware,2/17/1993,4,4,Baltimore Ravens / 5th / 171st pick /2015,"$1,000,000",RAV,2019,2025-08-15 15:05:31
77,Bradley Bozeman,25,LG,16,16,325,6-5,Alabama,11/24/1994,1,10,Baltimore Ravens / 6th / 215th pick /2018,"$570,000",RAV,2019,2025-08-15 15:05:31
15,Marquise Brown,22,WR,14,11,180,5-9,"College of the Canyons (CA),Oklahoma",6/4/1997,Rook,8,Baltimore Ravens / 1st / 25th pick /2019,"$495,000",RAV,2019,2025-08-15 15:05:31
78,Orlando Brown Jr.,23,RT,16,16,350,6-8,Oklahoma,5/2/1996,1,13,Baltimore Ravens / 3rd / 83rd pick /2018,"$627,000",RAV,2019,2025-08-15 15:05:31
57,Josh Bynes,30,LILB,12,7,240,6-1,Auburn,8/24/1989,8,4,,,RAV,2019,2025-08-15 15:05:31
26,Maurice Canady,25,DB,5,1,193,6-1,Virginia,5/26/1994,3,1,Baltimore Ravens / 6th / 209th pick /2016,"$720,000",RAV,2019,2025-08-15 15:05:31
