Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
RAV,1999,88,Justin Armour,26,WR,15,7,210,6-4,Stanford,1/1/1973,4,4,Buffalo Bills / 4th / 113th pick /1995
RAV,1999,74,James Atkins,29,T,2,1,306,6-6,Louisiana,1/28/1970,5,1,
RAV,1999,30,Obafemi Ayanbadejo,24,RB,12,0,237,6-2,San Diego St.,3/5/1975,1,0,
RAV,1999,12,Tony Banks,26,QB,12,10,230,6-4,Michigan St.,4/5/1973,3,7,St. Louis Rams / 2nd / 42nd pick /1996
RAV,1999,69,Jeff Blackshear,30,RG,16,16,323,6-6,"Northwest Mississippi CC,La-Monroe",3/29/1969,6,7,Seattle Seahawks / 8th / 197th pick /1993
RAV,1999,58,Peter Boulware,25,LLB,16,11,255,6-4,Florida St.,12/18/1974,2,12,Baltimore Ravens / 1st / 4th pick /1997
RAV,1999,51,Cornell Brown,24,LLB,16,5,240,6-0,Virginia Tech,3/15/1975,2,4,Baltimore Ravens / 6th / 194th pick /1997
RAV,1999,90,Rob Burnett,32,LDE,16,16,265,6-4,Syracuse,8/27/1967,9,10,Cleveland Browns / 5th / 129th pick /1990
RAV,1999,10,Stoney Case,27,QB,10,4,204,6-3,New Mexico,7/7/1972,4,1,Arizona Cardinals / 3rd / 80th pick /1995
RAV,1999,92,Martin Chase,25,DT,3,0,310,6-2,Oklahoma,12/19/1974,Rook,0,Baltimore Ravens / 5th / 124th pick /1998
RAV,1999,49,Ryan Collins,24,TE,4,3,259,6-6,St. Thomas,11/1/1975,Rook,0,
RAV,1999,91,Lional Dalton,24,DT,16,2,315,6-1,Eastern Michigan,2/21/1975,1,3,
RAV,1999,86,Billy Davis,27,WR,16,0,205,6-1,Pittsburgh,7/6/1972,4,1,
RAV,1999,85,Greg DeLong,26,TE,16,7,250,6-4,North Carolina,4/3/1973,4,0,
RAV,1999,29,Charles Evans,32,FB,16,10,240,6-1,Clark (GA),4/16/1967,6,3,Minnesota Vikings / 11th / 295th pick /1992
RAV,1999,62,Mike Flynn,25,G,12,0,305,6-3,Maine,6/15/1974,1,1,
RAV,1999,71,Spencer Folau,26,T,5,1,315,6-5,Idaho,4/5/1973,2,1,
RAV,1999,34,Jay Graham,24,RB,4,0,220,6-0,Tennessee,7/14/1975,2,0,Baltimore Ravens / 3rd / 64th pick /1997
RAV,1999,45,Corey Harris,30,DB,16,0,213,5-11,Vanderbilt,10/25/1969,7,2,Houston Oilers / 3rd / 77th pick /1992
RAV,1999,20,Kim Herring,24,SS,16,16,212,6-0,Penn St.,9/10/1975,2,7,Baltimore Ravens / 2nd / 58th pick /1997
