Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
RAV,2002,66,Bennie Anderson,25,RG,16,16,345,6-5,Tennessee St.,2/17/1977,1,6,
RAV,2002,28,Gary Baxter,24,RCB,16,14,210,6-2,Baylor,11/24/1978,1,5,Baltimore Ravens / 2nd / 62nd pick /2001
RAV,2002,11,Jeff Blake,32,QB,11,10,223,6-1,East Carolina,12/4/1970,10,6,New York Jets / 6th / 166th pick /1992
RAV,2002,58,Peter Boulware,28,ROLB,16,16,255,6-4,Florida St.,12/18/1974,5,11,Baltimore Ravens / 1st / 4th pick /1997
RAV,2002,45,Lamont Brightful,23,DB,12,0,160,5-10,Eastern Washington,1/29/1979,Rook,2,Baltimore Ravens / 6th / 195th pick /2002
RAV,2002,77,Ethan Brooks,30,RT,15,13,330,6-6,Williams,4/27/1972,6,5,Atlanta Falcons / 7th / 229th pick /1996
RAV,2002,90,Cornell Brown,27,LOLB,16,14,240,6-0,Virginia Tech,3/15/1975,5,6,Baltimore Ravens / 6th / 194th pick /1997
RAV,2002,25,Shawn Byrdsong,23,DB,1,0,188,5-10,Mississippi St.,10/2/1979,Rook,0,
RAV,2002,72,Damion Cook,23,T,3,0,335,6-5,Bethune-Cookman,4/16/1979,1,0,
RAV,2002,47,Will Demps,23,FS,14,10,208,6-0,San Diego St.,11/7/1979,Rook,4,
RAV,2002,94,Marques Douglas,25,DE,5,1,290,6-2,Howard,3/5/1977,2,1,
RAV,2002,62,Mike Flynn,28,C,15,15,305,6-3,Maine,6/15/1974,4,6,
RAV,2002,32,Sam Gash,33,FB,11,0,242,6-0,Penn St.,3/7/1969,10,0,New England Patriots / 8th / 205th pick /1992
RAV,2002,95,Howard Green,23,DT,1,0,340,6-2,LSU,1/12/1979,Rook,0,Houston Texans / 6th / 190th pick /2002
RAV,2002,97,Kelly Gregg,26,NT,16,16,320,6-0,Oklahoma,11/1/1976,3,8,Cincinnati Bengals / 6th / 173rd pick /1999
RAV,2002,51,Bernardo Harris,31,RILB,13,10,247,6-2,North Carolina,10/15/1971,7,6,
RAV,2002,56,Ed Hartwell,24,LILB,16,16,250,6-1,"Wisconsin,Western Illinois",5/27/1978,1,8,Baltimore Ravens / 4th / 126th pick /2001
RAV,2002,86,Todd Heap,22,TE,16,16,252,6-5,Arizona St.,3/16/1980,1,7,Baltimore Ravens / 1st / 31st pick /2001
RAV,2002,23,Dameon Hunter,23,RB,1,0,221,5-11,Utah,2/18/1979,Rook,0,
RAV,2002,84,Javin Hunter,22,WR,12,3,190,5-11,Notre Dame,5/9/1980,Rook,0,Baltimore Ravens / 6th / 206th pick /2002
RAV,2002,81,Randy Hymes,23,WR,7,2,211,6-3,Grambling St.,8/7/1979,Rook,1,
RAV,2002,6,J.R. Jenkins,23,K,7,0,195,6-1,Marshall,1/31/1979,Rook,0,
RAV,2002,55,J.R. Johnson,23,LB,4,0,240,6-0,Syracuse,6/20/1979,Rook,0,
RAV,2002,83,Ron Johnson,22,WR,16,4,225,6-2,Minnesota,5/23/1980,Rook,1,Baltimore Ravens / 4th / 123rd pick /2002
RAV,2002,88,John Jones,27,TE,15,4,255,6-4,"Pittsburgh,Indiana (PA)",4/4/1975,2,0,
RAV,2002,82,Terry Jones,23,TE,14,6,265,6-3,Alabama,12/3/1979,Rook,1,Baltimore Ravens / 5th / 155th pick /2002
RAV,2002,92,Ma'ake Kemoeatu,23,DT,16,1,345,6-5,Utah,1/10/1979,Rook,2,
RAV,2002,31,Jamal Lewis,23,RB,16,15,245,5-11,Tennessee,8/29/1979,2,11,Baltimore Ravens / 1st / 5th pick /2000
RAV,2002,52,Ray Lewis,27,RILB,5,5,240,6-1,Miami (FL),5/15/1975,6,4,Baltimore Ravens / 1st / 26th pick /1996
RAV,2002,59,Joe Maese,24,LS,16,0,241,6-0,New Mexico,12/2/1978,1,2,Baltimore Ravens / 6th / 194th pick /2001
RAV,2002,21,Chris McAlister,25,LCB,13,12,206,6-1,Arizona,6/14/1977,3,5,Baltimore Ravens / 1st / 10th pick /1999
RAV,2002,99,Michael McCrary,32,DE,5,2,266,6-4,Wake Forest,7/7/1970,9,1,Seattle Seahawks / 7th / 170th pick /1993
RAV,2002,42,Anthony Mitchell,28,FS,16,6,220,6-1,Tuskegee,12/13/1974,2,3,
RAV,2002,64,Edwin Mulitalo,28,LG,16,15,350,6-3,Arizona,9/1/1974,3,6,Baltimore Ravens / 4th / 129th pick /1999
RAV,2002,70,David Nugent,25,DE,9,0,300,6-4,Purdue,10/27/1977,2,1,New England Patriots / 6th / 201st pick /2000
RAV,2002,87,Jeff Ogden,27,WR,3,0,190,6-0,Eastern Washington,2/22/1975,4,0,
RAV,2002,75,Jonathan Ogden,28,LT,16,16,345,6-9,UCLA,7/31/1974,6,12,Baltimore Ravens / 1st / 4th pick /1996
RAV,2002,91,Riddick Parker,30,DE,11,0,295,6-3,North Carolina,11/20/1972,5,1,
RAV,2002,25,Ray Perryman,24,DB,2,0,195,5-11,Northern Arizona,11/27/1978,Rook,0,Oakland Raiders / 5th / 158th pick /2001
RAV,2002,24,Alvin Porter,25,LCB,16,5,175,5-11,Oklahoma St.,5/10/1977,1,3,
RAV,2002,61,Casey Rabach,25,LG,12,5,292,6-4,Wisconsin,9/24/1977,Rook,2,Baltimore Ravens / 3rd / 92nd pick /2001
RAV,2002,7,Chris Redman,25,QB,6,6,223,6-3,Louisville,7/7/1977,2,3,Baltimore Ravens / 3rd / 75th pick /2000
RAV,2002,20,Ed Reed,24,SS,16,16,205,5-11,Miami (FL),9/11/1978,Rook,7,Baltimore Ravens / 1st / 24th pick /2002
RAV,2002,39,Alan Ricard,25,FB,16,8,237,5-11,La-Monroe,1/17/1977,1,1,
RAV,2002,57,Bart Scott,22,LB,16,0,242,6-2,Southern Illinois,8/18/1980,Rook,2,
RAV,2002,80,Brandon Stokley,26,WR,8,5,194,6-0,Louisiana,6/23/1976,3,3,Baltimore Ravens / 4th / 105th pick /1999
RAV,2002,3,Matt Stover,34,K,15,0,180,5-11,Louisiana Tech,1/27/1968,11,4,New York Giants / 12th / 329th pick /1990
RAV,2002,22,Robert Tate,29,DB,13,1,193,5-10,Cincinnati,10/19/1973,5,1,Minnesota Vikings / 6th / 183rd pick /1997
RAV,2002,29,Chester Taylor,23,RB,15,2,208,5-11,Toledo,9/22/1979,Rook,2,Baltimore Ravens / 6th / 207th pick /2002
RAV,2002,54,Shannon Taylor,27,LB,16,2,247,6-3,Virginia,2/16/1975,2,2,San Diego Chargers / 6th / 184th pick /2000
RAV,2002,89,Travis Taylor,24,WR,16,15,200,6-1,Florida,3/30/1978,2,7,Baltimore Ravens / 1st / 10th pick /2000
RAV,2002,96,Adalius Thomas,25,RDE,16,12,270,6-2,Southern Miss,8/18/1977,2,8,Baltimore Ravens / 6th / 186th pick /2000
RAV,2002,65,Jason Thomas,25,G,13,0,325,6-4,"South Carolina,Hampton",7/10/1977,Rook,1,San Diego Chargers / 7th / 222nd pick /2000
RAV,2002,38,James Trapp,33,DB,14,1,195,6-0,Clemson,12/28/1969,9,2,Los Angeles Raiders / 3rd / 72nd pick /1993
RAV,2002,98,Anthony Weaver,22,LDE,16,16,290,6-3,Notre Dame,8/28/1980,Rook,7,Baltimore Ravens / 2nd / 52nd pick /2002
RAV,2002,49,Chad Williams,23,DB,16,0,207,5-9,Southern Miss,1/22/1979,Rook,2,Baltimore Ravens / 6th / 209th pick /2002
RAV,2002,85,Milton Wynn,24,WR,3,0,207,6-2,Washington St.,9/21/1978,1,0,St. Louis Rams / 4th / 116th pick /2001
RAV,2002,15,Dave Zastudil,24,P,16,0,220,6-3,Ohio,10/26/1978,Rook,2,Baltimore Ravens / 4th / 112th pick /2002
