No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
51,Brendon Ayanbadejo,34,LB,10,0,225,6-1,UCLA,9/6/1976,7,1,,RAV,2010,2025-08-15 15:04:21
77,Matt Birk,34,C,16,16,310,6-4,Harvard,7/23/1976,12,8,Minnesota Vikings / 6th / 173rd pick /1998,RAV,2010,2025-08-15 15:04:21
81,Anquan Boldin,30,WR,16,16,220,6-1,Florida St.,10/3/1980,7,8,Arizona Cardinals / 2nd / 54th pick /2003,RAV,2010,2025-08-15 15:04:21
54,Prescott Burgess,26,LB,16,0,246,6-3,Michigan,3/6/1984,3,1,Baltimore Ravens / 6th / 207th pick /2007,RAV,2010,2025-08-15 15:04:21
25,Chris Carr,27,LCB,16,16,182,5-10,Boise St.,4/30/1983,5,6,,RAV,2010,2025-08-15 15:04:21
65,Chris Chester,27,RG,14,14,303,6-3,Oklahoma,1/12/1983,4,7,Baltimore Ravens / 2nd / 56th pick /2006,RAV,2010,2025-08-15 15:04:21
62,Terrence Cody,22,DT,13,1,370,6-4,"Mississippi Gulf Coast CC,Alabama",6/28/1988,Rook,1,Baltimore Ravens / 2nd / 57th pick /2010,RAV,2010,2025-08-15 15:04:21
64,Oniel Cousins,26,T,16,1,315,6-4,Texas-El Paso,6/29/1984,2,2,Baltimore Ravens / 3rd / 99th pick /2008,RAV,2010,2025-08-15 15:04:21
46,Morgan Cox,24,LS,15,0,233,6-4,Tennessee,4/26/1986,Rook,1,,RAV,2010,2025-08-15 15:04:21
7,Billy Cundiff,30,K,16,0,212,6-1,Drake,3/30/1980,8,4,,RAV,2010,2025-08-15 15:04:21
83,Ed Dickson,23,TE,15,3,250,6-4,Oregon,7/25/1987,Rook,1,Baltimore Ravens / 3rd / 70th pick /2010,RAV,2010,2025-08-15 15:04:21
96,Lamar Divens,25,DT,2,0,333,6-3,Tennessee St.,11/12/1985,2,0,,RAV,2010,2025-08-15 15:04:21
59,Dannell Ellerbe,25,LB,11,1,236,6-1,Georgia,11/29/1985,1,2,,RAV,2010,2025-08-15 15:04:21
5,Joe Flacco,25,QB,16,16,245,6-6,"Pittsburgh,Delaware",1/16/1985,2,12,Baltimore Ravens / 1st / 18th pick /2008,RAV,2010,2025-08-15 15:04:21
56,Tavares Gooden,26,LB,10,0,233,6-1,Miami (FL),10/7/1984,2,1,Baltimore Ravens / 3rd / 71st pick /2008,RAV,2010,2025-08-15 15:04:21
97,Kelly Gregg,34,NT,16,16,320,6-0,Oklahoma,11/1/1976,11,8,Cincinnati Bengals / 6th / 173rd pick /1999,RAV,2010,2025-08-15 15:04:21
66,Ben Grubbs,26,LG,16,16,311,6-3,Auburn,3/10/1984,3,8,Baltimore Ravens / 1st / 29th pick /2007,RAV,2010,2025-08-15 15:04:21
22,Ken Hamlin,29,DB,7,0,209,6-2,Arkansas,1/20/1981,7,1,Seattle Seahawks / 2nd / 42nd pick /2003,RAV,2010,2025-08-15 15:04:21
86,Todd Heap,30,TE,13,13,252,6-5,Arizona St.,3/16/1980,9,6,Baltimore Ravens / 1st / 31st pick /2001,RAV,2010,2025-08-15 15:04:21
70,Kevin Houser,33,LS,1,0,252,6-2,Ohio St.,8/23/1977,10,0,New Orleans Saints / 7th / 228th pick /2000,RAV,2010,2025-08-15 15:04:21
