No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
89,Mark Andrews,26,TE,17,9,250,6-5,Oklahoma,9/6/1995,3,10,Baltimore Ravens / 3rd / 86th pick /2018,RAV,2021,2025-08-15 15:05:48
23,Anthony Averett,27,LCB,14,14,178,5-11,Alabama,11/30/1994,3,6,Baltimore Ravens / 4th / 118th pick /2018,RAV,2021,2025-08-15 15:05:48
12,Rashod Bateman,22,WR,12,4,193,6-1,Minnesota,11/29/1999,Rook,4,Baltimore Ravens / 1st / 27th pick /2021,RAV,2021,2025-08-15 15:05:48
17,Le'Veon Bell,29,RB,5,0,225,6-1,Michigan St.,2/18/1992,8,0,Pittsburgh Steelers / 2nd / 48th pick /2013,RAV,2021,2025-08-15 15:05:48
49,Chris Board,26,LB,16,0,229,6-2,North Dakota St.,7/23/1995,3,1,,RAV,2021,2025-08-15 15:05:48
54,Tyus Bowser,26,ROLB/LILB,17,17,250,6-3,Houston,5/23/1995,4,9,Baltimore Ravens / 2nd / 47th pick /2017,RAV,2021,2025-08-15 15:05:48
80,Miles Boykin,25,WR,8,0,231,6-3,Notre Dame,10/12/1996,2,0,Baltimore Ravens / 3rd / 93rd pick /2019,RAV,2021,2025-08-15 15:05:48
86,Nick Boyle,28,TE,5,3,270,6-4,Delaware,2/17/1993,6,0,Baltimore Ravens / 5th / 171st pick /2015,RAV,2021,2025-08-15 15:05:48
77,Bradley Bozeman,27,C,16,16,325,6-5,Alabama,11/24/1994,3,5,Baltimore Ravens / 6th / 215th pick /2018,RAV,2021,2025-08-15 15:05:48
5,Marquise Brown,24,WR,16,16,180,5-9,"College of the Canyons (CA),Oklahoma",6/4/1997,2,8,Baltimore Ravens / 1st / 25th pick /2019,RAV,2021,2025-08-15 15:05:48
56,Josh Bynes,32,LILB,14,12,240,6-1,Auburn,8/24/1989,10,6,,RAV,2021,2025-08-15 15:05:48
93,Calais Campbell,35,RDE/LDE,15,14,315,6-8,Miami (FL),9/1/1986,13,7,Arizona Cardinals / 2nd / 50th pick /2008,RAV,2021,2025-08-15 15:05:48
39,Trenton Cannon,27,RB,1,0,185,5-11,Virginia St.,7/23/1994,3,0,New York Jets / 6th / 204th pick /2018,RAV,2021,2025-08-15 15:05:48
,James Carpenter,32,T,1,0,321,6-5,"Coffeyville CC,Alabama",3/22/1989,10,0,Seattle Seahawks / 1st / 25th pick /2011,RAV,2021,2025-08-15 15:05:48
36,Chuck Clark,26,SS,16,16,210,6-0,Virginia Tech,4/19/1995,4,7,Baltimore Ravens / 6th / 186th pick /2017,RAV,2021,2025-08-15 15:05:48
66,Ben Cleveland,23,G,12,4,355,6-6,Georgia,8/25/1998,Rook,2,Baltimore Ravens / 3rd / 94th pick /2021,RAV,2021,2025-08-15 15:05:48
63,Trystan Colon-Castillo,23,C,12,1,317,6-3,Missouri,3/23/1998,1,1,,RAV,2021,2025-08-15 15:05:48
13,Devin Duvernay,24,WR,16,7,202,5-11,Texas,9/12/1997,1,2,Baltimore Ravens / 3rd / 92nd pick /2020,RAV,2021,2025-08-15 15:05:48
32,DeShon Elliott,24,FS,6,6,210,6-0,Texas,4/21/1997,2,3,Baltimore Ravens / 6th / 190th pick /2018,RAV,2021,2025-08-15 15:05:48
71,Justin Ellis,31,NT,17,5,350,6-2,Louisiana Tech,12/27/1990,7,3,Oakland Raiders / 4th / 107th pick /2014,RAV,2021,2025-08-15 15:05:48
