No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
42,Isa Abdul-Quddus,22,DB,16,1,200,6-1,Fordham,8/3/1989,Rook,1,,NOR,2011,2025-08-15 14:16:24
40,Jonathon Amaya,23,DB,16,0,203,6-1,Nevada,11/25/1988,1,1,,NOR,2011,2025-08-15 14:16:24
87,Adrian Arrington,26,WR,4,0,185,6-2,Michigan,11/7/1985,1,0,New Orleans Saints / 7th / 237th pick /2008,NOR,2011,2025-08-15 14:16:24
9,Drew Brees,32,QB,16,16,209,6-0,Purdue,1/15/1979,10,20,San Diego Chargers / 2nd / 32nd pick /2001,NOR,2011,2025-08-15 14:16:24
71,Charles Brown,24,RT,8,5,284,6-5,USC,4/10/1987,1,4,New Orleans Saints / 2nd / 64th pick /2010,NOR,2011,2025-08-15 14:16:24
74,Jermon Bushrod,27,LT,16,16,318,6-5,Towson,8/19/1984,4,13,New Orleans Saints / 4th / 125th pick /2007,NOR,2011,2025-08-15 14:16:24
59,Nate Bussey,22,LB,0,0,228,6-1,Illinois,2/20/1989,Rook,0,New Orleans Saints / 7th / 243rd pick /2011,NOR,2011,2025-08-15 14:16:24
52,Jonathan Casillas,24,LB,13,5,225,6-1,Wisconsin,6/3/1987,2,3,,NOR,2011,2025-08-15 14:16:24
97,Jeff Charleston,28,DE,10,0,265,6-4,Idaho St.,1/19/1983,4,1,,NOR,2011,2025-08-15 14:16:24
45,Jed Collins,25,FB,16,11,255,6-1,Washington St.,3/3/1986,1,1,,NOR,2011,2025-08-15 14:16:24
12,Marques Colston,28,WR,14,7,225,6-4,Hofstra,6/5/1983,5,11,New Orleans Saints / 7th / 252nd pick /2006,NOR,2011,2025-08-15 14:16:24
10,Chase Daniel,25,QB,16,0,218,6-0,Missouri,10/7/1986,1,0,,NOR,2011,2025-08-15 14:16:24
60,Brian De La Puente,26,C,16,12,306,6-3,California,5/13/1985,1,8,,NOR,2011,2025-08-15 14:16:24
47,Justin Drescher,23,LS,16,0,230,6-1,Colorado,1/1/1988,1,1,,NOR,2011,2025-08-15 14:16:24
56,Jo-Lonn Dunbar,26,LILB,16,14,233,6-1,Boston Col.,3/13/1985,3,6,,NOR,2011,2025-08-15 14:16:24
