Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
NOR,1980,80,Gordon Banks,22,WR,7,0,175,5-10,Stanford,3/12/1958,Rook,0,
NOR,1980,7,Guy Benjamin,25,QB,2,0,210,6-4,Stanford,6/27/1955,2,0,Miami Dolphins / 2nd / 51st pick /1978
NOR,1980,63,Barry Bennett,25,LDT,15,6,257,6-4,Concordia-Moorhead (MN),12/10/1955,2,2,New Orleans Saints / 3rd / 60th pick /1978
NOR,1980,50,Ken Bordelon,26,LLB,16,14,228,6-4,LSU,8/26/1954,4,4,Los Angeles Rams / 5th / 149th pick /1976
NOR,1980,67,Stan Brock,22,RT,16,12,295,6-6,Colorado,6/8/1958,Rook,6,New Orleans Saints / 1st / 12th pick /1980
NOR,1980,27,Ray Brown,31,SS,15,10,208,6-1,West Texas A&M,1/12/1949,9,3,Atlanta Falcons / 6th / 148th pick /1971
NOR,1980,11,Ed Burns,26,QB,2,0,210,6-3,Nebraska,12/7/1954,1,0,
NOR,1980,73,Joe Campbell,25,LB,5,0,254,6-6,Maryland,5/8/1955,3,0,New Orleans Saints / 1st / 7th pick /1977
NOR,1980,89,Wes Chandler,24,WR,16,16,196,6-0,Florida,8/22/1956,2,8,New Orleans Saints / 1st / 3rd pick /1978
NOR,1980,24,Clarence Chapman,27,LCB,12,10,185,5-10,Eastern Michigan,12/10/1953,4,3,Oakland Raiders / 7th / 204th pick /1976
NOR,1980,85,Henry Childs,29,TE,13,7,223,6-2,Kansas St.,4/16/1951,6,4,Atlanta Falcons / 5th / 109th pick /1974
NOR,1980,43,Larry Collins,25,RB,8,0,189,5-11,Texas A&M-Kingsville,8/8/1955,2,0,Cleveland Browns / 3rd / 67th pick /1978
NOR,1980,57,Larry Coombs,23,C,1,0,260,6-4,Idaho,8/9/1957,Rook,0,
NOR,1980,86,Tom Donovan,23,WR,5,0,179,5-11,Penn St.,1/13/1957,Rook,0,Kansas City Chiefs / 9th / 230th pick /1980
NOR,1980,14,Russell Erxleben,23,P,16,0,223,6-4,Texas,1/13/1957,1,1,New Orleans Saints / 1st / 11th pick /1979
NOR,1980,59,Chuck Evans,24,LB,10,2,235,6-3,Stanford,12/19/1956,Rook,1,New Orleans Saints / 8th / 206th pick /1980
NOR,1980,58,Joe Federspiel,30,MLB,15,14,230,6-1,Kentucky,5/6/1950,8,4,New Orleans Saints / 4th / 99th pick /1972
NOR,1980,72,Mike Fultz,26,LDT,12,8,278,6-5,Nebraska,1/28/1954,3,2,New Orleans Saints / 2nd / 34th pick /1977
NOR,1980,34,Tony Galbreath,26,RB,16,4,228,6-0,Missouri,1/29/1954,4,6,New Orleans Saints / 2nd / 32nd pick /1976
NOR,1980,78,Elois Grooms,27,LDE,16,16,249,6-4,Tennessee Tech,5/20/1953,5,5,New Orleans Saints / 3rd / 63rd pick /1975
NOR,1980,87,Larry Hardy,24,TE,16,3,234,6-3,Jackson St.,7/9/1956,2,2,New Orleans Saints / 12th / 309th pick /1978
NOR,1980,82,Ike Harris,28,WR,16,16,210,6-3,Iowa St.,11/27/1952,5,5,St. Louis Cardinals / 4th / 91st pick /1974
NOR,1980,53,Tommy Hart,36,RDE,15,12,245,6-4,Morris Brown,11/7/1944,12,3,San Francisco 49ers / 10th / 261st pick /1968
NOR,1980,62,John Hill,30,C,15,14,249,6-2,Lehigh,4/16/1950,8,6,New York Giants / 6th / 132nd pick /1972
NOR,1980,51,Stan Holloway,23,LB,11,2,218,6-2,California,9/28/1957,Rook,1,
NOR,1980,45,Jack Holmes,27,FB,16,7,210,5-11,Texas Southern,6/20/1953,2,3,Houston Oilers / 15th / 377th pick /1975
NOR,1980,52,Jim Kovach,24,LB,11,2,230,6-2,Kentucky,5/1/1956,1,1,New Orleans Saints / 4th / 93rd pick /1979
NOR,1980,64,Dave Lafary,25,T,15,4,280,6-7,Purdue,1/13/1955,3,3,New Orleans Saints / 5th / 118th pick /1977
NOR,1980,8,Archie Manning,31,QB,16,16,212,6-3,Mississippi,5/19/1949,9,11,New Orleans Saints / 1st / 2nd pick /1971
NOR,1980,23,James Marshall,28,DB,16,3,187,6-0,Jackson St.,9/8/1952,Rook,2,
NOR,1980,56,Reggie Mathis,24,RLB,16,16,220,6-2,Oklahoma,3/18/1956,1,4,New Orleans Saints / 2nd / 38th pick /1979
NOR,1980,84,Rich Mauti,26,WR,9,0,190,6-0,Penn St.,5/25/1954,3,0,
NOR,1980,26,Guido Merkens,25,FS,1,1,200,6-1,Sam Houston St.,8/14/1955,2,0,
NOR,1980,74,Derland Moore,29,RDT,16,15,250,6-4,Oklahoma,10/7/1951,7,4,New Orleans Saints / 2nd / 29th pick /1973
NOR,1980,42,Chuck Muncie,27,RB,4,3,227,6-3,California,3/17/1953,4,1,New Orleans Saints / 1st / 3rd pick /1976
NOR,1980,37,Tom Myers,30,FS,16,15,184,5-11,Syracuse,10/24/1950,8,5,New Orleans Saints / 3rd / 74th pick /1972
NOR,1980,49,Artie Owens,27,WR,3,0,176,5-10,West Virginia,1/14/1953,4,0,San Diego Chargers / 4th / 115th pick /1976
NOR,1980,83,Tinker Owens,26,WR,7,0,170,5-11,Oklahoma,10/3/1954,4,0,New Orleans Saints / 4th / 95th pick /1976
NOR,1980,96,Steve Parker,24,DE,4,1,265,6-6,"Washington,Idaho",12/8/1956,Rook,0,
NOR,1980,76,Jim Pietrzak,27,C,15,2,260,6-5,Eastern Michigan,2/21/1953,6,2,New York Giants / 6th / 132nd pick /1974
NOR,1980,75,Elex Price,30,DT,14,1,260,6-3,Alcorn St.,8/11/1950,7,1,
NOR,1980,22,Ricky Ray,23,LCB,13,9,180,5-11,Norfolk St.,5/30/1957,1,2,New Orleans Saints / 6th / 146th pick /1979
NOR,1980,60,Don Reese,29,DE,12,3,254,6-6,Jackson St.,9/4/1951,6,2,Miami Dolphins / 1st / 26th pick /1974
NOR,1980,1,Benny Ricardo,26,K,14,0,175,5-10,San Diego St.,1/4/1954,4,2,
NOR,1980,41,Jimmy Rogers,25,RB,16,9,190,5-10,Oklahoma,6/29/1955,1,4,
NOR,1980,48,Don Schwartz,24,SS,16,6,191,6-1,Washington St.,2/24/1956,2,2,New Orleans Saints / 4th / 87th pick /1978
NOR,1980,12,Bobby Scott,31,QB,5,0,201,6-1,Tennessee,4/2/1949,7,1,New Orleans Saints / 14th / 340th pick /1971
NOR,1980,47,Mike Spivey,26,DB,2,0,197,6-0,Colorado,3/10/1954,3,0,Chicago Bears / 2nd / 43rd pick /1977
NOR,1980,33,Mike Strachan,27,RB,3,2,199,6-0,Iowa St.,5/24/1953,5,1,New Orleans Saints / 9th / 216th pick /1975
NOR,1980,68,Fred Sturt,29,RG,15,13,255,6-4,Bowling Green,1/6/1951,6,6,St. Louis Cardinals / 3rd / 59th pick /1973
NOR,1980,71,J.T. Taylor,24,LT,13,13,265,6-4,Missouri,8/12/1956,2,6,New Orleans Saints / 2nd / 33rd pick /1978
NOR,1980,55,Dave Washington,32,LB,16,0,223,6-5,Alcorn St.,9/12/1948,10,1,Denver Broncos / 9th / 219th pick /1970
NOR,1980,44,Dave Waymer,22,RCB,16,10,195,6-1,Notre Dame,7/1/1958,Rook,3,New Orleans Saints / 2nd / 41st pick /1980
NOR,1980,88,Brooks Williams,26,TE,12,6,226,6-4,North Carolina,12/7/1954,2,3,New Orleans Saints / 8th / 199th pick /1978
NOR,1980,30,Wayne Wilson,23,FB,15,7,215,6-3,Shepherd,9/4/1957,1,3,Houston Oilers / 12th / 324th pick /1979
NOR,1980,65,Robert Woods,30,RT,10,6,255,6-3,Tennessee St.,7/26/1950,7,3,New York Jets / 2nd / 38th pick /1973
NOR,1980,79,Emanuel Zanders,29,LG,16,16,251,6-1,Jackson St.,7/31/1951,6,7,
