No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
53,Daren Bates,29,LB,13,0,225,5-11,Auburn,11/27/1990,6,1,,"$2,050,000",OTI,2019,2025-08-15 14:54:06
41,Khari Blasingame,23,RB,6,3,233,6-0,Vanderbilt,7/1/1996,Rook,0,,,OTI,2019,2025-08-15 14:54:06
48,Beau Brinkley,29,TE,16,0,260,6-4,Missouri,1/25/1990,7,1,,"$1,250,000",OTI,2019,2025-08-15 14:54:06
35,Tramaine Brock,31,DB,4,4,188,6-0,"Mississippi Gulf Coast CC,Minnesota,Belhaven",8/20/1988,9,1,,,OTI,2019,2025-08-15 14:54:06
11,A.J. Brown,22,WR,16,11,226,6-1,Mississippi,6/30/1997,Rook,10,Tennessee Titans / 2nd / 51st pick /2019,"$495,000",OTI,2019,2025-08-15 14:54:06
55,Jayon Brown,24,RILB,14,14,226,6-0,UCLA,2/26/1995,2,8,Tennessee Titans / 5th / 155th pick /2017,"$645,000",OTI,2019,2025-08-15 14:54:06
21,Malcolm Butler,29,RCB,9,9,190,5-11,"Hinds CC,Alcorn St.,West Alabama",3/2/1990,5,4,,"$10,500,000",OTI,2019,2025-08-15 14:54:06
31,Kevin Byard,26,FS,16,16,218,5-11,Middle Tenn. St.,8/17/1993,3,7,Tennessee Titans / 3rd / 64th pick /2016,"$2,025,000",OTI,2019,2025-08-15 14:54:06
99,Jurrell Casey,30,RDE,14,14,305,6-1,USC,12/5/1989,8,11,Tennessee Titans / 3rd / 77th pick /2011,"$10,550,000",OTI,2019,2025-08-15 14:54:06
78,Jack Conklin,25,RT,16,16,308,6-6,Michigan St.,8/17/1994,3,8,Tennessee Titans / 1st / 8th pick /2016,"$2,617,862",OTI,2019,2025-08-15 14:54:06
44,Kamalei Correa,25,LOLB,16,5,241,6-3,Boise St.,4/27/1994,3,4,Baltimore Ravens / 2nd / 42nd pick /2016,"$1,234,043",OTI,2019,2025-08-15 14:54:06
29,Dane Cruikshank,24,DB,16,0,209,6-1,Arizona,4/27/1995,1,1,Tennessee Titans / 5th / 152nd pick /2018,"$570,000",OTI,2019,2025-08-15 14:54:06
84,Corey Davis,24,TE,15,11,209,6-3,Western Michigan,1/11/1995,2,5,Tennessee Titans / 1st / 5th pick /2017,"$645,000",OTI,2019,2025-08-15 14:54:06
64,Nate Davis,23,RG,13,12,316,6-3,Charlotte,9/23/1996,Rook,6,Tennessee Titans / 3rd / 82nd pick /2019,"$495,000",OTI,2019,2025-08-15 14:54:06
12,Rashard Davis,24,WR,1,0,175,5-9,James Madison,9/14/1995,Rook,0,,,OTI,2019,2025-08-15 14:54:06
28,Dalyn Dawkins,25,RB,2,0,183,5-7,Colorado St.,12/12/1994,1,0,,"$570,000",OTI,2019,2025-08-15 14:54:06
92,Matt Dickerson,24,DT,5,0,300,6-5,UCLA,11/9/1995,1,0,,"$570,000",OTI,2019,2025-08-15 14:54:06
75,Jamil Douglas,27,RG,15,5,309,6-4,Arizona St.,2/28/1992,4,3,Miami Dolphins / 4th / 114th pick /2015,"$570,000",OTI,2019,2025-08-15 14:54:06
54,Rashaan Evans,24,LILB,16,16,232,6-2,Alabama,11/8/1995,1,9,Tennessee Titans / 1st / 22nd pick /2018,"$1,006,236",OTI,2019,2025-08-15 14:54:06
56,Sharif Finch,24,LB,8,3,250,6-4,Temple,10/1/1995,1,2,,"$570,000",OTI,2019,2025-08-15 14:54:06
86,Anthony Firkser,24,FB,15,1,241,6-2,Harvard,2/19/1995,1,2,,"$570,000",OTI,2019,2025-08-15 14:54:06
32,David Fluellen,27,RB,2,0,224,5-11,Toledo,1/28/1992,2,0,,"$720,000",OTI,2019,2025-08-15 14:54:06
93,Reggie Gilbert,26,LOLB,11,5,261,6-3,Arizona,4/1/1993,2,3,,,OTI,2019,2025-08-15 14:54:06
57,Nigel Harris,25,LB,1,0,225,6-2,South Florida,12/7/1994,2,0,,"$570,000",OTI,2019,2025-08-15 14:54:06
22,Derrick Henry,25,RB,15,15,252,6-2,Alabama,1/4/1994,3,13,Tennessee Titans / 2nd / 45th pick /2016,"$1,187,445",OTI,2019,2025-08-15 14:54:06
16,Cody Hollister,26,WR,5,0,209,6-4,Arkansas,11/18/1993,Rook,0,,"$495,000",OTI,2019,2025-08-15 14:54:06
37,Amani Hooker,21,DB,16,0,210,5-11,Iowa,6/14/1998,Rook,1,Tennessee Titans / 4th / 116th pick /2019,"$495,000",OTI,2019,2025-08-15 14:54:06
10,Adam Humphries,26,WR,12,3,195,5-11,Clemson,6/24/1993,4,3,,"$2,000,000",OTI,2019,2025-08-15 14:54:06
96,Joey Ivie,24,NT,3,0,301,6-3,Florida,1/22/1995,Rook,0,Dallas Cowboys / 7th / 228th pick /2017,,OTI,2019,2025-08-15 14:54:06
25,Adoree' Jackson,24,RCB,11,10,185,5-11,USC,9/18/1995,2,3,Tennessee Titans / 1st / 18th pick /2017,"$1,490,708",OTI,2019,2025-08-15 14:54:06
15,Darius Jennings,27,WR,8,0,180,5-10,Virginia,6/28/1992,4,0,,"$720,000",OTI,2019,2025-08-15 14:54:06
94,Austin Johnson,25,NT,16,1,314,6-4,Penn St.,5/8/1994,3,2,Tennessee Titans / 2nd / 43rd pick /2016,"$1,222,122",OTI,2019,2025-08-15 14:54:06
60,Ben Jones,30,C,15,15,308,6-3,Georgia,7/2/1989,7,8,Houston Texans / 4th / 99th pick /2012,"$4,500,000",OTI,2019,2025-08-15 14:54:06
90,DaQuan Jones,28,NT,16,16,320,6-4,Penn St.,12/17/1991,5,8,Tennessee Titans / 4th / 112th pick /2014,"$6,000,000",OTI,2019,2025-08-15 14:54:06
7,Greg Joseph,25,K,2,0,206,6-0,Florida Atlantic,8/4/1994,1,0,,,OTI,2019,2025-08-15 14:54:06
46,Joshua Kalu,24,DB,8,0,203,6-0,Nebraska,8/28/1995,1,0,,"$570,000",OTI,2019,2025-08-15 14:54:06
71,Dennis Kelly,29,T,15,4,321,6-8,Purdue,1/16/1990,7,3,Philadelphia Eagles / 5th / 153rd pick /2012,"$1,350,000",OTI,2019,2025-08-15 14:54:06
6,Brett Kern,33,P,16,0,214,6-2,Toledo,2/17/1986,11,3,,"$1,800,000",OTI,2019,2025-08-15 14:54:06
58,Harold Landry,23,ROLB,16,16,252,6-2,Boston Col.,6/5/1996,1,9,Tennessee Titans / 2nd / 41st pick /2018,"$786,077",OTI,2019,2025-08-15 14:54:06
77,Taylor Lewan,28,LT,12,12,309,6-7,Michigan,7/22/1991,5,6,Tennessee Titans / 1st / 11th pick /2014,"$14,500,000",OTI,2019,2025-08-15 14:54:06
33,Dion Lewis,29,RB,16,1,195,5-8,Pittsburgh,9/27/1990,8,3,Philadelphia Eagles / 5th / 149th pick /2011,"$4,000,000",OTI,2019,2025-08-15 14:54:06
