Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
OTI,1972,88,Allen Aldridge,27,DE,8,0,250,6-6,Prairie View A&M,4/27/1945,1,2,
OTI,1972,19,Willie Alexander,23,LCB,14,11,194,6-2,Alcorn St.,9/21/1949,1,5,Houston Oilers / 6th / 134th pick /1971
OTI,1972,48,Bob Atkins,26,DB,14,3,215,6-3,Grambling St.,4/2/1946,4,2,St. Louis Cardinals / 2nd / 42nd pick /1968
OTI,1972,12,Ed Baker,24,QB,1,0,200,6-2,Lafayette,5/29/1948,1,0,
OTI,1972,81,Jim Beirne,26,WR,10,2,206,6-2,Purdue,10/15/1946,4,1,Houston Oilers / 4th / 105th pick /1968
OTI,1972,65,Elvin Bethea,26,RDE,14,14,260,6-2,North Carolina A&T,3/1/1946,4,9,Houston Oilers / 3rd / 77th pick /1968
OTI,1972,82,Ron Billingsley,27,DT,4,3,290,6-8,Wyoming,4/6/1945,5,1,San Diego Chargers / 1st / 14th pick /1967
OTI,1972,52,Garland Boyette,32,MLB,14,8,238,6-1,Grambling St.,3/22/1940,10,4,
OTI,1972,73,Lee Brooks,25,RDT,12,10,261,6-5,Texas,12/7/1947,2,4,Houston Oilers / 2nd / 31st pick /1970
OTI,1972,00,Ken Burrough,24,WR,14,11,215,6-3,Texas Southern,7/14/1948,2,4,New Orleans Saints / 1st / 10th pick /1970
OTI,1972,2,Skip Butler,25,K,13,0,201,6-1,Texas-Arlington,10/21/1947,1,3,Green Bay Packers / 4th / 96th pick /1970
OTI,1972,63,Levert Carr,28,RT,14,14,273,6-2,North Central,6/30/1944,3,4,
OTI,1972,25,John Charles,28,FS,13,11,205,6-0,Purdue,5/9/1944,5,4,Boston Patriots / 1st / 21st pick /1967
OTI,1972,21,Linzy Cole,24,WR,2,0,172,5-11,TCU,4/21/1948,2,0,Chicago Bears / 9th / 210th pick /1970
OTI,1972,59,Phil Croyle,23,RLB,12,7,223,6-3,California,10/30/1949,1,3,Houston Oilers / 7th / 159th pick /1971
