No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
92,Mehdi Abdesmad,25,DE,2,0,284,6-6,Boston Col.,9/28/1991,Rook,0,,OTI,2016,2025-08-15 14:53:43
88,Jace Amaro,24,TE,3,0,265,6-5,Texas Tech,6/26/1992,2,1,New York Jets / 2nd / 49th pick /2014,OTI,2016,2025-08-15 14:53:43
26,Antonio Andrews,24,RB,16,0,225,5-10,Western Kentucky,8/17/1992,2,0,,OTI,2016,2025-08-15 14:53:43
51,David Bass,26,DE,13,0,267,6-4,Missouri Western St.,9/11/1990,3,1,Oakland Raiders / 7th / 233rd pick /2013,OTI,2016,2025-08-15 14:53:43
95,Angelo Blackson,24,DT,13,1,318,6-4,Auburn,11/14/1992,1,1,Tennessee Titans / 4th / 100th pick /2015,OTI,2016,2025-08-15 14:53:43
47,Antwon Blake,26,DB,16,1,198,5-9,Texas-El Paso,8/9/1990,4,1,,OTI,2016,2025-08-15 14:53:43
48,Beau Brinkley,26,TE,16,0,260,6-4,Missouri,1/25/1990,4,1,,OTI,2016,2025-08-15 14:53:43
31,Kevin Byard,23,FS,16,7,218,5-11,Middle Tenn. St.,8/17/1993,Rook,3,Tennessee Titans / 3rd / 64th pick /2016,OTI,2016,2025-08-15 14:53:43
99,Jurrell Casey,27,RDE,15,15,305,6-1,USC,12/5/1989,5,11,Tennessee Titans / 3rd / 77th pick /2011,OTI,2016,2025-08-15 14:53:43
16,Matt Cassel,34,QB,4,1,225,6-4,USC,5/17/1982,11,1,New England Patriots / 7th / 230th pick /2005,OTI,2016,2025-08-15 14:53:43
78,Jack Conklin,22,RT,16,16,308,6-6,Michigan St.,8/17/1994,Rook,14,Tennessee Titans / 1st / 8th pick /2016,OTI,2016,2025-08-15 14:53:43
20,Perrish Cox,29,LCB,11,9,189,5-11,Oklahoma St.,1/10/1987,6,4,Denver Broncos / 5th / 137th pick /2010,OTI,2016,2025-08-15 14:53:43
93,Kevin Dodd,24,DE,9,1,277,6-5,Clemson,7/14/1992,Rook,1,Tennessee Titans / 2nd / 33rd pick /2016,OTI,2016,2025-08-15 14:53:43
83,Harry Douglas,32,WR,11,2,183,6-0,Louisville,9/16/1984,8,2,Atlanta Falcons / 3rd / 84th pick /2008,OTI,2016,2025-08-15 14:53:43
80,Anthony Fasano,32,TE,16,10,258,6-4,Notre Dame,4/20/1984,10,1,Dallas Cowboys / 2nd / 53rd pick /2006,OTI,2016,2025-08-15 14:53:43
45,Jalston Fowler,26,RB,16,6,261,5-11,Alabama,7/26/1990,1,0,Tennessee Titans / 4th / 108th pick /2015,OTI,2016,2025-08-15 14:53:43
22,Derrick Henry,22,RB,15,2,252,6-2,Alabama,1/4/1994,Rook,4,Tennessee Titans / 2nd / 45th pick /2016,OTI,2016,2025-08-15 14:53:43
81,Andre Johnson,35,WR,8,4,229,6-3,Miami (FL),7/11/1981,13,1,Houston Texans / 1st / 3rd pick /2003,OTI,2016,2025-08-15 14:53:43
94,Austin Johnson,22,NT,10,0,314,6-4,Penn St.,5/8/1994,Rook,1,Tennessee Titans / 2nd / 43rd pick /2016,OTI,2016,2025-08-15 14:53:43
25,Rashad Johnson,30,FS,14,7,195,6-0,Alabama,1/2/1986,7,3,Arizona Cardinals / 3rd / 95th pick /2009,OTI,2016,2025-08-15 14:53:43
60,Ben Jones,27,C,16,16,308,6-3,Georgia,7/2/1989,4,8,Houston Texans / 4th / 99th pick /2012,OTI,2016,2025-08-15 14:53:43
90,DaQuan Jones,25,LDE,16,16,320,6-4,Penn St.,12/17/1991,2,8,Tennessee Titans / 4th / 112th pick /2014,OTI,2016,2025-08-15 14:53:43
71,Dennis Kelly,26,T,16,6,321,6-8,Purdue,1/16/1990,4,4,Philadelphia Eagles / 5th / 153rd pick /2012,OTI,2016,2025-08-15 14:53:43
6,Brett Kern,30,P,16,0,214,6-2,Toledo,2/17/1986,8,2,,OTI,2016,2025-08-15 14:53:43
