No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
26,Antonio Andrews,23,RB,14,10,225,5-10,Western Kentucky,8/17/1992,1,4,,OTI,2015,2025-08-15 14:53:34
31,Josh Aubrey,24,DB,1,0,200,5-10,S.F. Austin,4/9/1991,2,0,,OTI,2015,2025-08-15 14:53:34
51,David Bass,25,LOLB,16,7,267,6-4,Missouri Western St.,9/11/1990,2,4,Oakland Raiders / 7th / 233rd pick /2013,OTI,2015,2025-08-15 14:53:34
76,Byron Bell,26,RT/LG,16,16,320,6-5,New Mexico,1/17/1989,4,7,,OTI,2015,2025-08-15 14:53:34
95,Angelo Blackson,23,DT,16,0,318,6-4,Auburn,11/14/1992,Rook,1,Tennessee Titans / 4th / 100th pick /2015,OTI,2015,2025-08-15 14:53:34
48,Beau Brinkley,25,TE,16,0,260,6-4,Missouri,1/25/1990,3,1,,OTI,2015,2025-08-15 14:53:34
55,Zach Brown,26,LILB,16,5,250,6-1,North Carolina,10/23/1989,3,4,Tennessee Titans / 2nd / 52nd pick /2012,OTI,2015,2025-08-15 14:53:34
99,Jurrell Casey,26,RDE,16,16,305,6-1,USC,12/5/1989,4,9,Tennessee Titans / 3rd / 77th pick /2011,OTI,2015,2025-08-15 14:53:34
23,David Cobb,22,RB,7,1,229,5-11,Minnesota,6/3/1993,Rook,1,Tennessee Titans / 5th / 138th pick /2015,OTI,2015,2025-08-15 14:53:34
85,Chase Coffman,29,TE,1,0,250,6-5,Missouri,11/10/1986,5,0,Cincinnati Bengals / 3rd / 98th pick /2009,OTI,2015,2025-08-15 14:53:34
29,Perrish Cox,28,LCB,13,13,189,5-11,Oklahoma St.,1/10/1987,5,5,Denver Broncos / 5th / 137th pick /2010,OTI,2015,2025-08-15 14:53:34
40,Yannick Cudjoe-Virgil,23,LB,2,0,250,6-2,Maryland,11/28/1992,Rook,0,,OTI,2015,2025-08-15 14:53:34
83,Harry Douglas,31,WR,14,12,183,6-0,Louisville,9/16/1984,7,3,Atlanta Falcons / 3rd / 84th pick /2008,OTI,2015,2025-08-15 14:53:34
80,Anthony Fasano,31,TE,16,11,258,6-4,Notre Dame,4/20/1984,9,2,Dallas Cowboys / 2nd / 53rd pick /2006,OTI,2015,2025-08-15 14:53:34
45,Jalston Fowler,25,RB,16,0,261,5-11,Alabama,7/26/1990,Rook,0,Tennessee Titans / 4th / 108th pick /2015,OTI,2015,2025-08-15 14:53:34
69,Andy Gallik,24,C,12,8,299,6-2,Boston Col.,9/24/1991,Rook,4,Tennessee Titans / 6th / 208th pick /2015,OTI,2015,2025-08-15 14:53:34
17,Dorial Green-Beckham,22,WR,16,5,225,6-5,"Oklahoma,Missouri",4/12/1993,Rook,4,Tennessee Titans / 2nd / 40th pick /2015,OTI,2015,2025-08-15 14:53:34
33,Michael Griffin,30,FS,15,14,202,6-0,Texas,1/4/1985,8,5,Tennessee Titans / 1st / 19th pick /2007,OTI,2015,2025-08-15 14:53:34
94,Sammie Lee Hill,29,NT,10,5,331,6-4,Stillman,11/8/1986,6,2,Detroit Lions / 4th / 115th pick /2009,OTI,2015,2025-08-15 14:53:34
28,Marqueston Huff,23,DB,16,0,196,5-11,Wyoming,4/6/1992,1,1,Tennessee Titans / 4th / 122nd pick /2014,OTI,2015,2025-08-15 14:53:34
15,Justin Hunter,24,WR,9,5,203,6-4,Tennessee,5/20/1991,2,2,Tennessee Titans / 2nd / 34th pick /2013,OTI,2015,2025-08-15 14:53:34
52,Steven Johnson,27,LB,16,0,237,6-1,Kansas,3/28/1988,3,1,,OTI,2015,2025-08-15 14:53:34
90,DaQuan Jones,24,LDE,16,16,320,6-4,Penn St.,12/17/1991,1,6,Tennessee Titans / 4th / 112th pick /2014,OTI,2015,2025-08-15 14:53:34
6,Brett Kern,29,P,16,0,214,6-2,Toledo,2/17/1986,7,3,,OTI,2015,2025-08-15 14:53:34
97,Karl Klug,27,DT,16,0,278,6-3,Iowa,3/31/1988,4,2,Tennessee Titans / 5th / 142nd pick /2011,OTI,2015,2025-08-15 14:53:34
77,Taylor Lewan,24,LT,15,15,309,6-7,Michigan,7/22/1991,1,6,Tennessee Titans / 1st / 11th pick /2014,OTI,2015,2025-08-15 14:53:34
78,Joe Looney,25,C,8,6,315,6-3,Wake Forest,8/31/1990,2,3,San Francisco 49ers / 4th / 117th pick /2012,OTI,2015,2025-08-15 14:53:34
8,Marcus Mariota,22,QB,12,12,222,6-4,Oregon,10/30/1993,Rook,9,Tennessee Titans / 1st / 2nd pick /2015,OTI,2015,2025-08-15 14:53:34
93,Mike Martin,25,DT,5,0,307,6-1,Michigan,9/1/1990,3,0,Tennessee Titans / 3rd / 82nd pick /2012,OTI,2015,2025-08-15 14:53:34
16,Tre McBride,23,WR,7,0,210,6-0,William & Mary,12/1/1992,Rook,0,Tennessee Titans / 7th / 245th pick /2015,OTI,2015,2025-08-15 14:53:34
