No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
93,Jonathan Allen,26,LDT,17,17,300,6-3,Alabama,1/16/1995,4,10,Washington Redskins / 1st / 17th pick /2017,WAS,2021,2025-08-15 14:40:07
8,Kyle Allen,25,QB,2,0,210,6-3,"Texas A&M,Houston",3/8/1996,3,0,,WAS,2021,2025-08-15 14:40:07
30,Troy Apke,26,DB,17,0,205,6-1,Penn St.,4/11/1995,3,1,Washington Redskins / 4th / 109th pick /2018,WAS,2021,2025-08-15 14:40:07
38,Alex Armah,27,FB,2,0,255,6-1,West Georgia,5/17/1994,4,0,Carolina Panthers / 6th / 192nd pick /2017,WAS,2021,2025-08-15 14:40:07
87,John Bates,24,TE,17,8,259,6-6,Boise St.,11/6/1997,Rook,2,Washington Football Team / 4th / 124th pick /2021,WAS,2021,2025-08-15 14:40:07
12,Chris Blewitt,26,K,2,0,195,5-9,Pittsburgh,5/2/1995,1,0,,WAS,2021,2025-08-15 14:40:07
53,Jonathan Bostic,30,RLB,4,4,245,6-1,Florida,5/5/1991,8,2,Chicago Bears / 2nd / 50th pick /2013,WAS,2021,2025-08-15 14:40:07
56,William Bradley-King,24,DE,3,0,265,6-4,Baylor,12/22/1997,Rook,0,Washington Football Team / 7th / 240th pick /2021,WAS,2021,2025-08-15 14:40:07
2,Dyami Brown,22,WR,15,6,195,6-0,North Carolina,11/1/1999,Rook,1,Washington Football Team / 3rd / 82nd pick /2021,WAS,2021,2025-08-15 14:40:07
64,Shaq Calhoun,25,G,1,0,310,6-3,Mississippi St.,2/20/1996,2,0,,WAS,2021,2025-08-15 14:40:07
1,DeAndre Carter,28,WR,17,6,190,5-8,Sacramento St.,4/10/1993,3,4,,WAS,2021,2025-08-15 14:40:07
77,Saahdiq Charles,22,T,10,4,321,6-4,LSU,7/26/1999,1,2,Washington Football Team / 4th / 108th pick /2020,WAS,2021,2025-08-15 14:40:07
54,Camaron Cheeseman,23,LS,17,0,237,6-4,Michigan,4/26/1998,Rook,1,Washington Football Team / 6th / 225th pick /2021,WAS,2021,2025-08-15 14:40:07
26,Landon Collins,27,SS,13,13,218,6-0,Alabama,1/10/1994,6,5,New York Giants / 2nd / 33rd pick /2015,WAS,2021,2025-08-15 14:40:07
76,Samuel Cosmi,22,RT,9,9,309,6-6,Texas,2/16/1999,Rook,4,Washington Football Team / 2nd / 51st pick /2021,WAS,2021,2025-08-15 14:40:07
31,Kamren Curl,22,FS,16,14,205,6-2,Arkansas,3/31/1999,1,4,Washington Football Team / 7th / 216th pick /2020,WAS,2021,2025-08-15 14:40:07
52,Jamin Davis,23,MLB,16,8,234,6-4,Kentucky,12/12/1998,Rook,4,Washington Football Team / 1st / 19th pick /2021,WAS,2021,2025-08-15 14:40:07
64,Jamil Douglas,29,G,3,0,309,6-4,Arizona St.,2/28/1992,6,0,Miami Dolphins / 4th / 114th pick /2015,WAS,2021,2025-08-15 14:40:07
46,Milo Eifler,23,LB,3,0,228,6-1,"Washington,Illinois",2/13/1998,Rook,0,,WAS,2021,2025-08-15 14:40:07
35,Corn Elder,27,DB,5,0,185,5-10,Miami (FL),10/9/1994,3,0,Carolina Panthers / 5th / 152nd pick /2017,WAS,2021,2025-08-15 14:40:07
22,Deshazor Everett,29,DB,14,0,203,6-0,Texas A&M,2/22/1992,6,1,,WAS,2021,2025-08-15 14:40:07
14,Ryan Fitzpatrick,39,QB,1,1,221,6-2,Harvard,11/24/1982,16,0,St. Louis Rams / 7th / 250th pick /2005,WAS,2021,2025-08-15 14:40:07
79,Ereck Flowers,27,LG,16,16,330,6-6,Miami (FL),4/25/1994,6,7,New York Giants / 1st / 9th pick /2015,WAS,2021,2025-08-15 14:40:07
48,Darrick Forrest,22,DB,8,0,200,5-11,Cincinnati,5/22/1999,Rook,0,Washington Football Team / 5th / 163rd pick /2021,WAS,2021,2025-08-15 14:40:07
29,Kendall Fuller,26,LCB,16,16,198,5-11,Virginia Tech,2/13/1995,5,5,Washington Redskins / 3rd / 84th pick /2016,WAS,2021,2025-08-15 14:40:07
18,Antonio Gandy-Golden,23,WR,4,0,223,6-4,Liberty,4/11/1998,1,0,Washington Football Team / 4th / 142nd pick /2020,WAS,2021,2025-08-15 14:40:07
24,Antonio Gibson,23,RB,16,14,228,6-0,"East Central CC (MS),Memphis",6/23/1998,1,8,Washington Football Team / 3rd / 66th pick /2020,WAS,2021,2025-08-15 14:40:07
19,Garrett Gilbert,30,QB,1,1,230,6-4,"Texas,SMU",1/1/1991,3,1,St. Louis Rams / 6th / 214th pick /2014,WAS,2021,2025-08-15 14:40:07
45,De'Jon Harris,24,LB,5,0,245,6-0,Arkansas,11/1/1997,1,0,,WAS,2021,2025-08-15 14:40:07
14,D.J. Hayden,31,DB,1,0,190,5-11,Houston,6/27/1990,8,0,Oakland Raiders / 1st / 12th pick /2013,WAS,2021,2025-08-15 14:40:07
4,Taylor Heinicke,28,QB,16,15,210,6-1,Old Dominion,3/15/1993,4,11,,WAS,2021,2025-08-15 14:40:07
88,Temarrick Hemingway,28,TE,2,1,245,6-5,South Carolina St.,7/30/1993,5,0,Los Angeles Rams / 6th / 177th pick /2016,WAS,2021,2025-08-15 14:40:07
55,Cole Holcomb,25,LLB,16,16,240,6-1,North Carolina,7/30/1996,2,8,Washington Redskins / 5th / 173rd pick /2019,WAS,2021,2025-08-15 14:40:07
3,Dustin Hopkins,31,K,6,0,210,6-2,Florida St.,10/1/1990,6,1,Buffalo Bills / 6th / 177th pick /2013,WAS,2021,2025-08-15 14:40:07
47,Khaleke Hudson,24,S,12,1,220,6-0,Michigan,12/6/1997,1,1,Washington Football Team / 5th / 162nd pick /2020,WAS,2021,2025-08-15 14:40:07
13,Adam Humphries,28,WR,17,11,195,5-11,Clemson,6/24/1993,6,3,,WAS,2021,2025-08-15 14:40:07
98,Matthew Ioannidis,27,DT,16,6,310,6-3,Temple,1/11/1994,5,3,Washington Redskins / 5th / 152nd pick /2016,WAS,2021,2025-08-15 14:40:07
60,Keith Ismael,23,C,10,5,310,6-3,San Diego St.,7/25/1998,1,2,Washington Football Team / 5th / 156th pick /2020,WAS,2021,2025-08-15 14:40:07
23,William Jackson III,29,RCB,12,12,189,6-0,"Houston,Trinity Valley CC (TX)",10/27/1992,4,4,Cincinnati Bengals / 1st / 24th pick /2016,WAS,2021,2025-08-15 14:40:07
16,Brian Johnson,22,K,3,0,185,6-1,Virginia Tech,3/5/1999,Rook,0,,WAS,2021,2025-08-15 14:40:07
36,Danny Johnson,26,DB,12,1,190,5-9,Southern,11/17/1995,3,1,,WAS,2021,2025-08-15 14:40:07
59,Jordan Kunaszyk,25,LB,11,0,235,6-3,California,10/15/1996,2,1,,WAS,2021,2025-08-15 14:40:07
69,Tyler Larsen,30,C,9,3,335,6-4,Utah St.,7/8/1991,5,2,,WAS,2021,2025-08-15 14:40:07
72,Charles Leno Jr.,30,LT,17,17,302,6-3,Boise St.,10/9/1991,7,8,Chicago Bears / 7th / 246th pick /2014,WAS,2021,2025-08-15 14:40:07
78,Cornelius Lucas,30,RT,15,7,327,6-8,Kansas St.,7/18/1991,7,4,,WAS,2021,2025-08-15 14:40:07
51,David Mayo,28,LB,16,4,240,6-2,Texas St.,8/18/1993,6,3,Carolina Panthers / 5th / 169th pick /2015,WAS,2021,2025-08-15 14:40:07
20,Bobby McCain,28,FS,17,16,196,5-9,Memphis,8/18/1993,6,6,Miami Dolphins / 5th / 145th pick /2015,WAS,2021,2025-08-15 14:40:07
41,J.D. McKissic,28,RB,11,3,195,5-10,Arkansas St.,8/15/1993,5,5,,WAS,2021,2025-08-15 14:40:07
17,Terry McLaurin,26,WR,17,17,210,6-0,Ohio St.,9/15/1995,2,9,Washington Redskins / 3rd / 76th pick /2019,WAS,2021,2025-08-15 14:40:07
35,Torry McTyer,26,DB,4,0,188,5-11,UNLV,4/10/1995,4,0,,WAS,2021,2025-08-15 14:40:07
15,Dax Milne,22,WR,13,1,190,6-1,BYU,6/23/1999,Rook,1,Washington Football Team / 7th / 258th pick /2021,WAS,2021,2025-08-15 14:40:07
50,Jared Norris,28,LB,5,0,238,6-1,Utah,7/19/1993,5,0,,WAS,2021,2025-08-15 14:40:07
43,Nate Orchard,28,DE,2,0,251,6-3,Utah,1/5/1993,6,0,Cleveland Browns / 2nd / 51st pick /2015,WAS,2021,2025-08-15 14:40:07
32,Jaret Patterson,22,RB,17,1,195,5-8,Buffalo,12/23/1999,Rook,2,,WAS,2021,2025-08-15 14:40:07
94,Daron Payne,24,RDT,17,17,320,6-3,Alabama,5/27/1997,3,7,Washington Redskins / 1st / 13th pick /2018,WAS,2021,2025-08-15 14:40:07
39,Jeremy Reaves,25,DB,5,2,200,5-11,South Alabama,8/29/1996,3,1,,WAS,2021,2025-08-15 14:40:07
80,Sammis Reyes,26,TE,11,1,240,6-7,"Tulane,Loyola (LA)",10/19/1995,Rook,0,,WAS,2021,2025-08-15 14:40:07
34,Darryl Roberts,31,DB,6,3,190,6-0,Marshall,11/26/1990,5,1,New England Patriots / 7th / 247th pick /2015,WAS,2021,2025-08-15 14:40:07
57,Bunmi Rotimi,26,DE,9,1,273,6-3,Old Dominion,7/16/1995,1,1,,WAS,2021,2025-08-15 14:40:07
73,Chase Roullier,28,C,8,8,312,6-4,Wyoming,8/23/1993,4,3,Washington Redskins / 6th / 199th pick /2017,WAS,2021,2025-08-15 14:40:07
10,Curtis Samuel,25,WR,5,1,195,5-11,Ohio St.,8/11/1996,4,0,Carolina Panthers / 2nd / 40th pick /2017,WAS,2021,2025-08-15 14:40:07
75,Brandon Scherff,30,RG,11,11,315,6-5,Iowa,12/26/1991,6,5,Washington Redskins / 1st / 5th pick /2015,WAS,2021,2025-08-15 14:40:07
71,Wes Schweitzer,28,RG,11,5,300,6-4,San Jose St.,9/11/1993,4,2,Atlanta Falcons / 6th / 195th pick /2016,WAS,2021,2025-08-15 14:40:07
83,Ricky Seals-Jones,26,TE,13,6,243,6-5,Texas A&M,3/15/1995,4,2,,WAS,2021,2025-08-15 14:40:07
97,Tim Settle,24,DT,16,0,313,6-3,Virginia Tech,7/11/1997,3,1,Washington Redskins / 5th / 163rd pick /2018,WAS,2021,2025-08-15 14:40:07
11,Cam Sims,25,WR,14,3,214,6-5,Alabama,1/6/1996,3,2,,WAS,2021,2025-08-15 14:40:07
3,Joey Slye,25,K,6,0,213,5-11,Virginia Tech,4/10/1996,2,2,,WAS,2021,2025-08-15 14:40:07
34,Wendell Smallwood,27,RB,3,0,208,5-10,West Virginia,1/20/1994,5,0,Philadelphia Eagles / 5th / 153rd pick /2016,WAS,2021,2025-08-15 14:40:07
