No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
92,Chris Baker,29,RDE,16,16,306,6-2,Hampton,10/8/1987,7,7,,WAS,2016,2025-08-15 14:39:29
96,Houston Bates,25,LB,14,0,245,6-1,Louisiana Tech,12/28/1991,1,1,,WAS,2016,2025-08-15 14:39:29
41,Will Blackmon,32,FS,15,6,212,6-0,Boston Col.,10/27/1984,10,2,Green Bay Packers / 4th / 115th pick /2006,WAS,2016,2025-08-15 14:39:29
26,Bashaud Breeland,24,LCB,14,14,195,5-11,Clemson,1/30/1992,2,5,Washington Redskins / 4th / 102nd pick /2014,WAS,2016,2025-08-15 14:39:29
34,Mack Brown,25,DB,9,0,213,5-11,Florida,9/24/1991,Rook,1,,WAS,2016,2025-08-15 14:39:29
30,David Bruton,29,DB,4,4,210,6-2,Notre Dame,7/23/1987,7,1,Denver Broncos / 4th / 114th pick /2009,WAS,2016,2025-08-15 14:39:29
89,Derek Carrier,26,TE,8,0,240,6-3,Beloit,7/25/1990,3,0,,WAS,2016,2025-08-15 14:39:29
51,William Compton,27,LILB,15,15,235,6-1,Nebraska,9/19/1989,3,7,,WAS,2016,2025-08-15 14:39:29
8,Kirk Cousins,28,QB,16,16,205,6-3,Michigan St.,8/19/1988,4,15,Washington Redskins / 4th / 102nd pick /2012,WAS,2016,2025-08-15 14:39:29
36,Su'a Cravens,21,LB,11,3,224,6-1,USC,7/7/1995,Rook,4,Washington Redskins / 2nd / 53rd pick /2016,WAS,2016,2025-08-15 14:39:29
80,Jamison Crowder,23,WR,16,9,177,5-9,Duke,6/17/1993,1,8,Washington Redskins / 4th / 105th pick /2015,WAS,2016,2025-08-15 14:39:29
85,Vernon Davis,32,TE,16,14,248,6-3,Maryland,1/31/1984,10,5,San Francisco 49ers / 1st / 6th pick /2006,WAS,2016,2025-08-15 14:39:29
18,Josh Doctson,24,WR,2,0,205,6-2,"TCU,Wyoming",12/3/1992,Rook,1,Washington Redskins / 1st / 22nd pick /2016,WAS,2016,2025-08-15 14:39:29
47,Quinton Dunbar,24,DB,14,2,202,6-2,Florida,7/22/1992,1,2,,WAS,2016,2025-08-15 14:39:29
45,Josh Evans,25,DB,2,0,207,6-1,Florida,6/5/1991,3,0,Jacksonville Jaguars / 6th / 169th pick /2013,WAS,2016,2025-08-15 14:39:29
22,Deshazor Everett,24,DB,16,0,203,6-0,Texas A&M,2/22/1992,1,1,,WAS,2016,2025-08-15 14:39:29
54,Mason Foster,27,RILB,16,13,240,6-1,Washington,3/1/1989,5,7,Tampa Bay Buccaneers / 3rd / 84th pick /2011,WAS,2016,2025-08-15 14:39:29
38,Kendall Fuller,21,DB,13,6,198,5-11,Virginia Tech,2/13/1995,Rook,2,Washington Redskins / 3rd / 84th pick /2016,WAS,2016,2025-08-15 14:39:29
88,Pierre Garcon,30,WR,16,16,211,6-0,Mount Union,8/8/1986,8,9,Indianapolis Colts / 6th / 205th pick /2008,WAS,2016,2025-08-15 14:39:29
52,Terence Garvin,25,LB,16,0,242,6-3,West Virginia,1/1/1991,3,1,,WAS,2016,2025-08-15 14:39:29
64,Kedric Golston,33,DT,2,2,330,6-4,Georgia,5/30/1983,10,1,Washington Redskins / 6th / 196th pick /2006,WAS,2016,2025-08-15 14:39:29
14,Ryan Grant,26,WR,16,1,195,6-0,Tulane,12/19/1990,2,1,Washington Redskins / 5th / 142nd pick /2014,WAS,2016,2025-08-15 14:39:29
23,DeAngelo Hall,33,DB,3,3,200,5-10,Virginia Tech,11/19/1983,12,1,Atlanta Falcons / 1st / 8th pick /2004,WAS,2016,2025-08-15 14:39:29
13,Maurice Harris,24,WR,10,0,205,6-3,California,11/11/1992,Rook,1,,WAS,2016,2025-08-15 14:39:29
90,Evander Hood,29,NT,16,14,305,6-3,Missouri,2/16/1987,7,6,Pittsburgh Steelers / 1st / 32nd pick /2009,WAS,2016,2025-08-15 14:39:29
3,Dustin Hopkins,26,K,16,0,210,6-2,Florida St.,10/1/1990,1,2,Buffalo Bills / 6th / 177th pick /2013,WAS,2016,2025-08-15 14:39:29
29,Duke Ihenacho,27,FS,15,10,212,6-0,San Jose St.,6/16/1989,4,3,,WAS,2016,2025-08-15 14:39:29
98,Matthew Ioannidis,22,DT,10,0,310,6-3,Temple,1/11/1994,Rook,1,Washington Redskins / 5th / 152nd pick /2016,WAS,2016,2025-08-15 14:39:29
11,DeSean Jackson,30,WR,15,15,175,5-10,California,12/1/1986,8,8,Philadelphia Eagles / 2nd / 49th pick /2008,WAS,2016,2025-08-15 14:39:29
99,Ricky Jean-Francois,30,LDE,16,6,309,6-2,LSU,11/23/1986,7,3,San Francisco 49ers / 7th / 244th pick /2009,WAS,2016,2025-08-15 14:39:29
73,Cullen Jenkins,35,NT,15,0,305,6-2,Central Michigan,1/20/1981,12,1,,WAS,2016,2025-08-15 14:39:29
31,Matt Jones,23,RB,7,7,239,6-2,Florida,3/7/1993,1,4,Washington Redskins / 3rd / 95th pick /2015,WAS,2016,2025-08-15 14:39:29
32,Robert Kelley,24,RB,15,9,229,6-0,Tulane,10/3/1992,Rook,5,,WAS,2016,2025-08-15 14:39:29
