No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
93,Sam Acho,29,LOLB,16,12,259,6-3,Texas,9/6/1988,6,6,Arizona Cardinals / 4th / 103rd pick /2011,CHI,2017,2025-08-15 13:46:34
38,Adrian Amos,24,SS,13,10,214,6-0,Penn St.,4/29/1993,2,5,Chicago Bears / 5th / 142nd pick /2015,CHI,2017,2025-08-15 13:46:34
20,Prince Amukamara,28,LCB,14,12,206,6-0,Nebraska,6/6/1989,6,5,New York Giants / 1st / 19th pick /2011,CHI,2017,2025-08-15 13:46:34
58,Jonathan Anderson,26,LB,12,0,237,6-1,TCU,10/27/1991,2,1,,CHI,2017,2025-08-15 13:46:34
4,Connor Barth,31,K,10,0,193,5-11,North Carolina,4/11/1986,9,1,,CHI,2017,2025-08-15 13:46:34
15,Josh Bellamy,28,WR,15,7,208,6-0,Louisville,5/18/1989,5,3,,CHI,2017,2025-08-15 13:46:34
84,Ben Braunecker,23,TE,8,0,247,6-3,Harvard,2/7/1994,1,0,,CHI,2017,2025-08-15 13:46:34
85,Daniel Brown,25,WR,14,2,247,6-5,James Madison,5/26/1992,2,1,,CHI,2017,2025-08-15 13:46:34
90,Jonathan Bullard,24,DE,16,3,290,6-3,Florida,10/22/1993,1,3,Chicago Bears / 3rd / 72nd pick /2016,CHI,2017,2025-08-15 13:46:34
46,Michael Burton,25,RB,16,3,247,6-0,Rutgers,2/1/1992,2,0,Detroit Lions / 5th / 168th pick /2015,CHI,2017,2025-08-15 13:46:34
26,Deon Bush,24,DB,13,0,200,6-0,Miami (FL),8/14/1993,1,1,Chicago Bears / 4th / 124th pick /2016,CHI,2017,2025-08-15 13:46:34
37,Bryce Callahan,26,DB,12,6,188,5-9,Rice,10/23/1991,2,8,,CHI,2017,2025-08-15 13:46:34
29,Tarik Cohen,22,RB,16,4,181,5-6,North Carolina A&T,7/26/1995,Rook,6,Chicago Bears / 4th / 119th pick /2017,CHI,2017,2025-08-15 13:46:34
76,Tom Compton,28,T,11,5,315,6-6,South Dakota,5/10/1989,4,2,Washington Redskins / 6th / 193rd pick /2012,CHI,2017,2025-08-15 13:46:34
31,Marcus Cooper,27,DB,15,4,197,6-2,Rutgers,2/1/1990,4,2,San Francisco 49ers / 7th / 252nd pick /2013,CHI,2017,2025-08-15 13:46:34
69,Rashaad Coward,23,DT,1,0,319,6-5,Old Dominion,11/6/1994,Rook,0,,CHI,2017,2025-08-15 13:46:34
30,Benny Cunningham,27,RB,14,0,218,5-10,Middle Tenn. St.,7/7/1990,4,2,,CHI,2017,2025-08-15 13:46:34
21,Quintin Demps,32,DB,3,3,203,6-0,Texas-El Paso,6/29/1985,9,1,Philadelphia Eagles / 4th / 117th pick /2008,CHI,2017,2025-08-15 13:46:34
49,Andrew DePaola,30,LS,16,0,229,6-1,Rutgers,7/28/1987,3,1,,CHI,2017,2025-08-15 13:46:34
94,Leonard Floyd,25,ROLB,10,10,240,6-3,Georgia,9/8/1992,1,6,Chicago Bears / 1st / 9th pick /2016,CHI,2017,2025-08-15 13:46:34
