No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
17,Tyson Bagent,23,QB,5,4,212,6-3,Shepherd,6/8/2000,Rook,3,,CHI,2023,2025-08-15 13:47:32
47,Micah Baskerville,24,LB,2,0,224,6-0,LSU,10/19/1999,Rook,0,,CHI,2023,2025-08-15 13:47:32
97,Andrew Billings,28,DL,17,17,340,6-1,Baylor,3/6/1995,6,7,Cincinnati Bengals / 4th / 122nd pick /2016,CHI,2023,2025-08-15 13:47:32
39,Josh Blackwell,24,DB,10,0,179,5-11,Duke,4/5/1999,1,1,,CHI,2023,2025-08-15 13:47:32
35,Khari Blasingame,27,FB,16,2,233,6-0,Vanderbilt,7/1/1996,4,0,,CHI,2023,2025-08-15 13:47:32
75,Larry Borom,24,OL,16,6,325,6-5,Missouri,3/30/1999,2,4,Chicago Bears / 5th / 151st pick /2021,CHI,2023,2025-08-15 13:47:32
9,Jaquan Brisker,24,DB,15,15,204,6-1,"Lackawanna,Penn St.",4/20/1999,1,5,Chicago Bears / 2nd / 48th pick /2022,CHI,2023,2025-08-15 13:47:32
88,Stephen Carlson,27,TE,1,0,248,6-4,Princeton,12/12/1996,4,0,,CHI,2023,2025-08-15 13:47:32
69,Ja'Tyre Carter,24,OL,10,2,311,6-3,Southern,1/15/1999,1,2,Chicago Bears / 7th / 226th pick /2022,CHI,2023,2025-08-15 13:47:32
10,Chase Claypool,25,WR,3,2,238,6-4,Notre Dame,7/7/1998,3,0,Pittsburgh Steelers / 2nd / 49th pick /2020,CHI,2023,2025-08-15 13:47:32
55,Dylan Cole,29,LB,16,0,240,6-0,Missouri State,5/19/1994,6,1,,CHI,2023,2025-08-15 13:47:32
74,Aviante Collins,29,OL,1,0,292,6-4,TCU,5/13/1994,6,0,,CHI,2023,2025-08-15 13:47:32
64,Nate Davis,27,OL,11,11,316,6-3,Charlotte,9/23/1996,4,5,Tennessee Titans / 3rd / 82nd pick /2019,CHI,2023,2025-08-15 13:47:32
99,Gervon Dexter,22,DL,17,1,326,6-6,Florida,10/5/2001,Rook,2,Chicago Bears / 2nd / 53rd pick /2023,CHI,2023,2025-08-15 13:47:32
49,Tremaine Edmunds,25,LB,15,15,251,6-4,Virginia Tech,5/2/1998,5,8,Buffalo Bills / 1st / 16th pick /2018,CHI,2023,2025-08-15 13:47:32
53,T.J. Edwards,27,LB,17,17,228,6-0,Wisconsin,8/12/1996,4,9,,CHI,2023,2025-08-15 13:47:32
25,Darrynton Evans,25,RB,5,0,203,5-10,Appalachian St.,7/9/1998,3,1,Tennessee Titans / 3rd / 93rd pick /2020,CHI,2023,2025-08-15 13:47:32
67,Dan Feeney,29,OL,16,1,310,6-4,Indiana,5/29/1994,6,2,Los Angeles Chargers / 3rd / 71st pick /2017,CHI,2023,2025-08-15 13:47:32
1,Justin Fields,24,QB,13,13,227,6-3,"Georgia,Ohio St.",3/5/1999,2,13,Chicago Bears / 1st / 11th pick /2021,CHI,2023,2025-08-15 13:47:32
21,D'Onta Foreman,27,RB,9,8,235,6-0,Texas,4/24/1996,6,3,Houston Texans / 3rd / 89th pick /2017,CHI,2023,2025-08-15 13:47:32
43,DeMarquis Gates,27,LB,5,0,221,6-2,Mississippi,3/7/1996,1,1,,CHI,2023,2025-08-15 13:47:32
16,Trenton Gill,24,P,17,0,219,6-4,North Carolina St.,3/5/1999,1,2,Chicago Bears / 7th / 255th pick /2022,CHI,2023,2025-08-15 13:47:32
6,Kyler Gordon,24,DB,13,7,200,5-11,Washington,12/17/1999,1,3,Chicago Bears / 2nd / 39th pick /2022,CHI,2023,2025-08-15 13:47:32
94,Rasheem Green,26,DL,17,0,279,6-4,USC,5/15/1997,5,1,Seattle Seahawks / 3rd / 79th pick /2018,CHI,2023,2025-08-15 13:47:32
37,Duron Harmon,32,S,3,1,205,6-0,Rutgers,1/24/1991,10,0,New England Patriots / 3rd / 91st pick /2013,CHI,2023,2025-08-15 13:47:32
24,Khalil Herbert,25,RB,12,9,212,5-9,"Kansas,Virginia Tech",4/21/1998,2,5,Chicago Bears / 6th / 217th pick /2021,CHI,2023,2025-08-15 13:47:32
22,Elijah Hicks,24,DB,17,6,204,5-11,California,10/16/1999,1,3,Chicago Bears / 7th / 254th pick /2022,CHI,2023,2025-08-15 13:47:32
20,Travis Homer,25,RB,16,0,211,5-10,Miami (FL),8/7/1998,4,0,Seattle Seahawks / 6th / 204th pick /2019,CHI,2023,2025-08-15 13:47:32
4,Eddie Jackson,30,FS,12,12,202,6-0,Alabama,12/10/1993,6,4,Chicago Bears / 4th / 112th pick /2017,CHI,2023,2025-08-15 13:47:32
76,Teven Jenkins,25,OL,12,11,321,6-6,Oklahoma St.,3/3/1998,2,5,Chicago Bears / 2nd / 39th pick /2021,CHI,2023,2025-08-15 13:47:32
