Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
CLE,1980,80,Willis Adams,24,WR,16,0,194,6-2,Houston,8/22/1956,1,2,Cleveland Browns / 1st / 20th pick /1979
CLE,1980,77,Lyle Alzado,31,RDE,16,16,255,6-3,"Kilgore College,Yankton",4/3/1949,9,13,Denver Broncos / 4th / 79th pick /1971
CLE,1980,52,Dick Ambrose,27,RILB,16,16,235,6-0,Virginia,1/17/1953,5,7,Cleveland Browns / 12th / 290th pick /1975
CLE,1980,24,Autry Beamon,27,DB,13,0,190,6-1,Texas A&M-Commerce,11/12/1953,5,1,Minnesota Vikings / 12th / 311th pick /1975
CLE,1980,28,Ron Bolton,30,LCB,16,16,180,6-2,Norfolk St.,4/16/1950,8,7,New England Patriots / 5th / 124th pick /1972
CLE,1980,91,Henry Bradley,27,NT,16,16,261,6-2,Alcorn St.,9/4/1953,1,7,San Diego Chargers / 9th / 237th pick /1978
CLE,1980,49,Clinton Burrell,24,RCB,15,13,192,6-1,LSU,9/4/1956,1,6,Cleveland Browns / 6th / 151st pick /1979
CLE,1980,12,Don Cockroft,35,K,16,0,195,6-2,Adams St.,2/6/1945,12,2,Cleveland Browns / 3rd / 55th pick /1967
CLE,1980,53,Bill Cowher,23,LB,16,2,225,6-3,North Carolina St.,5/8/1957,1,2,
CLE,1980,93,Ron Crews,24,NT,16,0,256,6-4,"Notre Dame,UNLV",10/9/1956,Rook,1,Cleveland Browns / 4th / 99th pick /1980
CLE,1980,27,Thom Darden,30,FS,16,16,195,6-2,Michigan,8/28/1950,8,6,Cleveland Browns / 1st / 18th pick /1972
CLE,1980,21,Oliver Davis,26,DB,15,1,203,6-1,Tennessee St.,8/29/1954,3,1,Cleveland Browns / 4th / 102nd pick /1977
CLE,1980,64,Joe DeLamielleure,29,RG,16,13,254,6-3,Michigan St.,3/16/1951,7,13,Buffalo Bills / 1st / 26th pick /1973
CLE,1980,54,Tom DeLeone,30,C,16,16,248,6-2,Ohio St.,8/13/1950,8,12,Cincinnati Bengals / 5th / 106th pick /1972
CLE,1980,73,Doug Dieken,31,LT,16,16,254,6-5,Illinois,2/12/1949,9,12,Cleveland Browns / 6th / 142nd pick /1971
CLE,1980,8,Johnny Evans,24,P,16,0,197,6-1,North Carolina St.,2/18/1956,2,2,Cleveland Browns / 2nd / 39th pick /1978
CLE,1980,83,Ricky Feacher,26,WR,16,0,174,5-10,Miss. Valley St.,2/11/1954,4,2,New England Patriots / 10th / 270th pick /1976
CLE,1980,20,Judson Flint,23,DB,13,0,201,6-0,"Memphis,California (PA)",1/26/1957,Rook,1,New England Patriots / 7th / 177th pick /1979
CLE,1980,94,Elvis Franks,23,DE,16,0,252,6-4,Morgan St.,7/9/1957,Rook,1,Cleveland Browns / 5th / 116th pick /1980
CLE,1980,50,Don Goode,29,LB,15,3,234,6-2,Kansas,6/21/1951,6,2,San Diego Chargers / 1st / 15th pick /1974
CLE,1980,59,Charlie Hall,32,LOLB,16,16,220,6-3,Houston,12/2/1948,9,7,Cleveland Browns / 3rd / 68th pick /1971
CLE,1980,26,Dino Hall,25,RB,16,0,165,5-7,Rowan,12/6/1955,1,0,
CLE,1980,90,Marshall Harris,25,LDE,16,15,261,6-6,TCU,12/6/1955,1,7,New York Jets / 8th / 198th pick /1979
CLE,1980,35,Calvin Hill,33,RB,15,0,227,6-4,Yale,1/2/1947,11,4,Dallas Cowboys / 1st / 24th pick /1969
CLE,1980,68,Robert Jackson,27,G,14,4,255,6-2,Duke,4/1/1953,5,3,
CLE,1980,56,Robert Jackson,26,LILB,14,14,230,6-1,Texas A&M,8/7/1954,2,7,Cleveland Browns / 1st / 17th pick /1977
CLE,1980,48,Lawrence Johnson,23,DB,2,2,204,5-11,Wisconsin,9/11/1957,1,1,Cleveland Browns / 2nd / 40th pick /1979
CLE,1980,85,Dave Logan,26,WR,16,16,219,6-4,Colorado,2/2/1954,4,8,Cleveland Browns / 3rd / 65th pick /1976
CLE,1980,57,Clay Matthews,24,ROLB,14,13,245,6-2,USC,3/15/1956,2,6,Cleveland Browns / 1st / 12th pick /1978
CLE,1980,16,Paul McDonald,22,QB,15,0,185,6-2,USC,2/23/1958,Rook,0,Cleveland Browns / 4th / 109th pick /1980
CLE,1980,30,Cleo Miller,28,RB,16,0,207,5-11,Ark-Pine Bluff,9/5/1952,6,1,
CLE,1980,55,John Mohring,24,LB,14,0,240,6-3,C.W. Post,11/14/1956,Rook,1,Detroit Lions / 8th / 213th pick /1979
CLE,1980,82,Ozzie Newsome,24,TE,16,16,232,6-2,Alabama,3/16/1956,2,6,Cleveland Browns / 1st / 23rd pick /1978
CLE,1980,84,McDonald Oden,22,TE,16,0,234,6-4,Tennessee St.,3/28/1958,1,0,
CLE,1980,58,Cliff Odom,22,LB,8,0,237,6-2,Texas-Arlington,8/15/1958,Rook,1,Cleveland Browns / 3rd / 72nd pick /1980
CLE,1980,69,Joel Patten,22,T,6,0,310,6-7,Duke,2/7/1958,Rook,1,
CLE,1980,34,Greg Pruitt,29,RB,16,9,190,5-10,Oklahoma,8/18/1951,7,5,Cleveland Browns / 2nd / 30th pick /1973
CLE,1980,43,Mike Pruitt,26,FB,16,16,222,6-0,Purdue,4/3/1954,4,12,Cleveland Browns / 1st / 7th pick /1976
CLE,1980,63,Cody Risien,23,RT,16,16,269,6-7,Texas A&M,3/22/1957,1,9,Cleveland Browns / 7th / 183rd pick /1979
CLE,1980,33,Reggie Rucker,33,WR,16,16,195,6-2,Boston Univ.,9/21/1947,10,7,
CLE,1980,22,Clarence Scott,31,SS,16,16,190,6-0,Kansas St.,4/9/1949,9,6,Cleveland Browns / 1st / 14th pick /1971
CLE,1980,65,Henry Sheppard,28,LG,16,15,255,6-6,SMU,11/12/1952,4,9,Cleveland Browns / 5th / 130th pick /1976
CLE,1980,72,Jerry Sherk,32,DE,1,1,258,6-4,Oklahoma St.,7/7/1948,10,0,Cleveland Browns / 2nd / 47th pick /1970
CLE,1980,17,Brian Sipe,31,QB,16,16,195,6-1,"Grossmont College (CA),San Diego St.",8/8/1949,6,15,Cleveland Browns / 13th / 330th pick /1972
CLE,1980,79,Gerry Sullivan,28,T,16,0,250,6-4,Illinois,1/15/1952,6,2,Cleveland Browns / 7th / 171st pick /1974
CLE,1980,87,Curtis Weathers,24,TE,10,0,224,6-5,Mississippi,9/16/1956,1,1,Cleveland Browns / 9th / 241st pick /1979
CLE,1980,25,Charles White,22,RB,14,7,190,5-10,USC,1/22/1958,Rook,4,Cleveland Browns / 1st / 27th pick /1980
CLE,1980,70,Jerry Wilkinson,24,DE,7,0,248,6-9,Oregon St.,2/27/1956,1,1,Los Angeles Rams / 4th / 108th pick /1979
CLE,1980,89,Keith Wright,24,WR,12,0,172,5-10,Memphis,1/30/1956,2,1,Cleveland Browns / 5th / 122nd pick /1978
