No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
13,Odell Beckham Jr.,28,WR,7,7,200,5-11,LSU,11/5/1992,6,4,New York Giants / 1st / 12th pick /2014,"$14,000,000",CLE,2020,2025-08-15 13:51:17
48,Elijah Benton,24,S,1,0,205,6-1,Liberty,9/5/1996,Rook,0,,,CLE,2020,2025-08-15 13:51:17
75,Joel Bitonio,29,LG,16,16,320,6-4,Nevada,10/11/1991,6,11,Cleveland Browns / 2nd / 35th pick /2014,"$8,500,000",CLE,2020,2025-08-15 13:51:17
84,Ja'Marcus Bradley,24,WR,3,1,195,6-1,Louisiana,12/11/1996,Rook,1,,,CLE,2020,2025-08-15 13:51:17
63,Evan Brown,24,C,5,0,320,6-3,SMU,9/16/1996,1,0,,"$750,000",CLE,2020,2025-08-15 13:51:17
88,Harrison Bryant,22,TE,15,9,243,6-5,Florida Atlantic,4/23/1998,Rook,2,Cleveland Browns / 4th / 115th pick /2020,"$610,000",CLE,2020,2025-08-15 13:51:17
89,Stephen Carlson,24,TE,16,2,248,6-4,Princeton,12/12/1996,1,0,,"$675,000",CLE,2020,2025-08-15 13:51:17
24,Nick Chubb,25,RB,12,12,227,5-11,Georgia,12/27/1995,2,9,Cleveland Browns / 2nd / 35th pick /2018,"$1,151,190",CLE,2020,2025-08-15 13:51:17
94,Adrian Clayborn,32,DE,15,2,280,6-3,Iowa,7/6/1988,9,2,Tampa Bay Buccaneers / 1st / 20th pick /2011,"$1,750,000",CLE,2020,2025-08-15 13:51:17
78,Jack Conklin,26,RT,15,15,308,6-6,Michigan St.,8/17/1994,4,15,Tennessee Titans / 1st / 8th pick /2016,"$5,000,000",CLE,2020,2025-08-15 13:51:17
55,Tae Davis,24,LB,13,0,222,6-0,Chattanooga,8/14/1996,2,1,,"$750,000",CLE,2020,2025-08-15 13:51:17
68,Michael Dunn,26,T,6,0,315,6-5,Maryland,8/28/1994,1,0,,,CLE,2020,2025-08-15 13:51:17
90,Jordan Elliott,23,DT,16,1,303,6-4,"Texas,Missouri",11/23/1997,Rook,1,Cleveland Browns / 3rd / 88th pick /2020,"$610,000",CLE,2020,2025-08-15 13:51:17
58,Anthony Fabiano,27,T,0,0,303,6-4,Harvard,7/13/1993,4,0,,,CLE,2020,2025-08-15 13:51:17
95,Myles Garrett,25,LDE,14,14,272,6-4,Texas A&M,12/29/1995,3,14,Cleveland Browns / 1st / 1st pick /2017,"$862,126",CLE,2020,2025-08-15 13:51:17
7,Jamie Gillan,23,P,16,0,207,6-1,Ark-Pine Bluff,7/4/1997,1,1,,"$675,000",CLE,2020,2025-08-15 13:51:17
93,B.J. Goodson,27,MLB,14,14,242,6-0,Clemson,5/29/1993,4,6,New York Giants / 4th / 109th pick /2016,"$1,000,000",CLE,2020,2025-08-15 13:51:17
38,A.J. Green,22,CB,2,0,198,6-2,Oklahoma St.,6/9/1998,Rook,0,,,CLE,2020,2025-08-15 13:51:17
97,Porter Gustin,23,DE,14,3,260,6-5,USC,2/8/1997,1,2,,"$675,000",CLE,2020,2025-08-15 13:51:17
18,Marvin Hall,27,WR,1,1,190,5-10,Washington,4/10/1993,3,0,,,CLE,2020,2025-08-15 13:51:17
62,Blake Hance,24,T,0,0,310,6-5,Northwestern,1/11/1996,-1,0,,,CLE,2020,2025-08-15 13:51:17
53,Nick Harris,22,C,12,1,293,6-1,Washington,11/13/1998,Rook,1,Cleveland Browns / 5th / 160th pick /2020,"$610,000",CLE,2020,2025-08-15 13:51:17
33,Ronnie Harrison,23,SS,11,7,207,6-2,Alabama,4/18/1997,2,3,Jacksonville Jaguars / 3rd / 93rd pick /2018,"$750,000",CLE,2020,2025-08-15 13:51:17
82,Rashard Higgins,26,WR,13,6,198,6-1,Colorado St.,10/7/1994,4,6,Cleveland Browns / 5th / 172nd pick /2016,"$910,000",CLE,2020,2025-08-15 13:51:17
25,Dontrell Hilliard,25,RB,5,0,202,5-11,Tulane,2/26/1995,2,0,,"$617,652",CLE,2020,2025-08-15 13:51:17
12,KhaDarel Hodge,25,WR,9,0,210,6-2,"Alcorn St.,Hinds CC,Prairie View A&M",1/3/1995,2,2,,"$697,059",CLE,2020,2025-08-15 13:51:17
81,Austin Hooper,26,TE,13,13,254,6-4,Stanford,10/29/1994,4,4,Atlanta Falcons / 3rd / 81st pick /2016,"$1,500,000",CLE,2020,2025-08-15 13:51:17
74,Chris Hubbard,29,RG,11,5,295,6-4,Ala-Birmingham,4/23/1991,6,3,,"$2,150,000",CLE,2020,2025-08-15 13:51:17
47,Charley Hughlett,30,LS,16,0,251,6-4,Central Florida,5/16/1990,5,1,,"$1,000,000",CLE,2020,2025-08-15 13:51:17
27,Kareem Hunt,25,RB,16,5,216,5-11,Toledo,8/6/1995,3,9,Kansas City Chiefs / 3rd / 86th pick /2017,"$4,009,000",CLE,2020,2025-08-15 13:51:17
91,Joe Jackson,24,DE,3,0,278,6-4,Miami (FL),12/20/1996,1,0,Dallas Cowboys / 5th / 165th pick /2019,"$675,000",CLE,2020,2025-08-15 13:51:17
34,Robert Jackson,27,DB,10,1,207,6-2,UNLV,12/8/1993,1,1,,"$476,471",CLE,2020,2025-08-15 13:51:17
31,Andy Janovich,27,RB,14,3,238,6-1,Nebraska,5/23/1993,4,0,Denver Broncos / 6th / 176th pick /2016,"$1,150,000",CLE,2020,2025-08-15 13:51:17
30,D'Ernest Johnson,24,RB,16,0,208,5-10,South Florida,2/27/1996,1,1,,"$675,000",CLE,2020,2025-08-15 13:51:17
28,Kevin Johnson,28,RCB,13,6,185,6-0,Wake Forest,8/5/1992,5,2,Houston Texans / 1st / 16th pick /2015,"$1,500,000",CLE,2020,2025-08-15 13:51:17
42,Karl Joseph,27,SS,14,8,200,5-10,West Virginia,9/8/1993,4,3,Oakland Raiders / 1st / 14th pick /2016,"$1,500,000",CLE,2020,2025-08-15 13:51:17
5,Case Keenum,32,QB,2,0,220,6-1,Houston,2/17/1988,7,0,,"$1,500,000",CLE,2020,2025-08-15 13:51:17
70,Kendall Lamm,28,T,15,1,305,6-6,Appalachian St.,6/5/1992,5,2,,"$2,250,000",CLE,2020,2025-08-15 13:51:17
80,Jarvis Landry,28,WR,15,14,196,5-11,LSU,11/28/1992,6,9,Miami Dolphins / 2nd / 63rd pick /2014,"$13,000,000",CLE,2020,2025-08-15 13:51:17
52,Elijah Lee,24,LB,8,0,230,6-3,Kansas St.,2/8/1996,3,1,Minnesota Vikings / 7th / 232nd pick /2017,"$485,290",CLE,2020,2025-08-15 13:51:17
69,Cameron Malveaux,26,DE,2,0,265,6-5,Houston,9/22/1994,3,0,,,CLE,2020,2025-08-15 13:51:17
