Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
CLE,1984,80,Willis Adams,28,WR,16,0,194,6-2,Houston,8/22/1956,5,2,Cleveland Browns / 1st / 20th pick /1979
CLE,1984,53,Stuart Anderson,25,LB,4,0,238,6-1,Virginia,12/25/1959,2,0,Kansas City Chiefs / 4th / 104th pick /1982
CLE,1984,61,Mike Baab,25,C,16,16,270,6-4,Texas,12/6/1959,2,6,Cleveland Browns / 5th / 115th pick /1982
CLE,1984,9,Matt Bahr,28,K,16,0,175,5-10,Penn St.,7/6/1956,5,2,Pittsburgh Steelers / 6th / 165th pick /1979
CLE,1984,99,Keith Baldwin,24,RDE,16,16,263,6-4,Texas A&M,10/13/1960,2,7,Cleveland Browns / 2nd / 31st pick /1982
CLE,1984,56,Chip Banks,25,LOLB,16,16,243,6-4,USC,9/18/1959,2,9,Cleveland Browns / 1st / 3rd pick /1982
CLE,1984,24,Greg Best,24,DB,5,0,185,5-10,Kansas St.,1/14/1960,1,0,
CLE,1984,35,James Black,22,RB,2,0,198,5-11,Akron,4/3/1962,Rook,0,
CLE,1984,88,Rickey Bolden,23,TE,12,9,274,6-6,SMU,9/8/1961,Rook,0,Cleveland Browns / 4th / 96th pick /1984
CLE,1984,47,Larry Braziel,30,DB,13,1,188,6-0,USC,9/25/1954,5,1,Baltimore Colts / 5th / 115th pick /1979
CLE,1984,86,Brian Brennan,22,WR,15,5,178,5-9,Boston Col.,2/15/1962,Rook,4,Cleveland Browns / 4th / 104th pick /1984
CLE,1984,89,Preston Brown,26,WR,2,0,184,5-10,Vanderbilt,3/2/1958,4,0,New England Patriots / 6th / 160th pick /1980
CLE,1984,49,Clinton Burrell,28,DB,13,0,192,6-1,LSU,9/4/1956,5,1,Cleveland Browns / 6th / 151st pick /1979
CLE,1984,44,Earnest Byner,22,RB,16,3,215,5-10,East Carolina,9/15/1962,Rook,4,Cleveland Browns / 10th / 280th pick /1984
CLE,1984,96,Reggie Camp,23,LDE,16,16,274,6-4,California,2/28/1961,1,8,Cleveland Browns / 3rd / 68th pick /1983
CLE,1984,75,Bill Contz,23,RT,15,9,268,6-5,Penn St.,5/12/1961,1,4,Cleveland Browns / 5th / 122nd pick /1983
CLE,1984,50,Tom Cousineau,27,RILB,16,16,225,6-3,Ohio St.,5/6/1957,2,14,Buffalo Bills / 1st / 1st pick /1979
CLE,1984,15,Steve Cox,26,P,16,0,195,6-4,"Tulsa,Arkansas",5/11/1958,3,3,Cleveland Browns / 5th / 134th pick /1981
CLE,1984,85,Bruce Davis,21,WR,14,1,160,5-8,Baylor,2/25/1963,Rook,1,Cleveland Browns / 2nd / 50th pick /1984
CLE,1984,38,Johnny Davis,28,RB,16,4,235,6-1,Alabama,7/17/1956,6,0,Tampa Bay Buccaneers / 2nd / 30th pick /1978
CLE,1984,64,Joe DeLamielleure,33,RG,16,16,254,6-3,Michigan St.,3/16/1951,11,6,Buffalo Bills / 1st / 26th pick /1973
CLE,1984,54,Tom DeLeone,34,C,15,0,248,6-2,Ohio St.,8/13/1950,12,1,Cincinnati Bengals / 5th / 106th pick /1972
CLE,1984,73,Doug Dieken,35,LT,16,16,254,6-5,Illinois,2/12/1949,13,6,Cleveland Browns / 6th / 142nd pick /1971
CLE,1984,29,Hanford Dixon,26,RCB,16,16,186,5-11,Southern Miss,12/25/1958,3,8,Cleveland Browns / 1st / 22nd pick /1981
CLE,1984,53,Jim Dumont,23,LB,12,0,224,6-1,Rutgers,7/16/1961,Rook,1,Cleveland Browns / 7th / 190th pick /1984
CLE,1984,74,Paul Farren,24,RT,15,6,272,6-5,Boston Univ.,12/24/1960,1,3,Cleveland Browns / 12th / 316th pick /1983
CLE,1984,83,Ricky Feacher,30,WR,16,3,174,5-10,Miss. Valley St.,2/11/1954,8,3,New England Patriots / 10th / 270th pick /1976
CLE,1984,10,Tom Flick,26,QB,1,0,190,6-2,Washington,8/30/1958,3,0,Washington Redskins / 4th / 90th pick /1981
CLE,1984,94,Elvis Franks,27,DE,16,0,252,6-4,Morgan St.,7/9/1957,4,1,Cleveland Browns / 5th / 116th pick /1980
CLE,1984,79,Bob Golic,27,NT,15,15,264,6-2,Notre Dame,10/26/1957,5,7,New England Patriots / 2nd / 52nd pick /1979
CLE,1984,30,Boyce Green,24,RB,16,10,215,5-11,Carson-Newman,6/24/1960,1,4,Cleveland Browns / 11th / 288th pick /1983
CLE,1984,27,Al Gross,23,SS,16,16,191,6-3,Arizona,1/4/1961,1,9,Dallas Cowboys / 9th / 246th pick /1983
CLE,1984,78,Carl Hairston,32,DE,16,0,260,6-3,MD-Eastern Shore,12/15/1952,8,1,Philadelphia Eagles / 7th / 191st pick /1976
CLE,1984,84,Duriel Harris,30,WR,11,11,179,5-11,New Mexico St.,11/27/1954,8,4,Miami Dolphins / 3rd / 80th pick /1976
CLE,1984,81,Harry Holt,27,TE,12,8,236,6-4,Arizona,12/29/1957,1,2,
CLE,1984,68,Robert Jackson,31,LG,16,16,255,6-2,Duke,4/1/1953,9,6,
CLE,1984,51,Eddie Johnson,25,LILB,16,16,220,6-1,Louisville,2/3/1959,3,8,Cleveland Browns / 7th / 187th pick /1981
CLE,1984,48,Lawrence Johnson,27,DB,6,3,204,5-11,Wisconsin,9/11/1957,5,2,Cleveland Browns / 2nd / 40th pick /1979
