No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
48,Ray Agnew,23,RB,12,9,242,5-11,Southern Illinois,2/26/1991,Rook,0,,CLE,2014,2025-08-15 13:50:30
19,Miles Austin,30,WR,12,11,215,6-2,Monmouth,6/30/1984,8,3,,CLE,2014,2025-08-15 13:50:30
24,Johnson Bademosi,24,DB,14,0,219,6-0,Stanford,7/23/1990,2,1,,CLE,2014,2025-08-15 13:50:30
82,Gary Barnidge,29,TE,13,2,250,6-6,Louisville,9/22/1985,6,1,Carolina Panthers / 5th / 141st pick /2008,CLE,2014,2025-08-15 13:50:30
11,Travis Benjamin,25,WR,16,0,175,5-10,Miami (FL),12/29/1989,2,2,Cleveland Browns / 4th / 100th pick /2012,CLE,2014,2025-08-15 13:50:30
38,Aaron Berry,26,DB,1,0,180,5-11,Pittsburgh,6/25/1988,4,0,,CLE,2014,2025-08-15 13:50:30
75,Joel Bitonio,23,LG,16,16,320,6-4,Nevada,10/11/1991,Rook,6,Cleveland Browns / 2nd / 35th pick /2014,CLE,2014,2025-08-15 13:50:30
95,Armonty Bryant,24,DE,5,2,265,6-4,East Central (OK),5/20/1990,1,1,Cleveland Browns / 7th / 217th pick /2013,CLE,2014,2025-08-15 13:50:30
92,Desmond Bryant,29,RDE,15,15,290,6-5,Harvard,12/15/1985,5,8,,CLE,2014,2025-08-15 13:50:30
17,LaRon Byrd,25,WR,1,0,220,6-4,Miami (FL),8/18/1989,2,0,,CLE,2014,2025-08-15 13:50:30
84,Jordan Cameron,26,TE,10,9,265,6-5,USC,8/7/1988,3,3,Cleveland Browns / 4th / 102nd pick /2011,CLE,2014,2025-08-15 13:50:30
59,Tank Carder,25,LB,16,0,235,6-2,TCU,1/18/1989,2,1,Buffalo Bills / 5th / 147th pick /2012,CLE,2014,2025-08-15 13:50:30
