Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
RAM,1974,35,Tony Baker,29,RB,14,0,229,5-11,Iowa St.,2/16/1945,6,2,
RAM,1974,45,Jim Bertelsen,24,FB,13,13,205,5-11,Texas,2/26/1950,2,6,Los Angeles Rams / 2nd / 30th pick /1972
RAM,1974,90,Larry Brooks,24,LDT,13,13,255,6-3,Virginia St.,6/10/1950,2,8,Los Angeles Rams / 14th / 355th pick /1972
RAM,1974,32,Cullen Bryant,23,RB,14,0,234,6-1,Colorado,5/20/1951,1,1,Los Angeles Rams / 2nd / 31st pick /1973
RAM,1974,11,Mike Burke,24,P,8,0,188,5-10,"Oregon St.,Miami (FL)",7/28/1950,Rook,1,
RAM,1974,22,John Cappelletti,22,RB,14,1,215,6-1,Penn St.,8/9/1952,Rook,2,Los Angeles Rams / 1st / 11th pick /1974
RAM,1974,10,Dave Chapple,27,P,6,0,184,6-0,UC Santa Barbara,3/30/1947,3,0,San Francisco 49ers / 10th / 250th pick /1969
RAM,1974,44,Al Clark,26,DB,14,4,185,6-0,"Grambling St.,Northern Arizona,Eastern Michigan",2/29/1948,3,2,Detroit Lions / 3rd / 72nd pick /1971
RAM,1974,73,Charlie Cowan,36,LT,14,13,264,6-4,New Mex. Highlands,6/19/1938,13,7,"Denver Broncos / 5th / 36th pick /1961, Los Angeles Rams / 4th / 45th pick /1961"
RAM,1974,88,Pat Curran,29,TE,13,0,238,6-4,"Iowa St.,Lakeland",9/21/1945,5,0,Los Angeles Rams / 6th / 151st pick /1969
RAM,1974,55,Bill Curry,32,C,10,0,235,6-3,Georgia Tech,10/21/1942,9,3,"Oakland Raiders / 23rd / 183rd pick /1964, Green Bay Packers / 20th / 279th pick /1964"
RAM,1974,37,Bill Drake,24,SS,9,0,195,6-1,Oregon,5/22/1950,1,2,
RAM,1974,89,Fred Dryer,28,RDE,14,14,240,6-6,San Diego St.,7/6/1946,5,13,New York Giants / 1st / 13th pick /1969
RAM,1974,42,Dave Elmendorf,25,SS,14,14,195,6-1,Texas A&M,6/20/1949,3,8,Los Angeles Rams / 3rd / 63rd pick /1971
RAM,1974,36,Ken Geddes,28,LLB,14,14,235,6-3,Nebraska,9/27/1946,3,9,Detroit Lions / 7th / 175th pick /1970
RAM,1974,21,John Hadl,34,QB,6,5,214,6-1,Kansas,2/15/1940,12,4,"Detroit Lions / 1st / 10th pick /1962, San Diego Chargers / 3rd / 24th pick /1962"
RAM,1974,12,James Harris,27,QB,11,9,210,6-4,Grambling St.,7/20/1947,5,10,Buffalo Bills / 8th / 192nd pick /1969
RAM,1974,50,Ken Iman,35,C,14,14,240,6-1,SE Missouri St.,2/8/1939,14,7,
RAM,1974,29,Harold Jackson,28,WR,14,14,175,5-10,Jackson St.,1/6/1946,6,7,Los Angeles Rams / 12th / 323rd pick /1968
RAM,1974,16,Ron Jaworski,23,QB,5,0,196,6-2,Youngstown St.,3/23/1951,1,1,Los Angeles Rams / 2nd / 37th pick /1973
RAM,1974,76,Cody Jones,23,DT,12,1,243,6-5,San Jose St.,5/3/1951,Rook,2,Los Angeles Rams / 5th / 115th pick /1973
RAM,1974,34,Les Josephson,32,RB,12,0,207,6-1,Augustana (SD),7/29/1942,10,0,
RAM,1974,80,Bob Klein,27,TE,14,14,235,6-5,USC,7/27/1947,5,5,Los Angeles Rams / 1st / 21st pick /1969
RAM,1974,65,Tom Mack,31,LG,14,14,250,6-3,Michigan,11/1/1943,8,11,Los Angeles Rams / 1st / 2nd pick /1966
RAM,1974,30,Lawrence McCutcheon,24,RB,14,14,205,6-1,Colorado St.,6/2/1950,2,17,Los Angeles Rams / 3rd / 70th pick /1972
RAM,1974,24,Willie McGee,24,WR,14,0,179,5-11,Alcorn St.,5/14/1950,1,0,San Diego Chargers / 5th / 123rd pick /1973
RAM,1974,41,Eddie McMillan,23,LCB,14,10,189,6-0,Florida St.,11/25/1951,1,4,Los Angeles Rams / 4th / 95th pick /1973
RAM,1974,67,Bill Nelson,26,DT,14,0,270,6-7,Oregon St.,3/9/1948,3,4,Los Angeles Rams / 7th / 168th pick /1970
RAM,1974,83,Terry Nelson,23,TE,10,0,233,6-2,Ark-Pine Bluff,5/20/1951,1,0,Los Angeles Rams / 4th / 99th pick /1973
RAM,1974,74,Merlin Olsen,34,RDT,14,14,270,6-5,Utah St.,9/15/1940,12,10,"Denver Broncos / 1st / 2nd pick /1962, Los Angeles Rams / 1st / 3rd pick /1962"
RAM,1974,72,Phil Olsen,26,DE,14,0,265,6-5,Utah St.,4/26/1948,3,4,Boston Patriots / 1st / 4th pick /1970
RAM,1974,57,Jim Peterson,24,LB,14,0,235,6-5,San Diego St.,1/20/1950,Rook,4,Los Angeles Rams / 6th / 133rd pick /1973
RAM,1974,21,Tony Plummer,27,DB,5,0,188,5-11,Pacific,1/21/1947,4,2,St. Louis Cardinals / 10th / 242nd pick /1970
RAM,1974,20,Steve Preece,27,FS,14,10,195,6-1,Oregon St.,2/15/1947,5,5,
RAM,1974,27,David Ray,30,K,13,0,195,6-0,Alabama,9/19/1944,5,1,Cleveland Browns / 16th / 243rd pick /1966
RAM,1974,19,Lance Rentzel,31,WR,14,0,202,6-2,Oklahoma,10/14/1943,9,6,"Minnesota Vikings / 2nd / 23rd pick /1965, Buffalo Bills / 6th / 48th pick /1965"
RAM,1974,64,Jack Reynolds,27,MLB,14,14,232,6-1,Tennessee,11/22/1947,4,8,Los Angeles Rams / 1st / 22nd pick /1970
RAM,1974,58,Isiah Robertson,25,RLB,14,14,225,6-3,Southern,8/17/1949,3,13,Los Angeles Rams / 1st / 10th pick /1971
RAM,1974,61,Rich Saul,26,LS,14,0,241,6-3,Michigan St.,2/5/1948,4,4,Los Angeles Rams / 8th / 204th pick /1970
RAM,1974,71,Joe Scibelli,35,RG,14,14,256,6-1,"Notre Dame,American Int.",4/19/1939,13,7,"New York Titans / 10th / 77th pick /1961, Los Angeles Rams / 10th / 130th pick /1961"
RAM,1974,33,Rob Scribner,23,RB,11,0,200,6-0,UCLA,4/9/1951,1,1,
RAM,1974,48,Bill Simpson,23,DB,14,4,184,6-1,Michigan St.,12/5/1951,Rook,2,Los Angeles Rams / 2nd / 50th pick /1974
RAM,1974,84,Jack Snow,31,WR,14,14,190,6-2,Notre Dame,1/25/1943,9,6,"Minnesota Vikings / 1st / 8th pick /1965, San Diego Chargers / 7th / 54th pick /1965"
RAM,1974,66,Bob Stein,26,LB,14,0,235,6-3,Minnesota,1/22/1948,5,4,Kansas City Chiefs / 5th / 126th pick /1969
RAM,1974,78,Tim Stokes,24,T,6,1,252,6-5,Oregon,3/16/1950,Rook,1,Los Angeles Rams / 3rd / 60th pick /1973
RAM,1974,47,Charlie Stukes,31,RCB,14,14,212,6-3,MD-Eastern Shore,9/13/1943,7,7,Baltimore Colts / 4th / 100th pick /1967
RAM,1974,75,John Williams,29,RT,14,14,256,6-3,Minnesota,10/27/1945,6,7,Baltimore Colts / 1st / 23rd pick /1968
RAM,1974,85,Jack Youngblood,24,LDE,14,14,247,6-4,Florida,1/26/1950,3,15,Los Angeles Rams / 1st / 20th pick /1971
RAM,1974,53,Jim Youngblood,24,LB,14,0,235,6-3,Tennessee Tech,2/23/1950,1,4,Los Angeles Rams / 2nd / 42nd pick /1973
