No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
31,Maurice Alexander,26,DB,4,4,220,6-2,Utah St.,2/16/1991,3,1,St. Louis Rams / 4th / 110th pick /2014,RAM,2017,2025-08-15 14:29:21
11,Tavon Austin,27,WR,16,9,179,5-8,West Virginia,3/15/1990,4,3,St. Louis Rams / 1st / 8th pick /2013,RAM,2017,2025-08-15 14:29:21
26,Mark Barron,28,DB,14,14,230,6-2,Alabama,10/27/1989,5,13,Tampa Bay Buccaneers / 1st / 7th pick /2012,RAM,2017,2025-08-15 14:29:21
98,Connor Barwin,31,LILB,14,13,255,6-4,Cincinnati,10/15/1986,8,6,Houston Texans / 2nd / 46th pick /2009,RAM,2017,2025-08-15 14:29:21
66,Austin Blythe,25,C,16,1,280,6-2,Iowa,6/16/1992,1,2,Indianapolis Colts / 7th / 248th pick /2016,RAM,2017,2025-08-15 14:29:21
90,Michael Brockers,27,LDE/NT,16,15,297,6-5,LSU,12/21/1990,5,7,St. Louis Rams / 1st / 14th pick /2012,RAM,2017,2025-08-15 14:29:21
68,Jamon Brown,24,RG,16,16,340,6-4,Louisville,3/15/1993,2,8,St. Louis Rams / 3rd / 72nd pick /2015,RAM,2017,2025-08-15 14:29:21
34,Malcolm Brown,24,RB,11,1,225,5-11,Texas,5/15/1993,2,2,,RAM,2017,2025-08-15 14:29:21
86,Derek Carrier,27,TE,14,3,240,6-3,Beloit,7/25/1990,4,1,,RAM,2017,2025-08-15 14:29:21
41,Marqui Christian,23,DB,12,0,195,5-11,Midwestern St.,10/27/1994,1,1,Arizona Cardinals / 5th / 167th pick /2016,RAM,2017,2025-08-15 14:29:21
10,Pharoh Cooper,22,WR,16,1,208,5-11,South Carolina,3/7/1995,1,2,Los Angeles Rams / 4th / 117th pick /2016,RAM,2017,2025-08-15 14:29:21
24,Blake Countess,24,DB,16,1,185,5-10,"Auburn,Michigan",8/8/1993,1,1,Philadelphia Eagles / 6th / 196th pick /2016,RAM,2017,2025-08-15 14:29:21
38,Cody Davis,28,DB,7,2,205,6-2,Texas Tech,6/6/1989,4,1,,RAM,2017,2025-08-15 14:29:21
33,Justin Davis,22,RB,4,0,199,6-1,USC,11/11/1995,Rook,0,,RAM,2017,2025-08-15 14:29:21
99,Aaron Donald,26,RDE,14,14,280,6-1,Pittsburgh,5/23/1991,3,15,St. Louis Rams / 1st / 13th pick /2014,RAM,2017,2025-08-15 14:29:21
25,Lance Dunbar,27,RB,4,0,191,5-8,North Texas,1/25/1990,5,0,,RAM,2017,2025-08-15 14:29:21
50,Samson Ebukam,22,LB,16,2,245,6-3,Eastern Washington,5/9/1995,Rook,2,Los Angeles Rams / 4th / 125th pick /2017,RAM,2017,2025-08-15 14:29:21
81,Gerald Everett,23,TE,16,2,252,6-3,South Alabama,6/25/1994,Rook,3,Los Angeles Rams / 2nd / 44th pick /2017,RAM,2017,2025-08-15 14:29:21
5,Sam Ficken,25,K,2,0,192,6-1,Penn St.,12/14/1992,1,0,,RAM,2017,2025-08-15 14:29:21
97,Morgan Fox,23,DB,16,1,275,6-3,Colorado State-Pueblo,9/12/1994,1,2,,RAM,2017,2025-08-15 14:29:21
16,Jared Goff,23,QB,15,15,217,6-4,California,10/14/1994,1,15,Los Angeles Rams / 1st / 1st pick /2016,RAM,2017,2025-08-15 14:29:21
30,Todd Gurley,23,RB,15,15,224,6-1,Georgia,8/3/1994,2,19,St. Louis Rams / 1st / 10th pick /2015,RAM,2017,2025-08-15 14:29:21
