Team,Year,No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
NYG,1976,77,Troy Archer,21,DE,14,7,250,6-4,Colorado,1/16/1955,Rook,4,New York Giants / 1st / 13th pick /1976
NYG,1976,25,Gordon Bell,23,RB,14,0,180,5-9,Michigan,12/25/1953,Rook,3,New York Giants / 4th / 104th pick /1976
NYG,1976,37,Bobby Brooks,25,DB,4,4,195,6-1,Bishop,2/24/1951,2,2,New York Giants / 11th / 263rd pick /1974
NYG,1976,21,Bill Bryant,25,LCB,14,11,195,5-11,Grambling St.,1/15/1951,Rook,6,Cincinnati Bengals / 6th / 153rd pick /1974
NYG,1976,88,Danny Buggs,23,WR,5,0,188,6-2,West Virginia,4/22/1953,1,0,New York Giants / 3rd / 62nd pick /1975
NYG,1976,53,Harry Carson,23,MLB,12,8,237,6-2,South Carolina St.,11/26/1953,Rook,5,New York Giants / 4th / 105th pick /1976
NYG,1976,61,Karl Chandler,24,C,12,11,250,6-5,Princeton,2/15/1952,2,5,
NYG,1976,26,Rondy Colbert,22,DB,14,2,185,5-9,Lamar,1/7/1954,1,2,New York Giants / 17th / 417th pick /1975
NYG,1976,57,Brad Cousino,23,LB,6,0,218,6-0,Miami (OH),4/5/1953,1,3,
NYG,1976,33,Steve Crosby,26,RB,2,0,205,5-11,"Kansas St.,Fort Hays St.",7/3/1950,2,0,New York Giants / 17th / 419th pick /1974
NYG,1976,39,Larry Csonka,30,FB,12,12,237,6-3,Syracuse,12/25/1946,8,4,Miami Dolphins / 1st / 8th pick /1968
NYG,1976,18,Joe Danelo,23,K,14,0,166,5-9,Washington St.,9/2/1953,1,1,Miami Dolphins / 10th / 257th pick /1975
NYG,1976,66,Rick Dvorak,24,DE,14,0,240,6-4,Wichita St.,4/21/1952,2,3,New York Giants / 3rd / 55th pick /1974
NYG,1976,65,Bill Ellenbogen,26,G,11,2,258,6-5,"Buffalo,Virginia Tech",12/8/1950,Rook,1,
NYG,1976,71,Dave Gallagher,24,LDT,14,10,256,6-4,Michigan,1/2/1952,2,6,Chicago Bears / 1st / 20th pick /1974
NYG,1976,76,Mike Gibbons,25,T,11,2,262,6-4,SW Oklahoma St.,1/23/1951,Rook,2,
NYG,1976,84,Walker Gillette,29,WR,13,7,200,6-5,Richmond,3/16/1947,6,2,San Diego Chargers / 1st / 15th pick /1970
NYG,1976,81,Jack Gregory,32,RDE,11,11,250,6-5,"Chattanooga,Delta St.",10/3/1944,9,6,"Buffalo Bills / 1st / 9th pick /1966, Cleveland Browns / 9th / 139th pick /1966"
NYG,1976,33,Bobby Hammond,24,RB,2,0,171,5-10,Morgan St.,2/20/1952,1,0,
NYG,1976,74,John Hicks,25,RG,14,14,258,6-2,Ohio St.,3/21/1951,2,6,New York Giants / 1st / 3rd pick /1974
NYG,1976,52,Ralph Hill,27,C,14,3,245,6-1,Florida A&M,11/10/1949,1,2,
NYG,1976,56,Pat Hughes,29,MLB,14,6,240,6-2,Boston Univ.,6/2/1947,6,4,New York Giants / 9th / 221st pick /1970
NYG,1976,13,Dave Jennings,24,P,14,0,203,6-4,St. Lawrence,6/8/1952,2,3,
NYG,1976,55,Brian Kelley,25,RLB,14,14,230,6-3,California Lutheran,9/1/1951,3,7,New York Giants / 14th / 353rd pick /1973
NYG,1976,44,Doug Kotar,25,RB,14,14,205,5-11,Kentucky,6/11/1951,2,8,
NYG,1976,54,Dan Lloyd,23,LB,14,0,225,6-2,Washington,11/9/1953,Rook,4,New York Giants / 6th / 162nd pick /1976
NYG,1976,34,Larry Mallory,24,DB,14,2,185,5-11,Tennessee St.,7/21/1952,1,2,
NYG,1976,89,Ed Marshall,29,WR,6,2,199,6-4,Cameron,9/23/1947,5,2,Cincinnati Bengals / 11th / 275th pick /1971
NYG,1976,75,George Martin,23,LDE,14,14,245,6-4,Oregon,2/16/1953,1,8,New York Giants / 11th / 262nd pick /1975
NYG,1976,64,John Mendenhall,28,RDT,14,14,255,6-1,Grambling St.,12/3/1948,4,8,New York Giants / 3rd / 55th pick /1972
NYG,1976,62,Ron Mikolajczyk,26,G,9,4,275,6-3,"Marshall,Tampa",6/2/1950,Rook,2,Oakland Raiders / 5th / 127th pick /1973
NYG,1976,15,Craig Morton,33,QB,12,12,214,6-4,California,2/5/1943,11,6,"Dallas Cowboys / 1st / 5th pick /1965, Oakland Raiders / 10th / 75th pick /1965"
NYG,1976,73,Tom Mullen,25,LT,12,12,248,6-3,Missouri State,11/11/1951,2,5,New York Giants / 2nd / 28th pick /1974
NYG,1976,29,Clyde Powers,25,SS,14,13,195,6-1,Oklahoma,8/19/1951,2,6,New York Giants / 5th / 119th pick /1974
NYG,1976,82,Ray Rhodes,26,WR,13,11,185,5-11,"TCU,Tulsa",10/20/1950,2,3,New York Giants / 10th / 236th pick /1974
NYG,1976,85,Jim Robinson,23,WR,12,7,170,5-9,Georgia Tech,1/3/1953,1,2,Atlanta Falcons / 15th / 367th pick /1975
NYG,1976,51,Bob Schmit,26,LB,2,0,220,6-1,Nebraska,6/28/1950,1,1,
NYG,1976,87,Gary Shirk,26,TE,14,1,220,6-1,Morehead St.,2/23/1950,1,0,
NYG,1976,79,Al Simpson,25,LG,10,8,255,6-5,Colorado St.,7/27/1951,1,3,New York Giants / 2nd / 27th pick /1975
NYG,1976,16,Norm Snead,37,QB,3,2,215,6-4,Wake Forest,7/31/1939,15,1,"Washington Redskins / 1st / 2nd pick /1961, Buffalo Bills / 5th / 33rd pick /1961"
NYG,1976,20,Jim Stienke,26,RCB,13,13,182,5-11,Texas St.,11/7/1950,3,7,Cleveland Browns / 2nd / 47th pick /1973
NYG,1976,48,Henry Stuckey,26,DB,3,3,180,6-1,Missouri,8/24/1950,4,1,Detroit Lions / 8th / 197th pick /1972
NYG,1976,58,John Tate,23,LB,2,0,230,6-2,Jackson St.,5/1/1953,Rook,1,New York Giants / 8th / 183rd pick /1975
NYG,1976,38,Bob Tucker,31,TE,14,14,230,6-3,Bloomsburg,6/8/1945,6,5,
NYG,1976,63,Doug Van Horn,32,RT,14,14,245,6-3,Ohio St.,6/24/1944,10,6,"Kansas City Chiefs / 5th / 39th pick /1966, Detroit Lions / 4th / 55th pick /1966"
NYG,1976,10,Brad Van Pelt,25,LLB,14,14,235,6-5,Michigan St.,4/5/1951,3,10,New York Giants / 2nd / 40th pick /1973
NYG,1976,23,Rick Volk,31,FS,8,8,195,6-3,Michigan,3/15/1945,9,5,Baltimore Colts / 2nd / 45th pick /1967
NYG,1976,88,Roger Wallace,24,WR,3,0,180,5-11,Bowling Green,7/22/1952,Rook,0,St. Louis Cardinals / 12th / 293rd pick /1974
NYG,1976,36,Larry Watkins,30,RB,13,1,230,6-2,Alcorn St.,10/5/1946,7,1,
NYG,1976,24,Marsh White,23,RB,14,1,220,6-2,Arkansas,4/1/1953,1,2,New York Giants / 12th / 287th pick /1975
NYG,1976,33,Roscoe Word,24,DB,4,0,170,5-11,Jackson St.,7/24/1952,2,2,New York Jets / 3rd / 74th pick /1974
