No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
73,Shawn Andrews,28,LT,13,7,335,6-4,Arkansas,12/25/1982,6,4,Philadelphia Eagles / 1st / 16th pick /2004,NYG,2010,2025-08-15 14:18:19
81,Jake Ballard,23,TE,1,0,256,6-6,Ohio St.,12/2/1987,Rook,0,,NYG,2010,2025-08-15 14:18:19
13,Ramses Barden,24,WR,6,0,227,6-6,Cal Poly-San Luis Obispo,1/1/1986,1,1,New York Giants / 3rd / 85th pick /2009,NYG,2010,2025-08-15 14:18:19
65,Will Beatty,25,T,8,2,291,6-6,Connecticut,3/2/1985,1,2,New York Giants / 2nd / 60th pick /2009,NYG,2010,2025-08-15 14:18:19
47,Travis Beckum,23,TE,16,2,240,6-3,Wisconsin,1/24/1987,1,1,New York Giants / 3rd / 100th pick /2009,NYG,2010,2025-08-15 14:18:19
95,Rocky Bernard,31,DT,14,0,301,6-3,Texas A&M,4/19/1979,8,2,Seattle Seahawks / 5th / 146th pick /2002,NYG,2010,2025-08-15 14:18:19
57,Chase Blackburn,27,LB,14,0,240,6-3,Akron,6/10/1983,5,2,,NYG,2010,2025-08-15 14:18:19
30,Will Blackmon,26,DB,5,0,212,6-0,Boston Col.,10/27/1984,4,0,Green Bay Packers / 4th / 115th pick /2006,NYG,2010,2025-08-15 14:18:19
59,Michael Boley,28,RLB,16,15,230,6-3,Southern Miss,8/24/1982,5,7,Atlanta Falcons / 5th / 160th pick /2005,NYG,2010,2025-08-15 14:18:19
77,Kevin Boothe,27,LG,8,5,325,6-5,Cornell,7/5/1983,4,3,Oakland Raiders / 6th / 176th pick /2006,NYG,2010,2025-08-15 14:18:19
89,Kevin Boss,26,TE,15,13,255,6-7,Western Oregon,1/11/1984,3,5,New York Giants / 5th / 153rd pick /2007,NYG,2010,2025-08-15 14:18:19
44,Ahmad Bradshaw,24,RB,16,11,195,5-11,Marshall,3/19/1986,3,10,New York Giants / 7th / 250th pick /2007,NYG,2010,2025-08-15 14:18:19
53,Keith Bulluck,33,LLB,13,8,235,6-3,Syracuse,4/4/1977,10,4,Tennessee Titans / 1st / 30th pick /2000,NYG,2010,2025-08-15 14:18:19
84,Duke Calhoun,23,WR,9,0,205,6-4,Memphis,9/1/1987,Rook,0,,NYG,2010,2025-08-15 14:18:19
99,Chris Canty,28,RDT,16,16,317,6-7,Virginia,11/10/1982,5,7,Dallas Cowboys / 4th / 132nd pick /2005,NYG,2010,2025-08-15 14:18:19
83,Michael Clayton,28,WR,6,0,202,6-3,LSU,10/13/1982,6,0,Tampa Bay Buccaneers / 1st / 15th pick /2004,NYG,2010,2025-08-15 14:18:19
37,Michael Coe,27,DB,4,0,190,6-1,Alabama St.,12/17/1983,3,0,Indianapolis Colts / 5th / 173rd pick /2007,NYG,2010,2025-08-15 14:18:19
96,Barry Cofield,26,LDT,16,16,303,6-4,Northwestern,3/19/1984,4,8,New York Giants / 4th / 124th pick /2006,NYG,2010,2025-08-15 14:18:19
80,Victor Cruz,24,WR,3,0,204,6-0,Massachusetts,11/11/1986,Rook,0,,NYG,2010,2025-08-15 14:18:19
51,Zak DeOssie,26,LB,16,0,250,6-5,Brown,5/25/1984,3,4,New York Giants / 4th / 116th pick /2007,NYG,2010,2025-08-15 14:18:19
66,David Diehl,30,LT,12,12,304,6-5,Illinois,9/15/1980,7,6,New York Giants / 5th / 160th pick /2003,NYG,2010,2025-08-15 14:18:19
55,Phillip Dillard,24,LB,7,0,240,6-1,Nebraska,12/10/1986,Rook,0,New York Giants / 4th / 115th pick /2010,NYG,2010,2025-08-15 14:18:19
6,Matt Dodge,23,P,16,0,220,6-2,East Carolina,5/30/1987,Rook,2,New York Giants / 7th / 221st pick /2010,NYG,2010,2025-08-15 14:18:19
54,Jonathan Goff,25,MLB,16,16,238,6-2,Vanderbilt,12/12/1985,2,7,New York Giants / 5th / 165th pick /2008,NYG,2010,2025-08-15 14:18:19
8,Shayne Graham,33,K,1,0,210,6-0,Virginia Tech,12/9/1977,9,0,,NYG,2010,2025-08-15 14:18:19
34,Deon Grant,31,DB,16,8,215,6-2,Tennessee,3/14/1979,9,4,Carolina Panthers / 2nd / 57th pick /2000,NYG,2010,2025-08-15 14:18:19
85,Derek Hagan,26,WR,7,4,210,6-2,Arizona St.,9/21/1984,4,2,Miami Dolphins / 3rd / 82nd pick /2006,NYG,2010,2025-08-15 14:18:19
93,Alex Hall,25,LB,2,0,250,6-4,St. Augustine's,8/17/1985,2,0,Cleveland Browns / 7th / 231st pick /2008,NYG,2010,2025-08-15 14:18:19
