No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
20,Prince Amukamara,22,DB,7,0,206,6-0,Nebraska,6/6/1989,Rook,1,New York Giants / 1st / 19th pick /2011,NYG,2011,2025-08-15 14:18:26
78,Stacy Andrews,30,T,9,3,318,6-6,Mississippi,6/2/1981,7,2,Cincinnati Bengals / 4th / 123rd pick /2004,NYG,2011,2025-08-15 14:18:26
64,David Baas,30,C,11,11,312,6-4,Michigan,9/28/1981,6,6,San Francisco 49ers / 2nd / 33rd pick /2005,NYG,2011,2025-08-15 14:18:26
85,Jake Ballard,24,TE,14,13,256,6-6,Ohio St.,12/2/1987,1,5,,NYG,2011,2025-08-15 14:18:26
13,Ramses Barden,25,WR,8,0,227,6-6,Cal Poly-San Luis Obispo,1/1/1986,2,1,New York Giants / 3rd / 85th pick /2009,NYG,2011,2025-08-15 14:18:26
65,Will Beatty,26,LT,10,10,291,6-6,Connecticut,3/2/1985,2,5,New York Giants / 2nd / 60th pick /2009,NYG,2011,2025-08-15 14:18:26
47,Travis Beckum,24,TE,13,0,240,6-3,Wisconsin,1/24/1987,2,1,New York Giants / 3rd / 100th pick /2009,NYG,2011,2025-08-15 14:18:26
95,Rocky Bernard,32,DT,16,1,301,6-3,Texas A&M,4/19/1979,9,2,Seattle Seahawks / 5th / 146th pick /2002,NYG,2011,2025-08-15 14:18:26
93,Chase Blackburn,28,LB,5,4,240,6-3,Akron,6/10/1983,6,2,,NYG,2011,2025-08-15 14:18:26
36,Will Blackmon,27,DB,6,0,212,6-0,Boston Col.,10/27/1984,5,0,Green Bay Packers / 4th / 115th pick /2006,NYG,2011,2025-08-15 14:18:26
59,Michael Boley,29,MLB,14,13,230,6-3,Southern Miss,8/24/1982,6,6,Atlanta Falcons / 5th / 160th pick /2005,NYG,2011,2025-08-15 14:18:26
77,Kevin Boothe,28,C,16,9,325,6-5,Cornell,7/5/1983,5,5,Oakland Raiders / 6th / 176th pick /2006,NYG,2011,2025-08-15 14:18:26
