No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
5,Morten Andersen,36,K,16,0,217,6-2,Michigan St.,8/19/1960,14,3,New Orleans Saints / 4th / 86th pick /1982,ATL,1996,2025-08-16 11:02:48
32,Jamal Anderson,24,RB,16,12,237,5-11,Utah,9/30/1972,2,11,Atlanta Falcons / 7th / 201st pick /1994,ATL,1996,2025-08-16 11:02:48
92,Lester Archambeau,29,LDE,15,15,275,6-5,Stanford,6/27/1967,6,5,Green Bay Packers / 7th / 186th pick /1990,ATL,1996,2025-08-16 11:02:48
24,Patrick Bates,26,FS,15,9,215,6-3,"UCLA,Texas A&M",11/27/1970,3,3,Los Angeles Raiders / 1st / 12th pick /1993,ATL,1996,2025-08-16 11:02:48
97,Cornelius Bennett,31,LLB,13,13,237,6-2,Alabama,8/25/1965,9,4,Indianapolis Colts / 1st / 2nd pick /1987,ATL,1996,2025-08-16 11:02:48
89,J.J. Birden,31,WR,12,12,170,5-9,Oregon,6/16/1965,6,3,Cleveland Browns / 8th / 216th pick /1988,ATL,1996,2025-08-16 11:02:48
43,Juran Bolden,22,DB,9,0,207,6-2,Mississippi Delta CC,6/27/1974,Rook,0,Atlanta Falcons / 4th / 127th pick /1996,ATL,1996,2025-08-16 11:02:48
42,Sean Boyd,24,DB,2,0,206,6-2,North Carolina,12/19/1972,Rook,0,Minnesota Vikings / 5th / 148th pick /1996,ATL,1996,2025-08-16 11:02:48
51,David Brandon,31,LB,16,2,234,6-4,Memphis,2/9/1965,9,1,Buffalo Bills / 3rd / 60th pick /1987,ATL,1996,2025-08-16 11:02:48
73,Ethan Brooks,24,T,2,0,330,6-6,Williams,4/27/1972,Rook,0,Atlanta Falcons / 7th / 229th pick /1996,ATL,1996,2025-08-16 11:02:48
80,Tyrone Brown,23,WR,9,4,168,5-11,Toledo,1/3/1973,1,3,,ATL,1996,2025-08-16 11:02:48
91,John Burrough,24,DT,16,1,275,6-5,"Washington St.,Wyoming",5/17/1972,1,1,Atlanta Falcons / 7th / 245th pick /1995,ATL,1996,2025-08-16 11:02:48
25,Devin Bush Sr.,23,SS,16,15,210,5-11,Florida St.,7/3/1973,1,5,Atlanta Falcons / 1st / 26th pick /1995,ATL,1996,2025-08-16 11:02:48
76,Antone Davis,29,RT,16,10,330,6-4,Tennessee,2/28/1967,5,5,Philadelphia Eagles / 1st / 8th pick /1991,ATL,1996,2025-08-16 11:02:48
94,Shane Dronett,25,DE,5,0,300,6-6,Texas,1/12/1971,4,0,Denver Broncos / 2nd / 54th pick /1992,ATL,1996,2025-08-16 11:02:48
27,Brad Edwards,30,FS,16,7,208,6-2,South Carolina,3/22/1966,8,3,Minnesota Vikings / 2nd / 54th pick /1988,ATL,1996,2025-08-16 11:02:48
87,Bert Emanuel,26,WR,14,13,180,5-10,"UCLA,Rice",10/26/1970,2,8,Atlanta Falcons / 2nd / 45th pick /1994,ATL,1996,2025-08-16 11:02:48
56,Scott Fields,23,LB,6,0,220,6-2,USC,4/22/1973,Rook,0,,ATL,1996,2025-08-16 11:02:48
65,Roman Fortin,29,C,16,16,297,6-5,"Oregon St.,San Diego St.",2/26/1967,5,8,Detroit Lions / 8th / 203rd pick /1990,ATL,1996,2025-08-16 11:02:48
67,Moe Gardner,28,RDT,10,10,265,6-2,Illinois,8/10/1968,5,3,Atlanta Falcons / 4th / 87th pick /1991,ATL,1996,2025-08-16 11:02:48
1,Jeff George,29,QB,3,3,218,6-4,"Purdue,Illinois",12/8/1967,6,2,Indianapolis Colts / 1st / 1st pick /1990,ATL,1996,2025-08-16 11:02:48
50,Ron George,26,RLB,16,15,243,6-2,"Air Force,Stanford",3/20/1970,3,5,Atlanta Falcons / 5th / 121st pick /1993,ATL,1996,2025-08-16 11:02:48
98,Travis Hall,24,LDT,14,13,295,6-5,BYU,8/3/1972,1,5,Atlanta Falcons / 6th / 181st pick /1995,ATL,1996,2025-08-16 11:02:48
3,Bobby Hebert,36,QB,14,13,215,6-4,Northwestern St. (LA),8/19/1960,11,8,,ATL,1996,2025-08-16 11:02:48
34,Craig Heyward,30,RB,15,5,260,5-11,Pittsburgh,9/26/1966,8,4,New Orleans Saints / 1st / 24th pick /1988,ATL,1996,2025-08-16 11:02:48
33,Richard Huntley,24,RB,1,0,224,5-11,Winston-Salem St.,9/18/1972,Rook,0,Atlanta Falcons / 4th / 117th pick /1996,ATL,1996,2025-08-16 11:02:48
44,D.J. Johnson,30,DB,2,0,187,6-0,Kentucky,7/14/1966,7,0,Pittsburgh Steelers / 7th / 174th pick /1989,ATL,1996,2025-08-16 11:02:48
96,Todd Kelly,26,DE,2,0,259,6-2,Tennessee,11/27/1970,3,0,San Francisco 49ers / 1st / 27th pick /1993,ATL,1996,2025-08-16 11:02:48
88,Harper LeBel,33,TE,16,0,250,6-4,Colorado St.,7/14/1963,7,0,Kansas City Chiefs / 12th / 321st pick /1985,ATL,1996,2025-08-16 11:02:48
86,Mitch Lyons,26,TE,14,4,265,6-5,Michigan St.,5/13/1970,3,0,Atlanta Falcons / 6th / 151st pick /1993,ATL,1996,2025-08-16 11:02:48
81,Terance Mathis,29,WR,16,16,177,5-10,New Mexico,6/7/1967,6,7,New York Jets / 6th / 140th pick /1990,ATL,1996,2025-08-16 11:02:48
57,Clay Matthews,40,LB,15,1,245,6-2,USC,3/15/1956,18,1,Cleveland Browns / 1st / 12th pick /1978,ATL,1996,2025-08-16 11:02:48
28,Lenny McGill,25,LCB,16,8,195,6-1,Arizona St.,5/31/1971,2,3,,ATL,1996,2025-08-16 11:02:48
22,Tim McKyer,33,LCB,8,7,174,6-0,Texas-Arlington,9/5/1963,10,2,San Francisco 49ers / 3rd / 64th pick /1986,ATL,1996,2025-08-16 11:02:48
21,Eric Metcalf,28,WR,16,11,188,5-10,Texas,1/23/1968,7,5,Cleveland Browns / 1st / 13th pick /1989,ATL,1996,2025-08-16 11:02:48
7,Browning Nagle,28,QB,5,0,225,6-3,"West Virginia,Louisville",4/29/1968,5,0,New York Jets / 2nd / 34th pick /1991,ATL,1996,2025-08-16 11:02:48
38,Nate Odomes,31,DB,7,4,188,5-9,Wisconsin,8/25/1965,9,1,Buffalo Bills / 2nd / 29th pick /1987,ATL,1996,2025-08-16 11:02:48
93,Dan Owens,29,RDT,16,9,280,6-3,USC,3/16/1967,6,4,Detroit Lions / 2nd / 35th pick /1990,ATL,1996,2025-08-16 11:02:48
64,Jeff Pahukoa,27,G,14,3,268,6-2,Washington,2/9/1969,5,2,Los Angeles Rams / 12th / 311th pick /1991,ATL,1996,2025-08-16 11:02:48
26,Anthony Phillips,26,RCB,7,5,209,6-2,Texas A&M-Kingsville,10/5/1970,2,1,Atlanta Falcons / 3rd / 72nd pick /1994,ATL,1996,2025-08-16 11:02:48
85,Roell Preston,24,WR,15,2,187,5-10,"Northwest Mississippi CC,Mississippi",6/23/1972,1,2,Atlanta Falcons / 5th / 145th pick /1995,ATL,1996,2025-08-16 11:02:48
62,David Richards,30,RT,6,6,315,6-5,"SMU,UCLA",4/11/1966,8,3,San Diego Chargers / 4th / 98th pick /1988,ATL,1996,2025-08-16 11:02:48
29,Louis Riddick,27,DB,16,1,215,6-2,Pittsburgh,3/15/1969,4,1,San Francisco 49ers / 9th / 248th pick /1991,ATL,1996,2025-08-16 11:02:48
52,Craig Sauer,24,LB,16,1,240,6-1,Minnesota,12/13/1972,Rook,1,Atlanta Falcons / 6th / 188th pick /1996,ATL,1996,2025-08-16 11:02:48
84,Freddie Scott,22,WR,10,0,188,5-10,Penn St.,8/26/1974,Rook,1,,ATL,1996,2025-08-16 11:02:48
37,Elbert Shelley,32,DB,12,0,190,5-11,Arkansas St.,12/24/1964,9,1,Atlanta Falcons / 11th / 292nd pick /1987,ATL,1996,2025-08-16 11:02:48
90,Chuck Smith,27,RDE,15,15,257,6-2,Tennessee,12/21/1969,4,5,Atlanta Falcons / 2nd / 51st pick /1992,ATL,1996,2025-08-16 11:02:48
4,Dan Stryzinski,31,P,16,0,237,6-0,Indiana,5/15/1965,6,2,,ATL,1996,2025-08-16 11:02:48
59,Lorenzo Styles,22,LB,16,0,245,6-1,Ohio St.,1/31/1974,1,1,Atlanta Falcons / 3rd / 77th pick /1995,ATL,1996,2025-08-16 11:02:48
61,Robbie Tobeck,26,LG,16,16,297,6-4,Washington St.,3/6/1970,2,8,,ATL,1996,2025-08-16 11:02:48
58,Jessie Tuggle,31,MLB,16,16,230,5-11,Valdosta St.,4/4/1965,9,5,,ATL,1996,2025-08-16 11:02:48
45,Darnell Walker,26,RCB,15,9,168,5-8,Oklahoma,1/17/1970,3,3,Atlanta Falcons / 7th / 178th pick /1993,ATL,1996,2025-08-16 11:02:48
70,Bob Whitfield,25,LT,16,16,318,6-5,Stanford,10/18/1971,4,8,Atlanta Falcons / 1st / 8th pick /1992,ATL,1996,2025-08-16 11:02:48
69,Gene Williams,28,G,10,0,310,6-2,Iowa St.,10/14/1968,5,1,Miami Dolphins / 5th / 121st pick /1991,ATL,1996,2025-08-16 11:02:48
77,Matt Willig,27,T,12,0,315,6-8,USC,1/21/1969,3,1,,ATL,1996,2025-08-16 11:02:48
72,Mike Zandofsky,31,RG,14,14,300,6-2,Washington,11/30/1965,7,7,Phoenix Cardinals / 3rd / 67th pick /1989,ATL,1996,2025-08-16 11:02:48
74,Jeff Zgonina,26,DT,8,0,285,6-2,Purdue,5/24/1970,3,1,Pittsburgh Steelers / 7th / 185th pick /1993,ATL,1996,2025-08-16 11:02:48
