No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
23,Robert Alford,29,LCB,16,16,186,5-10,Southeastern Louisiana,11/1/1988,4,6,Atlanta Falcons / 2nd / 60th pick /2013,ATL,2017,2025-08-15 13:38:28
37,Ricardo Allen,26,SS,15,15,186,5-9,Purdue,12/18/1991,2,6,Atlanta Falcons / 5th / 147th pick /2014,ATL,2017,2025-08-15 13:38:28
44,Vic Beasley,25,LLB,14,8,246,6-3,Clemson,7/8/1992,2,4,Atlanta Falcons / 1st / 8th pick /2015,ATL,2017,2025-08-15 13:38:28
5,Matthew Bosher,30,P,16,0,208,6-0,Miami (FL),10/18/1987,6,2,Atlanta Falcons / 6th / 192nd pick /2011,ATL,2017,2025-08-15 13:38:28
3,Matt Bryant,42,K,16,0,203,5-9,Baylor,5/29/1975,15,5,,ATL,2017,2025-08-15 13:38:28
59,De'Vondre Campbell,24,RLB,16,16,232,6-4,Minnesota,7/1/1993,1,7,Atlanta Falcons / 4th / 115th pick /2016,ATL,2017,2025-08-15 13:38:28
99,Adrian Clayborn,29,DE,16,2,280,6-3,Iowa,7/6/1988,6,4,Tampa Bay Buccaneers / 1st / 20th pick /2011,ATL,2017,2025-08-15 13:38:28
40,Derrick Coleman,27,FB,16,7,233,6-0,UCLA,10/18/1990,4,0,,ATL,2017,2025-08-15 13:38:28
26,Tevin Coleman,24,RB,15,3,210,6-1,Indiana,4/16/1993,2,7,Atlanta Falcons / 3rd / 73rd pick /2015,ATL,2017,2025-08-15 13:38:28
95,Jack Crawford,29,DE,4,0,288,6-5,Penn St.,9/7/1988,5,0,Oakland Raiders / 5th / 158th pick /2012,ATL,2017,2025-08-15 13:38:28
24,Devonta Freeman,25,RB,14,14,206,5-8,Florida St.,3/15/1992,3,9,Atlanta Falcons / 4th / 103rd pick /2014,ATL,2017,2025-08-15 13:38:28
18,Taylor Gabriel,26,WR,16,4,168,5-7,Abilene Christian,2/17/1991,3,4,,ATL,2017,2025-08-15 13:38:28
63,Ben Garland,29,DT,16,3,308,6-5,Air Force,4/6/1988,3,3,,ATL,2017,2025-08-15 13:38:28
29,C.J. Goodwin,27,DB,12,0,190,6-3,California (PA),2/4/1990,1,1,,ATL,2017,2025-08-15 13:38:28
56,Jermaine Grace,24,LB,5,0,223,6-0,Miami (FL),11/8/1993,Rook,0,,ATL,2017,2025-08-15 13:38:28
17,Marvin Hall,24,WR,8,0,190,5-10,Washington,4/10/1993,1,1,,ATL,2017,2025-08-15 13:38:28
14,Justin Hardy,26,WR,16,1,192,5-10,East Carolina,12/18/1991,2,2,Atlanta Falcons / 4th / 107th pick /2015,ATL,2017,2025-08-15 13:38:28
47,Josh Harris,28,DB,16,0,224,6-1,Auburn,4/27/1989,5,1,,ATL,2017,2025-08-15 13:38:28
25,Brian Hill,22,RB,1,0,219,6-1,Wyoming,11/9/1995,Rook,0,Atlanta Falcons / 5th / 156th pick /2017,ATL,2017,2025-08-15 13:38:28
81,Austin Hooper,23,TE,16,8,254,6-4,Stanford,10/29/1994,1,5,Atlanta Falcons / 3rd / 81st pick /2016,ATL,2017,2025-08-15 13:38:28
36,Kemal Ishmael,26,DB,16,1,206,6-0,Central Florida,5/6/1991,4,2,Atlanta Falcons / 7th / 243rd pick /2013,ATL,2017,2025-08-15 13:38:28
97,Grady Jarrett,24,RDT,16,16,294,6-1,Clemson,4/28/1993,2,7,Atlanta Falcons / 5th / 137th pick /2015,ATL,2017,2025-08-15 13:38:28
45,Deion Jones,23,MLB,16,16,222,6-1,LSU,11/4/1994,1,11,Atlanta Falcons / 2nd / 52nd pick /2016,ATL,2017,2025-08-15 13:38:28
11,Julio Jones,28,WR,16,16,220,6-3,Alabama,2/3/1989,6,14,Atlanta Falcons / 1st / 6th pick /2011,ATL,2017,2025-08-15 13:38:28
27,Damontae Kazee,24,DB,16,1,174,5-11,San Diego St.,6/5/1993,Rook,1,Atlanta Falcons / 5th / 149th pick /2017,ATL,2017,2025-08-15 13:38:28
67,Andy Levitre,31,LG,13,13,303,6-2,Oregon St.,5/15/1986,8,7,Buffalo Bills / 2nd / 51st pick /2009,ATL,2017,2025-08-15 13:38:28
51,Alex Mack,32,C,16,16,311,6-4,California,11/19/1985,8,14,Cleveland Browns / 1st / 21st pick /2009,ATL,2017,2025-08-15 13:38:28
25,Terrence Magee,24,RB,2,0,220,5-9,LSU,3/16/1993,2,0,,ATL,2017,2025-08-15 13:38:28
70,Jake Matthews,25,LT,16,16,310,6-5,Texas A&M,2/11/1992,3,9,Atlanta Falcons / 1st / 6th pick /2014,ATL,2017,2025-08-15 13:38:28
