No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
20,Phillip Adams,27,DB,13,3,193,6-0,South Carolina St.,7/20/1988,5,2,San Francisco 49ers / 7th / 224th pick /2010,ATL,2015,2025-08-15 13:38:10
23,Robert Alford,27,LCB,15,15,186,5-10,Southeastern Louisiana,11/1/1988,2,6,Atlanta Falcons / 2nd / 60th pick /2013,ATL,2015,2025-08-15 13:38:10
37,Ricardo Allen,24,SS,15,14,186,5-9,Purdue,12/18/1991,1,6,Atlanta Falcons / 5th / 147th pick /2014,ATL,2015,2025-08-15 13:38:10
95,Jonathan Babineaux,34,DT,16,4,300,6-2,Iowa,10/12/1981,10,3,Atlanta Falcons / 2nd / 59th pick /2005,ATL,2015,2025-08-15 13:38:10
59,Joplo Bartu,25,LB,7,1,230,6-2,Texas St.,10/3/1990,2,1,,ATL,2015,2025-08-15 13:38:10
44,Vic Beasley,23,LDE,16,16,246,6-3,Clemson,7/8/1992,Rook,7,Atlanta Falcons / 1st / 8th pick /2015,ATL,2015,2025-08-15 13:38:10
71,Kroy Biermann,30,LB,16,0,242,6-3,Montana,9/12/1985,7,2,Atlanta Falcons / 5th / 154th pick /2008,ATL,2015,2025-08-15 13:38:10
5,Matthew Bosher,28,P,16,0,208,6-0,Miami (FL),10/18/1987,4,2,Atlanta Falcons / 6th / 192nd pick /2011,ATL,2015,2025-08-15 13:38:10
53,Allen Bradford,27,RB,6,0,235,5-11,USC,8/31/1988,4,0,Tampa Bay Buccaneers / 6th / 187th pick /2011,ATL,2015,2025-08-15 13:38:10
3,Matt Bryant,40,K,10,0,203,5-9,Baylor,5/29/1975,13,1,,ATL,2015,2025-08-15 13:38:10
65,Chris Chester,32,RG,16,16,303,6-3,Oklahoma,1/12/1983,9,7,Baltimore Ravens / 2nd / 56th pick /2006,ATL,2015,2025-08-15 13:38:10
99,Adrian Clayborn,27,DE,16,4,280,6-3,Iowa,7/6/1988,4,3,Tampa Bay Buccaneers / 1st / 20th pick /2011,ATL,2015,2025-08-15 13:38:10
26,Tevin Coleman,22,RB,12,3,210,6-1,Indiana,4/16/1993,Rook,3,Atlanta Falcons / 3rd / 73rd pick /2015,ATL,2015,2025-08-15 13:38:10
32,Jalen Collins,22,DB,16,2,203,6-1,LSU,3/20/1993,Rook,2,Atlanta Falcons / 2nd / 42nd pick /2015,ATL,2015,2025-08-15 13:38:10
42,Patrick DiMarco,26,RB,16,8,234,6-1,South Carolina,4/30/1989,3,1,,ATL,2015,2025-08-15 13:38:10
52,Justin Durant,30,RILB,13,12,230,6-4,Hampton,9/21/1985,8,5,Jacksonville Jaguars / 2nd / 48th pick /2007,ATL,2015,2025-08-15 13:38:10
24,Devonta Freeman,23,RB,15,13,206,5-8,Florida St.,3/15/1992,1,12,Atlanta Falcons / 4th / 103rd pick /2014,ATL,2015,2025-08-15 13:38:10
30,Charles Godfrey,30,DB,8,0,207,6-0,Iowa,11/15/1985,7,0,Carolina Panthers / 3rd / 67th pick /2008,ATL,2015,2025-08-15 13:38:10
93,Malliciah Goodman,25,DE,4,0,276,6-4,Clemson,1/4/1990,2,0,Atlanta Falcons / 4th / 127th pick /2013,ATL,2015,2025-08-15 13:38:10
66,Gino Gradkowski,27,G,3,1,300,6-3,Delaware,11/5/1988,3,1,Baltimore Ravens / 4th / 98th pick /2012,ATL,2015,2025-08-15 13:38:10
6,Shayne Graham,38,K,5,0,210,6-0,Virginia Tech,12/9/1977,14,1,,ATL,2015,2025-08-15 13:38:10
77,Ra'Shede Hageman,25,NT,16,12,318,6-6,Minnesota,8/8/1990,1,5,Atlanta Falcons / 2nd / 37th pick /2014,ATL,2015,2025-08-15 13:38:10
85,Leonard Hankerson,26,WR,8,0,205,6-1,Miami (FL),1/30/1989,4,3,Washington Redskins / 3rd / 79th pick /2011,ATL,2015,2025-08-15 13:38:10
16,Justin Hardy,24,WR,9,1,192,5-10,East Carolina,12/18/1991,Rook,2,Atlanta Falcons / 4th / 107th pick /2015,ATL,2015,2025-08-15 13:38:10
72,Bryce Harris,26,T,1,0,300,6-6,Fresno St.,1/16/1989,3,0,,ATL,2015,2025-08-15 13:38:10
47,Josh Harris,26,DB,16,0,224,6-1,Auburn,4/27/1989,3,1,,ATL,2015,2025-08-15 13:38:10
17,Devin Hester,33,WR,5,0,190,5-11,Miami (FL),11/4/1982,9,0,Chicago Bears / 2nd / 57th pick /2006,ATL,2015,2025-08-15 13:38:10
36,Kemal Ishmael,24,FS,16,5,206,6-0,Central Florida,5/6/1991,2,3,Atlanta Falcons / 7th / 243rd pick /2013,ATL,2015,2025-08-15 13:38:10
94,Tyson Jackson,29,LOLB,16,12,295,6-4,LSU,6/6/1986,6,5,Kansas City Chiefs / 1st / 3rd pick /2009,ATL,2015,2025-08-15 13:38:10
97,Grady Jarrett,22,DT,15,2,294,6-1,Clemson,4/28/1993,Rook,2,Atlanta Falcons / 5th / 137th pick /2015,ATL,2015,2025-08-15 13:38:10
11,Julio Jones,26,WR,16,16,220,6-3,Alabama,2/3/1989,4,16,Atlanta Falcons / 1st / 6th pick /2011,ATL,2015,2025-08-15 13:38:10
28,Akeem King,23,DB,5,0,215,6-1,San Jose St.,8/29/1992,Rook,0,Atlanta Falcons / 7th / 249th pick /2015,ATL,2015,2025-08-15 13:38:10
67,Andy Levitre,29,LG,16,16,303,6-2,Oregon St.,5/15/1986,6,7,Buffalo Bills / 2nd / 51st pick /2009,ATL,2015,2025-08-15 13:38:10
