No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
61,Henry Allison,28,G,14,0,255,6-3,"Col. of the Sequoias,San Diego St.",2/11/1947,4,4,Philadelphia Eagles / 2nd / 50th pick /1971,CRD,1975,2025-08-16 10:54:34
57,Mark Arneson,26,MLB,14,11,220,6-2,Arizona,9/9/1949,3,6,St. Louis Cardinals / 2nd / 32nd pick /1972,CRD,1975,2025-08-16 10:54:34
31,Josh Ashton,26,RB,2,0,205,6-1,Tulsa,8/24/1949,3,0,New England Patriots / 9th / 209th pick /1971,CRD,1975,2025-08-16 10:54:34
25,Jim Bakken,35,K,14,0,200,5-11,Wisconsin,11/2/1940,13,5,Los Angeles Rams / 7th / 88th pick /1962,CRD,1975,2025-08-16 10:54:34
54,Tom Banks,27,C,14,14,245,6-1,Auburn,8/20/1948,4,10,St. Louis Cardinals / 8th / 189th pick /1970,CRD,1975,2025-08-16 10:54:34
59,Pete Barnes,30,RLB,14,14,239,6-1,Southern,8/31/1945,8,7,Houston Oilers / 6th / 136th pick /1967,CRD,1975,2025-08-16 10:54:34
79,Bob Bell,27,LDE,14,14,250,6-4,Cincinnati,1/25/1948,4,7,Detroit Lions / 1st / 21st pick /1971,CRD,1975,2025-08-16 10:54:34
51,Tom Brahaney,24,C,14,2,245,6-2,Oklahoma,10/23/1951,2,2,St. Louis Cardinals / 5th / 109th pick /1973,CRD,1975,2025-08-16 10:54:34
70,Lee Brooks,28,DT,8,2,261,6-5,Texas,12/7/1947,5,1,Houston Oilers / 2nd / 31st pick /1970,CRD,1975,2025-08-16 10:54:34
88,J.V. Cain,24,TE,14,7,224,6-4,Colorado,7/22/1951,1,2,St. Louis Cardinals / 1st / 7th pick /1974,CRD,1975,2025-08-16 10:54:34
26,Dwayne Crump,25,DB,14,3,180,5-11,Fresno St.,8/9/1950,2,2,St. Louis Cardinals / 6th / 137th pick /1973,CRD,1975,2025-08-16 10:54:34
76,Charles Davis,24,LDT,14,12,269,6-1,TCU,11/17/1951,1,6,Pittsburgh Steelers / 9th / 229th pick /1974,CRD,1975,2025-08-16 10:54:34
72,Dan Dierdorf,26,RT,14,14,275,6-3,Michigan,6/29/1949,4,12,St. Louis Cardinals / 2nd / 43rd pick /1971,CRD,1975,2025-08-16 10:54:34
66,Conrad Dobler,25,RG,14,14,254,6-3,Wyoming,10/1/1950,3,10,St. Louis Cardinals / 5th / 110th pick /1972,CRD,1975,2025-08-16 10:54:34
41,Clarence Duren,25,FS,13,11,190,6-1,California,12/9/1950,2,5,,CRD,1975,2025-08-16 10:54:34
60,Roger Finnie,30,LT,14,14,245,6-3,Florida A&M,11/6/1945,6,7,New York Jets / 14th / 364th pick /1969,CRD,1975,2025-08-16 10:54:34
85,Mel Gray,27,WR,14,14,175,5-9,Missouri,9/28/1948,4,12,St. Louis Cardinals / 6th / 147th pick /1971,CRD,1975,2025-08-16 10:54:34
33,Tim Gray,23,DB,14,0,200,6-1,Texas A&M,11/11/1952,Rook,3,St. Louis Cardinals / 1st / 21st pick /1975,CRD,1975,2025-08-16 10:54:34
30,Gary Hammond,26,WR,14,0,184,5-11,SMU,7/31/1949,2,0,New York Jets / 3rd / 66th pick /1972,CRD,1975,2025-08-16 10:54:34
84,Ike Harris,23,WR,14,5,210,6-3,Iowa St.,11/27/1952,1,4,St. Louis Cardinals / 4th / 91st pick /1974,CRD,1975,2025-08-16 10:54:34
17,Jim Hart,31,QB,14,14,215,6-1,Southern Illinois,4/29/1944,9,12,,CRD,1975,2025-08-16 10:54:34
50,Greg Hartle,24,LB,13,3,225,6-2,Newberry,2/14/1951,1,2,St. Louis Cardinals / 10th / 251st pick /1974,CRD,1975,2025-08-16 10:54:34
34,Steve Jones,24,RB,13,1,200,6-0,Duke,3/6/1951,2,5,Los Angeles Rams / 5th / 129th pick /1973,CRD,1975,2025-08-16 10:54:34
69,Greg Kindle,25,G,14,0,265,6-4,Tennessee St.,9/16/1950,1,4,St. Louis Cardinals / 2nd / 33rd pick /1974,CRD,1975,2025-08-16 10:54:34
32,Jerry Latin,22,RB,10,0,190,5-10,Northern Illinois,8/25/1953,Rook,2,St. Louis Cardinals / 11th / 280th pick /1975,CRD,1975,2025-08-16 10:54:34
21,Terry Metcalf,24,RB,13,13,185,5-10,Long Beach St.,9/24/1951,2,14,St. Louis Cardinals / 3rd / 63rd pick /1973,CRD,1975,2025-08-16 10:54:34
27,Eddie Moss,27,RB,8,0,215,6-0,SE Missouri St.,9/27/1948,2,0,Buffalo Bills / 13th / 313th pick /1972,CRD,1975,2025-08-16 10:54:34
53,Steve Neils,24,LB,14,0,217,6-2,Minnesota,5/2/1951,1,4,St. Louis Cardinals / 5th / 111th pick /1974,CRD,1975,2025-08-16 10:54:34
35,Jim Otis,27,FB,14,14,220,6-0,Ohio St.,4/29/1948,5,10,New Orleans Saints / 9th / 218th pick /1970,CRD,1975,2025-08-16 10:54:34
36,Ken Reaves,31,SS,14,13,210,6-3,Norfolk St.,10/29/1944,9,7,Atlanta Falcons / 4th / 49th pick /1966,CRD,1975,2025-08-16 10:54:34
75,Bob Rowe,30,RDT,14,14,270,6-4,Western Michigan,5/23/1945,8,7,St. Louis Cardinals / 2nd / 43rd pick /1967,CRD,1975,2025-08-16 10:54:34
74,Council Rudolph,25,DE,13,1,255,6-4,Kentucky St.,1/18/1950,3,2,St. Louis Cardinals / 7th / 160th pick /1972,CRD,1975,2025-08-16 10:54:34
11,Dennis Shaw,28,QB,3,0,217,6-3,"USC,San Diego St.",3/3/1947,5,0,Buffalo Bills / 2nd / 30th pick /1970,CRD,1975,2025-08-16 10:54:34
81,Jackie Smith,35,TE,9,7,235,6-4,Northwestern St. (LA),2/23/1940,12,3,St. Louis Cardinals / 10th / 129th pick /1963,CRD,1975,2025-08-16 10:54:34
