No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
32,Ottis Anderson,28,RB,9,8,220,6-2,Miami (FL),1/19/1957,6,4,St. Louis Cardinals / 1st / 8th pick /1979,CRD,1985,2025-08-16 10:56:03
10,Jess Atkinson,24,K,2,0,165,5-9,Maryland,12/11/1961,Rook,-1,,CRD,1985,2025-08-16 10:56:03
60,Al Baker,29,LDE,16,16,265,6-6,Colorado St.,12/9/1956,7,6,Detroit Lions / 2nd / 40th pick /1978,CRD,1985,2025-08-16 10:56:03
52,Charles Baker,28,LB,15,3,226,6-2,New Mexico,9/26/1957,5,2,St. Louis Cardinals / 3rd / 81st pick /1980,CRD,1985,2025-08-16 10:56:03
74,Scott Bergold,24,T,16,0,263,6-7,Wisconsin,11/19/1961,Rook,1,St. Louis Cardinals / 2nd / 51st pick /1985,CRD,1985,2025-08-16 10:56:03
18,Carl Birdsong,26,P,16,0,192,6-0,SW Oklahoma St.,1/1/1959,4,2,,CRD,1985,2025-08-16 10:56:03
11,Novo Bojovic,26,K,6,0,172,5-10,Central Michigan,11/2/1959,Rook,0,,CRD,1985,2025-08-16 10:56:03
71,Joe Bostic,28,RG,16,16,265,6-3,Clemson,4/20/1957,6,7,St. Louis Cardinals / 3rd / 64th pick /1979,CRD,1985,2025-08-16 10:56:03
12,Scott Brunner,28,QB,16,0,206,6-5,Delaware,3/24/1957,5,1,New York Giants / 6th / 145th pick /1980,CRD,1985,2025-08-16 10:56:03
64,Randy Clark,28,C,16,16,260,6-3,Northern Illinois,7/27/1957,5,7,Chicago Bears / 8th / 215th pick /1980,CRD,1985,2025-08-16 10:56:03
66,Doug Dawson,24,LG,16,16,238,6-3,Texas,12/27/1961,1,7,St. Louis Cardinals / 2nd / 45th pick /1984,CRD,1985,2025-08-16 10:56:03
73,Mark Duda,24,RDT,16,16,273,6-3,Maryland,2/4/1961,2,6,St. Louis Cardinals / 4th / 96th pick /1983,CRD,1985,2025-08-16 10:56:03
86,Clyde Duncan,24,WR,11,0,202,6-1,Tennessee,2/5/1961,1,0,St. Louis Cardinals / 1st / 17th pick /1984,CRD,1985,2025-08-16 10:56:03
31,Earl Ferrell,27,FB,11,9,225,6-0,East Tennessee St.,3/27/1958,3,3,St. Louis Cardinals / 5th / 125th pick /1982,CRD,1985,2025-08-16 10:56:03
65,David Galloway,26,LDT,16,16,277,6-3,Florida,2/16/1959,3,6,St. Louis Cardinals / 2nd / 38th pick /1982,CRD,1985,2025-08-16 10:56:03
87,Earnest Gray,28,WR,5,0,195,6-3,Memphis,3/2/1957,6,0,New York Giants / 2nd / 36th pick /1979,CRD,1985,2025-08-16 10:56:03
81,Roy Green,28,WR,13,13,195,6-0,Henderson St.,6/30/1957,6,5,St. Louis Cardinals / 4th / 89th pick /1979,CRD,1985,2025-08-16 10:56:03
75,Curtis Greer,28,RDE,16,15,255,6-4,Michigan,11/10/1957,5,6,St. Louis Cardinals / 1st / 6th pick /1980,CRD,1985,2025-08-16 10:56:03
35,Jeff Griffin,27,DB,12,0,185,6-0,Utah,7/19/1958,4,1,St. Louis Cardinals / 3rd / 61st pick /1981,CRD,1985,2025-08-16 10:56:03
78,Elois Grooms,32,DT,5,0,249,6-4,Tennessee Tech,5/20/1953,10,0,New Orleans Saints / 3rd / 63rd pick /1975,CRD,1985,2025-08-16 10:56:03
36,Perry Harrington,27,RB,11,0,210,5-11,Jackson St.,3/13/1958,5,0,Philadelphia Eagles / 2nd / 53rd pick /1980,CRD,1985,2025-08-16 10:56:03
