No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
60,Steve Alvord,23,RDT,12,6,272,6-4,Washington,10/2/1964,Rook,3,St. Louis Cardinals / 8th / 201st pick /1987,CRD,1987,2025-08-16 10:56:17
20,Dwayne Anderson,26,DB,1,0,205,6-0,SMU,12/7/1961,Rook,0,,CRD,1987,2025-08-16 10:56:17
22,Terrence Anthony,22,DB,1,0,183,5-10,Iowa St.,1/17/1965,Rook,0,Atlanta Falcons / 9th / 236th pick /1987,CRD,1987,2025-08-16 10:56:17
80,Robert Awalt,23,TE,12,9,258,6-5,"Nevada,Sacramento CC,San Diego St.",4/9/1964,Rook,5,St. Louis Cardinals / 3rd / 62nd pick /1987,CRD,1987,2025-08-16 10:56:17
52,Charles Baker,30,LB,14,3,226,6-2,New Mexico,9/26/1957,7,2,St. Louis Cardinals / 3rd / 81st pick /1980,CRD,1987,2025-08-16 10:56:17
55,Anthony Bell,23,LLB,12,12,235,6-3,Michigan St.,7/2/1964,1,5,St. Louis Cardinals / 1st / 5th pick /1986,CRD,1987,2025-08-16 10:56:17
64,Joe Bock,28,C,1,0,256,6-4,Virginia,7/21/1959,Rook,0,,CRD,1987,2025-08-16 10:56:17
78,Ron Bohm,23,DT,3,3,250,6-3,Illinois,9/3/1964,Rook,1,,CRD,1987,2025-08-16 10:56:17
71,Joe Bostic,30,G,9,4,265,6-3,Clemson,4/20/1957,8,3,St. Louis Cardinals / 3rd / 64th pick /1979,CRD,1987,2025-08-16 10:56:17
62,Ray Brown,25,G,7,3,318,6-5,"Memphis,Arkansas St.",12/12/1962,1,2,St. Louis Cardinals / 8th / 201st pick /1986,CRD,1987,2025-08-16 10:56:17
83,Ron Brown,24,WR,3,0,186,5-10,Colorado,1/11/1963,Rook,0,New York Giants / 6th / 139th pick /1986,CRD,1987,2025-08-16 10:56:17
50,Tony Buford,23,LB,2,1,222,6-2,Tulsa,4/21/1964,Rook,0,,CRD,1987,2025-08-16 10:56:17
72,Anthony Burke,23,DT,1,0,262,6-3,Minnesota,9/2/1964,Rook,0,,CRD,1987,2025-08-16 10:56:17
69,Victor Burnett,25,DE,3,0,250,6-5,"Texas Tech,Fresno St.",10/5/1962,Rook,0,,CRD,1987,2025-08-16 10:56:17
41,Carl Carter,23,LCB,12,12,180,5-11,Texas Tech,3/7/1964,1,4,St. Louis Cardinals / 4th / 89th pick /1986,CRD,1987,2025-08-16 10:56:17
52,Jimmie Carter,26,LB,1,0,220,6-1,New Mexico,7/26/1961,Rook,0,Detroit Lions / 7th / 178th pick /1984,CRD,1987,2025-08-16 10:56:17
14,Greg Cater,30,P,9,0,191,6-0,Chattanooga,4/17/1957,7,1,Buffalo Bills / 10th / 259th pick /1980,CRD,1987,2025-08-16 10:56:17
