No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
59,David Bavaro,23,LB,14,0,234,6-0,Syracuse,3/27/1967,Rook,1,Phoenix Cardinals / 9th / 225th pick /1990,CRD,1990,2025-08-16 10:56:42
55,Anthony Bell,26,LOLB,16,16,235,6-3,Michigan St.,7/2/1964,4,6,St. Louis Cardinals / 1st / 5th pick /1986,CRD,1990,2025-08-16 10:56:42
25,Stanley Blair,26,DB,5,0,190,6-0,"Oklahoma St.,SE Oklahoma St.",7/4/1964,Rook,0,,CRD,1990,2025-08-16 10:56:42
54,David Braxton,25,LB,11,0,240,6-2,Wake Forest,5/25/1965,1,1,Minnesota Vikings / 2nd / 52nd pick /1989,CRD,1990,2025-08-16 10:56:42
16,Rich Camarillo,31,P,16,0,202,5-11,"Cerritos (CA),Washington",11/29/1959,9,3,,CRD,1990,2025-08-16 10:56:42
37,Larry Centers,22,FB,6,0,225,6-0,S.F. Austin,6/1/1968,Rook,0,Phoenix Cardinals / 5th / 115th pick /1990,CRD,1990,2025-08-16 10:56:42
95,Dick Chapura,26,DT,3,0,277,6-3,Missouri,6/15/1964,3,0,Chicago Bears / 10th / 277th pick /1987,CRD,1990,2025-08-16 10:56:42
79,Bob Clasby,30,NT,1,1,260,6-5,Notre Dame,9/28/1960,4,0,Seattle Seahawks / 9th / 236th pick /1983,CRD,1990,2025-08-16 10:56:42
17,Al Del Greco,28,K,16,0,200,5-10,Auburn,3/2/1962,6,2,,CRD,1990,2025-08-16 10:56:42
21,Tracey Eaton,25,DB,11,0,195,6-1,Portland St.,7/19/1965,2,1,Houston Oilers / 7th / 187th pick /1988,CRD,1990,2025-08-16 10:56:42
32,Terrence Flagler,26,RB,13,0,200,6-0,Clemson,9/24/1964,3,2,San Francisco 49ers / 1st / 25th pick /1987,CRD,1990,2025-08-16 10:56:42
81,Roy Green,33,WR,16,16,195,6-0,Henderson St.,6/30/1957,11,7,St. Louis Cardinals / 4th / 89th pick /1979,CRD,1990,2025-08-16 10:56:42
98,Carl Hairston,38,DT,16,3,260,6-3,MD-Eastern Shore,12/15/1952,14,2,Philadelphia Eagles / 7th / 191st pick /1976,CRD,1990,2025-08-16 10:56:42
56,Ken Harvey,25,ROLB,16,16,237,6-2,California,5/6/1965,2,6,Phoenix Cardinals / 1st / 12th pick /1988,CRD,1990,2025-08-16 10:56:42
58,Eric Hill,24,RILB,16,16,258,6-2,LSU,11/14/1966,1,5,Phoenix Cardinals / 1st / 10th pick /1989,CRD,1990,2025-08-16 10:56:42
83,Don Holmes,29,WR,6,0,180,5-10,"Colorado,Colorado Mesa",4/1/1961,4,0,Atlanta Falcons / 12th / 318th pick /1984,CRD,1990,2025-08-16 10:56:42
80,John Jackson,23,WR,9,0,175,5-10,USC,1/2/1967,Rook,0,,CRD,1990,2025-08-16 10:56:42
53,Garth Jax,27,LILB,16,12,250,6-2,Florida St.,9/16/1963,4,5,Dallas Cowboys / 11th / 296th pick /1986,CRD,1990,2025-08-16 10:56:42
39,Johnny Johnson,22,RB,14,14,220,6-3,San Jose St.,6/11/1968,Rook,8,Phoenix Cardinals / 7th / 169th pick /1990,CRD,1990,2025-08-16 10:56:42
86,Ernie Jones,26,WR,15,8,186,5-11,Indiana,12/16/1964,2,6,Phoenix Cardinals / 7th / 179th pick /1988,CRD,1990,2025-08-16 10:56:42
85,Tim Jorden,24,TE,16,11,235,6-3,Indiana,10/30/1966,1,0,,CRD,1990,2025-08-16 10:56:42
57,Kani Kauahi,31,C,15,0,268,6-2,"Arizona St.,Hawaii",9/6/1959,8,1,,CRD,1990,2025-08-16 10:56:42
70,Derek Kennard,28,LG,16,16,285,6-3,Nevada,9/9/1962,4,7,St. Louis Cardinals / 2nd / 45th pick /1984Supp,CRD,1990,2025-08-16 10:56:42
51,Bill Lewis,27,C,16,16,285,6-6,Nebraska,7/12/1963,4,7,Los Angeles Raiders / 7th / 191st pick /1986,CRD,1990,2025-08-16 10:56:42
30,Dave Little,29,TE,11,0,233,6-2,Middle Tenn. St.,4/18/1961,6,0,,CRD,1990,2025-08-16 10:56:42
29,Lorenzo Lynch,27,DB,16,0,200,5-11,"Chabot,Sacramento St.",4/6/1963,3,1,,CRD,1990,2025-08-16 10:56:42
47,Cedric Mack,30,RCB,16,16,193,6-0,Baylor,9/14/1960,7,5,St. Louis Cardinals / 2nd / 44th pick /1983,CRD,1990,2025-08-16 10:56:42
92,Dexter Manley,31,DE,4,0,253,6-3,Oklahoma St.,2/2/1959,9,0,Washington Redskins / 5th / 119th pick /1981,CRD,1990,2025-08-16 10:56:42
46,Tim McDonald,25,SS,16,16,215,6-2,USC,1/6/1965,3,6,St. Louis Cardinals / 2nd / 34th pick /1987,CRD,1990,2025-08-16 10:56:42
78,Freddie Joe Nunn,28,LDE,16,16,262,6-5,Mississippi,4/9/1962,5,6,St. Louis Cardinals / 1st / 18th pick /1985,CRD,1990,2025-08-16 10:56:42
90,Eldonta Osborne,23,LB,12,0,226,6-0,Louisiana Tech,8/12/1967,Rook,1,,CRD,1990,2025-08-16 10:56:42
