No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
76,Mike Adams,23,LT,15,10,323,6-7,Ohio St.,3/10/1990,1,5,Pittsburgh Steelers / 2nd / 56th pick /2012,PIT,2013,2025-08-15 14:24:42
28,Cortez Allen,25,LCB,14,8,196,6-1,The Citadel,10/29/1988,2,4,Pittsburgh Steelers / 4th / 128th pick /2011,PIT,2013,2025-08-15 14:24:42
20,Will Allen,31,DB,12,0,202,6-1,Ohio St.,6/17/1982,9,1,Tampa Bay Buccaneers / 4th / 111th pick /2004,PIT,2013,2025-08-15 14:24:42
69,Brian Arnfelt,24,DE,2,0,298,6-4,Northwestern,10/11/1989,Rook,0,,PIT,2013,2025-08-15 14:24:42
68,Kelvin Beachum,24,LT,15,12,308,6-3,SMU,6/8/1989,1,6,Pittsburgh Steelers / 7th / 248th pick /2012,PIT,2013,2025-08-15 14:24:42
26,Le'Veon Bell,21,RB,13,13,225,6-1,Michigan St.,2/18/1992,Rook,8,Pittsburgh Steelers / 2nd / 48th pick /2013,PIT,2013,2025-08-15 14:24:42
41,Antwon Blake,23,DB,14,0,198,5-9,Texas-El Paso,8/9/1990,1,1,,PIT,2013,2025-08-15 14:24:42
84,Antonio Brown,25,WR,16,14,185,5-10,Central Michigan,7/10/1988,3,14,Pittsburgh Steelers / 6th / 195th pick /2010,PIT,2013,2025-08-15 14:24:42
31,Curtis Brown,25,DB,7,0,180,6-0,Texas,9/24/1988,2,0,Pittsburgh Steelers / 3rd / 95th pick /2011,PIT,2013,2025-08-15 14:24:42
54,Chris Carter,24,LB,13,1,245,6-1,Fresno St.,4/6/1989,2,1,Pittsburgh Steelers / 5th / 162nd pick /2011,PIT,2013,2025-08-15 14:24:42
25,Ryan Clark,34,FS,16,16,205,5-11,LSU,10/12/1979,11,6,,PIT,2013,2025-08-15 14:24:42
89,Jerricho Cotchery,31,WR,16,6,205,6-1,North Carolina St.,6/16/1982,9,5,New York Jets / 4th / 108th pick /2004,PIT,2013,2025-08-15 14:24:42
42,Da'Mon Cromartie-Smith,26,DB,4,0,210,6-2,Texas-El Paso,2/17/1987,2,0,,PIT,2013,2025-08-15 14:24:42
66,David DeCastro,23,RG,15,15,316,6-5,Stanford,1/11/1990,1,7,Pittsburgh Steelers / 1st / 24th pick /2012,PIT,2013,2025-08-15 14:24:42
27,Jonathan Dwyer,24,RB,15,0,235,5-11,Georgia Tech,7/26/1989,3,2,Pittsburgh Steelers / 6th / 188th pick /2010,PIT,2013,2025-08-15 14:24:42
92,Hebron Fangupo,28,DT,4,0,330,6-1,BYU,7/19/1985,1,0,,PIT,2013,2025-08-15 14:24:42
50,Larry Foote,33,LB,1,1,239,6-1,Michigan,6/12/1980,11,0,Pittsburgh Steelers / 4th / 128th pick /2002,PIT,2013,2025-08-15 14:24:42
73,Ramon Foster,27,LG,15,15,328,6-5,Tennessee,1/7/1986,4,7,,PIT,2013,2025-08-15 14:24:42
57,Terence Garvin,22,LB,15,1,242,6-3,West Virginia,1/1/1991,Rook,1,,PIT,2013,2025-08-15 14:24:42
22,William Gay,28,LCB,16,11,187,5-10,Louisville,1/1/1985,6,5,Pittsburgh Steelers / 5th / 170th pick /2007,PIT,2013,2025-08-15 14:24:42
77,Marcus Gilbert,25,RT,16,16,330,6-6,Florida,2/15/1988,2,8,Pittsburgh Steelers / 2nd / 63rd pick /2011,PIT,2013,2025-08-15 14:24:42
21,Robert Golden,23,DB,16,0,202,5-11,Arizona,9/13/1990,1,1,,PIT,2013,2025-08-15 14:24:42
39,Isaiah Green,24,FB,3,0,180,5-10,Fresno St.,8/10/1989,Rook,0,,PIT,2013,2025-08-15 14:24:42
97,Cameron Heyward,24,LDE,16,13,295,6-5,Ohio St.,5/6/1989,2,7,Pittsburgh Steelers / 1st / 31st pick /2011,PIT,2013,2025-08-15 14:24:42
96,Evander Hood,26,DE,16,7,305,6-3,Missouri,2/16/1987,4,5,Pittsburgh Steelers / 1st / 32nd pick /2009,PIT,2013,2025-08-15 14:24:42
