No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
29,Brian Allen,24,DB,10,0,215,6-3,Utah,10/21/1993,Rook,1,Pittsburgh Steelers / 5th / 173rd pick /2017,PIT,2017,2025-08-15 14:25:17
94,Tyson Alualu,30,DE,16,5,304,6-3,California,5/12/1987,7,4,Jacksonville Jaguars / 1st / 10th pick /2010,PIT,2017,2025-08-15 14:25:17
26,Le'Veon Bell,25,RB,15,15,225,6-1,Michigan St.,2/18/1992,4,15,Pittsburgh Steelers / 2nd / 48th pick /2013,PIT,2017,2025-08-15 14:25:17
4,Jordan Berry,26,P,16,0,195,6-5,Eastern Kentucky,3/18/1991,2,2,,PIT,2017,2025-08-15 14:25:17
9,Chris Boswell,26,K,16,0,185,6-2,Rice,3/16/1991,2,5,,PIT,2017,2025-08-15 14:25:17
84,Antonio Brown,29,WR,14,14,185,5-10,Central Michigan,7/10/1988,7,14,Pittsburgh Steelers / 6th / 195th pick /2010,PIT,2017,2025-08-15 14:25:17
10,Martavis Bryant,26,WR,15,8,211,6-4,Clemson,12/20/1991,3,6,Pittsburgh Steelers / 4th / 118th pick /2014,PIT,2017,2025-08-15 14:25:17
25,Artie Burns,22,RCB,16,16,187,6-0,Miami (FL),5/1/1995,1,6,Pittsburgh Steelers / 1st / 25th pick /2016,PIT,2017,2025-08-15 14:25:17
57,Kameron Canaday,24,LS,16,0,245,6-4,Portland St.,8/20/1993,1,1,,PIT,2017,2025-08-15 14:25:17
56,Anthony Chickillo,25,DE,16,2,255,6-3,Miami (FL),12/10/1992,2,2,Pittsburgh Steelers / 6th / 212th pick /2015,PIT,2017,2025-08-15 14:25:17
30,James Conner,22,RB,14,0,233,6-1,Pittsburgh,5/5/1995,Rook,1,Pittsburgh Steelers / 3rd / 105th pick /2017,PIT,2017,2025-08-15 14:25:17
28,Sean Davis,24,SS,16,16,202,6-1,Maryland,10/23/1993,1,6,Pittsburgh Steelers / 2nd / 58th pick /2016,PIT,2017,2025-08-15 14:25:17
66,David DeCastro,27,RG,15,15,316,6-5,Stanford,1/11/1990,5,14,Pittsburgh Steelers / 1st / 24th pick /2012,PIT,2017,2025-08-15 14:25:17
48,Bud Dupree,24,LOLB,15,15,269,6-4,Kentucky,2/12/1993,2,7,Pittsburgh Steelers / 1st / 22nd pick /2015,PIT,2017,2025-08-15 14:25:17
71,Matt Feiler,25,T,5,1,330,6-6,Bloomsburg,7/7/1992,Rook,1,,PIT,2017,2025-08-15 14:25:17
67,B.J. Finney,26,C,14,4,318,6-4,Kansas St.,10/26/1991,1,3,,PIT,2017,2025-08-15 14:25:17
54,L.J. Fort,27,LB,15,0,232,6-0,Northern Iowa,1/3/1990,5,1,,PIT,2017,2025-08-15 14:25:17
73,Ramon Foster,31,LG,14,14,328,6-5,Tennessee,1/7/1986,8,7,,PIT,2017,2025-08-15 14:25:17
22,William Gay,32,DB,16,0,187,5-10,Louisville,1/1/1985,10,1,Pittsburgh Steelers / 5th / 170th pick /2007,PIT,2017,2025-08-15 14:25:17
77,Marcus Gilbert,29,RT,7,7,330,6-6,Florida,2/15/1988,6,3,Pittsburgh Steelers / 2nd / 63rd pick /2011,PIT,2017,2025-08-15 14:25:17
20,Robert Golden,27,DB,16,2,202,5-11,Arizona,9/13/1990,5,2,,PIT,2017,2025-08-15 14:25:17
85,Xavier Grimble,25,TE,15,2,261,6-4,USC,9/22/1992,1,0,,PIT,2017,2025-08-15 14:25:17
21,Joe Haden,28,LCB,11,11,195,5-11,Florida,4/14/1989,7,4,Cleveland Browns / 1st / 7th pick /2010,PIT,2017,2025-08-15 14:25:17
79,Javon Hargrave,24,NT,16,12,305,6-2,South Carolina St.,2/7/1993,1,6,Pittsburgh Steelers / 3rd / 89th pick /2016,PIT,2017,2025-08-15 14:25:17
92,James Harrison,39,LB,5,0,242,6-0,Kent St.,5/4/1978,15,0,,PIT,2017,2025-08-15 14:25:17
65,Jerald Hawkins,24,T,5,1,305,6-6,LSU,10/16/1993,Rook,1,Pittsburgh Steelers / 4th / 123rd pick /2016,PIT,2017,2025-08-15 14:25:17
97,Cameron Heyward,28,LDE,15,15,295,6-5,Ohio St.,5/6/1989,6,16,Pittsburgh Steelers / 1st / 31st pick /2011,PIT,2017,2025-08-15 14:25:17
88,Darrius Heyward-Bey,30,WR,16,0,210,6-2,Maryland,2/26/1987,8,1,Oakland Raiders / 1st / 7th pick /2009,PIT,2017,2025-08-15 14:25:17
31,Mike Hilton,23,DB,16,4,184,5-9,Mississippi,3/9/1994,1,3,,PIT,2017,2025-08-15 14:25:17
74,Chris Hubbard,26,RT,16,10,295,6-4,Ala-Birmingham,4/23/1991,3,5,,PIT,2017,2025-08-15 14:25:17
11,Justin Hunter,26,WR,7,1,203,6-4,Tennessee,5/20/1991,4,0,Tennessee Titans / 2nd / 34th pick /2013,PIT,2017,2025-08-15 14:25:17
81,Jesse James,23,TE,16,14,251,6-7,Penn St.,6/4/1994,2,4,Pittsburgh Steelers / 5th / 160th pick /2015,PIT,2017,2025-08-15 14:25:17
51,Steven Johnson,29,LB,1,0,237,6-1,Kansas,3/28/1988,5,0,,PIT,2017,2025-08-15 14:25:17
3,Landry Jones,28,QB,3,1,225,6-4,Oklahoma,4/4/1989,2,1,Pittsburgh Steelers / 4th / 115th pick /2013,PIT,2017,2025-08-15 14:25:17
44,Tyler Matakevich,25,LB,15,0,235,6-1,Temple,12/22/1992,1,1,Pittsburgh Steelers / 7th / 246th pick /2016,PIT,2017,2025-08-15 14:25:17
93,Daniel McCullers,25,DT,5,0,352,6-7,Tennessee,8/11/1992,3,0,Pittsburgh Steelers / 6th / 215th pick /2014,PIT,2017,2025-08-15 14:25:17
89,Vance McDonald,27,TE,10,7,267,6-4,Rice,6/13/1990,4,2,San Francisco 49ers / 2nd / 55th pick /2013,PIT,2017,2025-08-15 14:25:17
23,Mike Mitchell,30,FS,13,13,221,6-1,Ohio,6/10/1987,8,4,Oakland Raiders / 2nd / 47th pick /2009,PIT,2017,2025-08-15 14:25:17
55,Arthur Moats,29,LB,14,0,246,6-0,James Madison,3/14/1988,7,1,Buffalo Bills / 6th / 178th pick /2010,PIT,2017,2025-08-15 14:25:17
45,Roosevelt Nix,25,RB,16,4,248,5-11,"Kent St.,Kent St.",3/30/1992,2,0,,PIT,2017,2025-08-15 14:25:17
53,Maurkice Pouncey,28,C,15,15,304,6-4,Florida,7/24/1989,7,9,Pittsburgh Steelers / 1st / 18th pick /2010,PIT,2017,2025-08-15 14:25:17
38,Stevan Ridley,28,RB,2,1,220,5-11,LSU,1/27/1989,6,1,New England Patriots / 3rd / 73rd pick /2011,PIT,2017,2025-08-15 14:25:17
7,Ben Roethlisberger,35,QB,15,15,240,6-5,Miami (OH),3/2/1982,13,14,Pittsburgh Steelers / 1st / 11th pick /2004,PIT,2017,2025-08-15 14:25:17
17,Eli Rogers,25,WR,14,4,187,5-10,Louisville,12/23/1992,1,1,,PIT,2017,2025-08-15 14:25:17
24,Coty Sensabaugh,29,DB,14,4,187,5-11,Clemson,11/15/1988,5,2,Tennessee Titans / 4th / 115th pick /2012,PIT,2017,2025-08-15 14:25:17
50,Ryan Shazier,25,LILB,12,12,230,6-1,Ohio St.,9/6/1992,3,9,Pittsburgh Steelers / 1st / 15th pick /2014,PIT,2017,2025-08-15 14:25:17
19,JuJu Smith-Schuster,21,WR,14,7,215,6-1,USC,11/22/1996,Rook,10,Pittsburgh Steelers / 2nd / 62nd pick /2017,PIT,2017,2025-08-15 14:25:17
51,Sean Spence,27,LB,4,4,231,5-11,Miami (FL),6/7/1990,3,2,Pittsburgh Steelers / 3rd / 86th pick /2012,PIT,2017,2025-08-15 14:25:17
34,Cameron Sutton,22,DB,5,1,188,5-11,Tennessee,2/27/1995,Rook,1,Pittsburgh Steelers / 3rd / 94th pick /2017,PIT,2017,2025-08-15 14:25:17
33,Fitzgerald Toussaint,27,RB,6,0,204,5-9,Michigan,5/4/1990,3,0,,PIT,2017,2025-08-15 14:25:17
91,Stephon Tuitt,24,RDE,12,12,303,6-6,Notre Dame,5/23/1993,3,6,Pittsburgh Steelers / 2nd / 46th pick /2014,PIT,2017,2025-08-15 14:25:17
78,Alejandro Villanueva,29,LT,16,16,277,6-9,Army,9/22/1988,2,10,,PIT,2017,2025-08-15 14:25:17
96,Leterrius Walton,25,DT,16,0,305,6-5,Central Michigan,3/31/1992,2,2,Pittsburgh Steelers / 6th / 199th pick /2015,PIT,2017,2025-08-15 14:25:17
39,Terrell Watson,24,RB,10,0,240,6-1,Azusa Pacific,8/22/1993,1,0,,PIT,2017,2025-08-15 14:25:17
90,T.J. Watt,23,ROLB,15,15,252,6-4,Wisconsin,10/11/1994,Rook,7,Pittsburgh Steelers / 1st / 30th pick /2017,PIT,2017,2025-08-15 14:25:17
27,J.J. Wilcox,26,DB,12,1,212,6-0,Georgia Southern,2/14/1991,4,1,Dallas Cowboys / 3rd / 80th pick /2013,PIT,2017,2025-08-15 14:25:17
98,Vince Williams,28,RILB,16,16,233,6-1,Florida St.,12/27/1989,4,8,Pittsburgh Steelers / 6th / 206th pick /2013,PIT,2017,2025-08-15 14:25:17
