No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Salary,Team,Year,Scraped_Date
92,Olasunkanmi Adeniyi,22,LB,16,0,248,6-1,Toledo,9/12/1997,1,1,,"$570,000",PIT,2019,2025-08-15 14:25:33
27,Marcus Allen,23,DB,1,0,215,6-2,Penn St.,8/7/1996,1,0,Pittsburgh Steelers / 5th / 148th pick /2018,"$570,000",PIT,2019,2025-08-15 14:25:33
94,Tyson Alualu,32,RDE,16,5,304,6-3,California,5/12/1987,9,3,Jacksonville Jaguars / 1st / 10th pick /2010,"$1,250,000",PIT,2019,2025-08-15 14:25:33
72,Zach Banner,26,T,14,1,358,6-8,USC,12/25/1993,2,1,Indianapolis Colts / 4th / 137th pick /2017,"$645,000",PIT,2019,2025-08-15 14:25:33
26,Mark Barron,30,LILB,15,9,230,6-2,Alabama,10/27/1989,7,6,Tampa Bay Buccaneers / 1st / 7th pick /2012,"$1,000,000",PIT,2019,2025-08-15 14:25:33
4,Jordan Berry,28,P,16,0,195,6-5,Eastern Kentucky,3/18/1991,4,2,,"$1,150,000",PIT,2019,2025-08-15 14:25:33
9,Chris Boswell,28,K,16,0,185,6-2,Rice,3/16/1991,4,5,,"$1,000,000",PIT,2019,2025-08-15 14:25:33
40,Tony Brooks-James,25,RB,3,0,179,5-9,Oregon,12/6/1994,Rook,0,,,PIT,2019,2025-08-15 14:25:33
96,Isaiah Buggs,23,DT,9,0,335,6-3,"Mississippi Gulf Coast CC,Alabama",8/24/1996,Rook,1,Pittsburgh Steelers / 6th / 192nd pick /2019,"$495,000",PIT,2019,2025-08-15 14:25:33
25,Artie Burns,24,DB,10,1,187,6-0,Miami (FL),5/1/1995,3,1,Pittsburgh Steelers / 1st / 25th pick /2016,"$1,757,861",PIT,2019,2025-08-15 14:25:33
55,Devin Bush Jr.,21,LILB/RILB,16,15,235,5-11,Michigan,7/18/1998,Rook,9,Pittsburgh Steelers / 1st / 10th pick /2019,"$495,000",PIT,2019,2025-08-15 14:25:33
17,Deon Cain,23,WR,6,3,202,6-2,Clemson,8/9/1996,Rook,1,Indianapolis Colts / 6th / 185th pick /2018,,PIT,2019,2025-08-15 14:25:33
57,Kameron Canaday,26,LS,16,0,245,6-4,Portland St.,8/20/1993,3,1,,"$720,000",PIT,2019,2025-08-15 14:25:33
56,Anthony Chickillo,27,DE,11,0,255,6-3,Miami (FL),12/10/1992,4,1,Pittsburgh Steelers / 6th / 212th pick /2015,"$806,000",PIT,2019,2025-08-15 14:25:33
30,James Conner,24,RB,10,10,233,6-1,Pittsburgh,5/5/1995,2,4,Pittsburgh Steelers / 3rd / 105th pick /2017,"$668,000",PIT,2019,2025-08-15 14:25:33
37,Jordan Dangerfield,29,DB,16,0,199,5-11,Towson,12/25/1990,3,1,,"$645,000",PIT,2019,2025-08-15 14:25:33
21,Sean Davis,26,DB,1,1,202,6-1,Maryland,10/23/1993,3,0,Pittsburgh Steelers / 2nd / 58th pick /2016,"$1,007,314",PIT,2019,2025-08-15 14:25:33
66,David DeCastro,29,RG,16,16,316,6-5,Stanford,1/11/1990,7,8,Pittsburgh Steelers / 1st / 24th pick /2012,"$7,070,000",PIT,2019,2025-08-15 14:25:33
48,Bud Dupree,26,ROLB,16,16,269,6-4,Kentucky,2/12/1993,4,8,Pittsburgh Steelers / 1st / 22nd pick /2015,"$9,232,000",PIT,2019,2025-08-15 14:25:33
34,Terrell Edmunds,22,SS,16,16,217,6-1,Virginia Tech,1/20/1997,1,6,Pittsburgh Steelers / 1st / 28th pick /2018,"$966,263",PIT,2019,2025-08-15 14:25:33
33,Trey Edmunds,25,RB,11,0,223,6-2,"Virginia Tech,Maryland",12/30/1994,2,1,,"$645,000",PIT,2019,2025-08-15 14:25:33
51,Jayrone Elliott,28,LB,5,0,240,6-3,Toledo,11/11/1991,5,0,,"$720,000",PIT,2019,2025-08-15 14:25:33
71,Matt Feiler,27,RT,16,16,330,6-6,Bloomsburg,7/7/1992,2,6,,"$645,000",PIT,2019,2025-08-15 14:25:33
67,B.J. Finney,28,C,16,4,318,6-4,Kansas St.,10/26/1991,3,2,,"$3,095,000",PIT,2019,2025-08-15 14:25:33
39,Minkah Fitzpatrick,23,FS,14,14,207,6-1,Alabama,11/17/1996,1,15,Miami Dolphins / 1st / 11th pick /2018,,PIT,2019,2025-08-15 14:25:33
73,Ramon Foster,33,LG,14,14,328,6-5,Tennessee,1/7/1986,10,5,,"$1,100,000",PIT,2019,2025-08-15 14:25:33
81,Zach Gentry,23,TE,4,0,265,6-8,Michigan,9/10/1996,Rook,0,Pittsburgh Steelers / 5th / 141st pick /2019,"$715,000",PIT,2019,2025-08-15 14:25:33
54,Ulysees Gilbert,22,LB,7,0,230,6-0,Akron,8/9/1997,Rook,1,Pittsburgh Steelers / 6th / 207th pick /2019,"$661,750",PIT,2019,2025-08-15 14:25:33
85,Xavier Grimble,27,TE,3,1,261,6-4,USC,9/22/1992,3,0,,"$2,025,000",PIT,2019,2025-08-15 14:25:33
23,Joe Haden,30,LCB,16,16,195,5-11,Florida,4/14/1989,9,11,Cleveland Browns / 1st / 7th pick /2010,"$10,000,000",PIT,2019,2025-08-15 14:25:33
79,Javon Hargrave,26,NT,16,13,305,6-2,South Carolina St.,2/7/1993,3,7,Pittsburgh Steelers / 3rd / 89th pick /2016,"$2,025,000",PIT,2019,2025-08-15 14:25:33
97,Cameron Heyward,30,DT,16,16,295,6-5,Ohio St.,5/6/1989,8,17,Pittsburgh Steelers / 1st / 31st pick /2011,"$8,750,000",PIT,2019,2025-08-15 14:25:33
28,Mike Hilton,25,DB,16,8,184,5-9,Mississippi,3/9/1994,2,4,,"$645,000",PIT,2019,2025-08-15 14:25:33
6,Devlin Hodges,23,QB,8,6,210,6-1,Samford,4/12/1996,Rook,0,,,PIT,2019,2025-08-15 14:25:33
80,Johnny Holton,29,WR,16,3,190,6-3,Cincinnati,8/22/1990,3,0,,"$645,000",PIT,2019,2025-08-15 14:25:33
18,Diontae Johnson,23,WR,16,12,183,5-10,Toledo,7/5/1996,Rook,6,Pittsburgh Steelers / 3rd / 66th pick /2019,"$495,000",PIT,2019,2025-08-15 14:25:33
14,Tevin Jones,27,WR,5,0,225,6-2,Memphis,12/26/1992,Rook,0,,"$495,000",PIT,2019,2025-08-15 14:25:33
29,Kameron Kelly,23,DB,14,1,205,6-2,San Diego St.,8/19/1996,Rook,1,,"$495,000",PIT,2019,2025-08-15 14:25:33
31,Justin Layne,21,DB,10,0,192,6-2,Michigan St.,1/12/1998,Rook,1,Pittsburgh Steelers / 3rd / 83rd pick /2019,"$495,000",PIT,2019,2025-08-15 14:25:33
44,Tyler Matakevich,27,LB,16,0,235,6-1,Temple,12/22/1992,3,1,Pittsburgh Steelers / 7th / 246th pick /2016,"$720,000",PIT,2019,2025-08-15 14:25:33
93,Daniel McCullers,27,DT,16,0,352,6-7,Tennessee,8/11/1992,5,1,Pittsburgh Steelers / 6th / 215th pick /2014,"$1,000,000",PIT,2019,2025-08-15 14:25:33
89,Vance McDonald,29,TE,14,14,267,6-4,Rice,6/13/1990,6,2,San Francisco 49ers / 2nd / 55th pick /2013,"$4,200,000",PIT,2019,2025-08-15 14:25:33
11,Donte Moncrief,26,WR,5,2,216,6-2,Mississippi,8/6/1993,5,0,Indianapolis Colts / 3rd / 90th pick /2014,"$1,500,000",PIT,2019,2025-08-15 14:25:33
22,Steven Nelson,26,RCB,15,15,194,5-11,Oregon St.,1/22/1993,4,6,Kansas City Chiefs / 3rd / 98th pick /2015,"$1,500,000",PIT,2019,2025-08-15 14:25:33
